DeviceName,PTPTime,UnixTime,protocool,CurrentDeviceTime,DistanceMM,DistanceCM,Weight,Count,DistanceADC,WeightADCDeviceName(Current)
DEVICE,1655362575899,1655362575902,4,1655362575902,44,4,5,0,0,0
DEVICE,1655362575932,1655362575935,4,1655362575935,40,4,5,0,0,0
DEVICE,1655362575964,1655362575967,4,1655362575967,43,4,5,0,0,0
DEVICE,1655362575996,1655362575999,4,1655362575999,40,4,5,0,0,0
DEVICE,1655362576028,1655362576031,4,1655362576031,42,4,5,0,0,0
DEVICE,1655362576059,1655362576062,4,1655362576062,43,4,5,0,0,0
DEVICE,1655362576092,1655362576095,4,1655362576095,43,4,5,0,0,0
DEVICE,1655362576124,1655362576127,4,1655362576127,44,4,5,0,0,0
DEVICE,1655362576155,1655362576158,4,1655362576158,41,4,5,0,0,0
DEVICE,1655362576188,1655362576191,4,1655362576191,44,4,5,0,0,0
DEVICE,1655362576220,1655362576223,4,1655362576223,43,4,5,0,0,0
DEVICE,1655362576252,1655362576255,4,1655362576255,43,4,5,0,0,0
DEVICE,1655362576284,1655362576287,4,1655362576287,40,4,5,0,0,0
DEVICE,1655362576315,1655362576318,4,1655362576318,44,4,5,0,0,0
DEVICE,1655362576348,1655362576351,4,1655362576351,41,4,5,0,0,0
DEVICE,1655362576380,1655362576383,4,1655362576383,43,4,5,0,0,0
DEVICE,1655362576411,1655362576414,4,1655362576414,42,4,5,0,0,0
DEVICE,1655362576443,1655362576446,4,1655362576446,42,4,5,0,0,0
DEVICE,1655362576475,1655362576478,4,1655362576478,45,4,5,0,0,0
DEVICE,1655362576507,1655362576510,4,1655362576510,41,4,5,0,0,0
DEVICE,1655362576523,1655362576526,4,1655362576526,44,4,5,0,0,0
DEVICE,1655362576555,1655362576558,4,1655362576558,41,4,5,0,0,0
DEVICE,1655362576587,1655362576590,4,1655362576590,44,4,5,0,0,0
DEVICE,1655362576619,1655362576622,4,1655362576622,45,4,5,0,0,0
DEVICE,1655362576651,1655362576654,4,1655362576654,45,4,5,0,0,0
DEVICE,1655362576683,1655362576686,4,1655362576686,43,4,5,0,0,0
DEVICE,1655362576715,1655362576718,4,1655362576718,41,4,5,0,0,0
DEVICE,1655362576747,1655362576750,4,1655362576750,44,4,5,0,0,0
DEVICE,1655362576779,1655362576782,4,1655362576782,44,4,5,0,0,0
