DeviceName,PTPTime,UnixTime,protocool,CurrentDeviceTime,DistanceMM,DistanceCM,Weight,Count,DistanceADC,WeightADCDeviceName(Current)
DEVICE,1655359353033,1655359353034,4,1655359353034,43,4,5,0,0,0
DEVICE,1655359353064,1655359353065,4,1655359353065,41,4,5,0,0,0
DEVICE,1655359353097,1655359353098,4,1655359353098,43,4,5,0,0,0
DEVICE,1655359353129,1655359353130,4,1655359353130,42,4,5,0,0,0
DEVICE,1655359353160,1655359353161,4,1655359353161,44,4,5,0,0,0
DEVICE,1655359353193,1655359353194,4,1655359353194,41,4,5,0,0,0
DEVICE,1655359353225,1655359353226,4,1655359353226,42,4,5,0,0,0
DEVICE,1655359353257,1655359353258,4,1655359353258,46,4,5,0,0,0
DEVICE,1655359353288,1655359353289,4,1655359353289,44,4,5,0,0,0
DEVICE,1655359353320,1655359353321,4,1655359353321,42,4,5,0,0,0
DEVICE,1655359353353,1655359353354,4,1655359353354,42,4,5,0,0,0
DEVICE,1655359353384,1655359353385,4,1655359353385,43,4,5,0,0,0
DEVICE,1655359353417,1655359353418,4,1655359353418,42,4,5,0,0,0
DEVICE,1655359353448,1655359353449,4,1655359353449,43,4,5,0,0,0
DEVICE,1655359353464,1655359353465,4,1655359353465,43,4,5,0,0,0
DEVICE,1655359353496,1655359353497,4,1655359353497,42,4,5,0,0,0
DEVICE,1655359353529,1655359353530,4,1655359353530,43,4,5,0,0,0
DEVICE,1655359353561,1655359353562,4,1655359353562,41,4,5,0,0,0
DEVICE,1655359353593,1655359353594,4,1655359353594,43,4,5,0,0,0
DEVICE,1655359353624,1655359353625,4,1655359353625,42,4,5,0,0,0
DEVICE,1655359353656,1655359353657,4,1655359353657,42,4,5,0,0,0
DEVICE,1655359353688,1655359353689,4,1655359353689,43,4,5,0,0,0
DEVICE,1655359353720,1655359353721,4,1655359353721,42,4,5,0,0,0
DEVICE,1655359353753,1655359353754,4,1655359353754,43,4,5,0,0,0
DEVICE,1655359353785,1655359353786,4,1655359353786,42,4,5,0,0,0
DEVICE,1655359353817,1655359353818,4,1655359353818,43,4,5,0,0,0
DEVICE,1655359353848,1655359353849,4,1655359353849,41,4,5,0,0,0
DEVICE,1655359353880,1655359353881,4,1655359353881,43,4,5,0,0,0
DEVICE,1655359353913,1655359353914,4,1655359353914,41,4,5,0,0,0
DEVICE,1655359353944,1655359353945,4,1655359353945,43,4,5,0,0,0
DEVICE,1655359353976,1655359353977,4,1655359353977,43,4,5,0,0,0
DEVICE,1655359354008,1655359354009,4,1655359354009,41,4,5,0,0,0
DEVICE,1655359354040,1655359354041,4,1655359354041,44,4,5,0,0,0
DEVICE,1655359354072,1655359354073,4,1655359354073,41,4,5,0,0,0
DEVICE,1655359354105,1655359354106,4,1655359354106,44,4,5,0,0,0
DEVICE,1655359354136,1655359354137,4,1655359354137,43,4,5,0,0,0
DEVICE,1655359354168,1655359354169,4,1655359354169,42,4,5,0,0,0
DEVICE,1655359354201,1655359354202,4,1655359354202,43,4,5,0,0,0
DEVICE,1655359354232,1655359354233,4,1655359354233,41,4,5,0,0,0
DEVICE,1655359354264,1655359354265,4,1655359354265,42,4,5,0,0,0
DEVICE,1655359354296,1655359354297,4,1655359354297,44,4,5,0,0,0
DEVICE,1655359354328,1655359354329,4,1655359354329,40,4,5,0,0,0
DEVICE,1655359354360,1655359354361,4,1655359354361,43,4,5,0,0,0
DEVICE,1655359354392,1655359354393,4,1655359354393,43,4,5,0,0,0
DEVICE,1655359354424,1655359354425,4,1655359354425,42,4,5,0,0,0
DEVICE,1655359354456,1655359354457,4,1655359354457,44,4,5,0,0,0
DEVICE,1655359354488,1655359354489,4,1655359354489,43,4,5,0,0,0
DEVICE,1655359354520,1655359354521,4,1655359354521,45,4,5,0,0,0
DEVICE,1655359354552,1655359354553,4,1655359354553,44,4,5,0,0,0
DEVICE,1655359354584,1655359354585,4,1655359354585,40,4,5,0,0,0
DEVICE,1655359354616,1655359354617,4,1655359354617,43,4,5,0,0,0
DEVICE,1655359354648,1655359354649,4,1655359354649,42,4,5,0,0,0
DEVICE,1655359354680,1655359354681,4,1655359354681,42,4,5,0,0,0
DEVICE,1655359354712,1655359354713,4,1655359354713,41,4,5,0,0,0
DEVICE,1655359354744,1655359354745,4,1655359354745,43,4,5,0,0,0
DEVICE,1655359354776,1655359354777,4,1655359354777,43,4,5,0,0,0
DEVICE,1655359354808,1655359354809,4,1655359354809,44,4,5,0,0,0
DEVICE,1655359354840,1655359354841,4,1655359354841,43,4,5,0,0,0
DEVICE,1655359354871,1655359354872,4,1655359354872,45,4,5,0,0,0
DEVICE,1655359354903,1655359354904,4,1655359354904,40,4,5,0,0,0
DEVICE,1655359354935,1655359354936,4,1655359354936,43,4,5,0,0,0
DEVICE,1655359354967,1655359354968,4,1655359354968,42,4,5,0,0,0
DEVICE,1655359355000,1655359355001,4,1655359355001,42,4,5,0,0,0
DEVICE,1655359355032,1655359355033,4,1655359355033,44,4,5,0,0,0
DEVICE,1655359355064,1655359355065,4,1655359355065,42,4,5,0,0,0
DEVICE,1655359355095,1655359355096,4,1655359355096,42,4,5,0,0,0
DEVICE,1655359355127,1655359355128,4,1655359355128,43,4,5,0,0,0
DEVICE,1655359355159,1655359355160,4,1655359355160,44,4,5,0,0,0
DEVICE,1655359355176,1655359355177,4,1655359355177,43,4,5,0,0,0
DEVICE,1655359355207,1655359355208,4,1655359355208,42,4,5,0,0,0
DEVICE,1655359355240,1655359355241,4,1655359355241,44,4,5,0,0,0
DEVICE,1655359355271,1655359355272,4,1655359355272,41,4,5,0,0,0
DEVICE,1655359355303,1655359355304,4,1655359355304,42,4,5,0,0,0
DEVICE,1655359355336,1655359355337,4,1655359355337,42,4,5,0,0,0
DEVICE,1655359355367,1655359355368,4,1655359355368,44,4,5,0,0,0
DEVICE,1655359355399,1655359355400,4,1655359355400,42,4,5,0,0,0
DEVICE,1655359355431,1655359355432,4,1655359355432,44,4,5,0,0,0
DEVICE,1655359355464,1655359355465,4,1655359355465,42,4,5,0,0,0
DEVICE,1655359355496,1655359355497,4,1655359355497,42,4,5,0,0,0
DEVICE,1655359355527,1655359355528,4,1655359355528,42,4,5,0,0,0
DEVICE,1655359355560,1655359355561,4,1655359355561,43,4,5,0,0,0
DEVICE,1655359355592,1655359355593,4,1655359355593,45,4,5,0,0,0
DEVICE,1655359355623,1655359355624,4,1655359355624,42,4,5,0,0,0
DEVICE,1655359355655,1655359355656,4,1655359355656,44,4,5,0,0,0
DEVICE,1655359355688,1655359355689,4,1655359355689,41,4,5,0,0,0
DEVICE,1655359355719,1655359355720,4,1655359355720,42,4,5,0,0,0
DEVICE,1655359355751,1655359355752,4,1655359355752,42,4,5,0,0,0
DEVICE,1655359355784,1655359355785,4,1655359355785,43,4,5,0,0,0
DEVICE,1655359355816,1655359355817,4,1655359355817,44,4,5,0,0,0
DEVICE,1655359355847,1655359355848,4,1655359355848,44,4,5,0,0,0
DEVICE,1655359355879,1655359355880,4,1655359355880,43,4,5,0,0,0
DEVICE,1655359355911,1655359355912,4,1655359355912,42,4,5,0,0,0
DEVICE,1655359355944,1655359355945,4,1655359355945,41,4,5,0,0,0
DEVICE,1655359355975,1655359355976,4,1655359355976,41,4,5,0,0,0
DEVICE,1655359356007,1655359356008,4,1655359356008,41,4,5,0,0,0
DEVICE,1655359356040,1655359356041,4,1655359356041,43,4,5,0,0,0
DEVICE,1655359356071,1655359356072,4,1655359356072,42,4,5,0,0,0
DEVICE,1655359356103,1655359356104,4,1655359356104,42,4,5,0,0,0
DEVICE,1655359356136,1655359356137,4,1655359356137,43,4,5,0,0,0
DEVICE,1655359356167,1655359356168,4,1655359356168,42,4,5,0,0,0
DEVICE,1655359356199,1655359356200,4,1655359356200,42,4,5,0,0,0
DEVICE,1655359356232,1655359356233,4,1655359356233,44,4,5,0,0,0
DEVICE,1655359356263,1655359356264,4,1655359356264,42,4,5,0,0,0
DEVICE,1655359356296,1655359356297,4,1655359356297,43,4,5,0,0,0
DEVICE,1655359356327,1655359356328,4,1655359356328,41,4,5,0,0,0
DEVICE,1655359356359,1655359356360,4,1655359356360,42,4,5,0,0,0
DEVICE,1655359356391,1655359356392,4,1655359356392,42,4,5,0,0,0
DEVICE,1655359356423,1655359356424,4,1655359356424,43,4,5,0,0,0
DEVICE,1655359356455,1655359356456,4,1655359356456,43,4,5,0,0,0
DEVICE,1655359356487,1655359356488,4,1655359356488,44,4,5,0,0,0
DEVICE,1655359356519,1655359356520,4,1655359356520,41,4,5,0,0,0
DEVICE,1655359356551,1655359356552,4,1655359356552,43,4,5,0,0,0
DEVICE,1655359356583,1655359356584,4,1655359356584,41,4,5,0,0,0
DEVICE,1655359356615,1655359356616,4,1655359356616,44,4,5,0,0,0
DEVICE,1655359356647,1655359356648,4,1655359356648,45,4,5,0,0,0
DEVICE,1655359356679,1655359356680,4,1655359356680,40,4,5,0,0,0
DEVICE,1655359356711,1655359356712,4,1655359356712,45,4,5,0,0,0
DEVICE,1655359356743,1655359356744,4,1655359356744,40,4,5,0,0,0
DEVICE,1655359356775,1655359356776,4,1655359356776,41,4,5,0,0,0
DEVICE,1655359356807,1655359356808,4,1655359356808,42,4,5,0,0,0
DEVICE,1655359356839,1655359356840,4,1655359356840,42,4,5,0,0,0
DEVICE,1655359356855,1655359356856,4,1655359356856,46,4,5,0,0,0
DEVICE,1655359356887,1655359356888,4,1655359356888,41,4,5,0,0,0
DEVICE,1655359356919,1655359356920,4,1655359356920,42,4,5,0,0,0
DEVICE,1655359356951,1655359356952,4,1655359356952,43,4,5,0,0,0
DEVICE,1655359356983,1655359356984,4,1655359356984,41,4,5,0,0,0
DEVICE,1655359357015,1655359357016,4,1655359357016,40,4,5,0,0,0
DEVICE,1655359357047,1655359357048,4,1655359357048,41,4,5,0,0,0
DEVICE,1655359357079,1655359357080,4,1655359357080,44,4,5,0,0,0
DEVICE,1655359357111,1655359357112,4,1655359357112,42,4,5,0,0,0
DEVICE,1655359357142,1655359357143,4,1655359357143,43,4,5,0,0,0
DEVICE,1655359357174,1655359357175,4,1655359357175,43,4,5,0,0,0
DEVICE,1655359357207,1655359357208,4,1655359357208,42,4,5,0,0,0
DEVICE,1655359357239,1655359357240,4,1655359357240,43,4,5,0,0,0
DEVICE,1655359357271,1655359357272,4,1655359357272,42,4,5,0,0,0
DEVICE,1655359357303,1655359357304,4,1655359357304,44,4,5,0,0,0
DEVICE,1655359357334,1655359357335,4,1655359357335,43,4,5,0,0,0
DEVICE,1655359357367,1655359357368,4,1655359357368,44,4,5,0,0,0
DEVICE,1655359357399,1655359357400,4,1655359357400,43,4,5,0,0,0
DEVICE,1655359357431,1655359357432,4,1655359357432,42,4,5,0,0,0
DEVICE,1655359357463,1655359357464,4,1655359357464,43,4,5,0,0,0
DEVICE,1655359357495,1655359357496,4,1655359357496,42,4,5,0,0,0
DEVICE,1655359357527,1655359357528,4,1655359357528,44,4,5,0,0,0
DEVICE,1655359357559,1655359357560,4,1655359357560,45,4,5,0,0,0
DEVICE,1655359357590,1655359357591,4,1655359357591,41,4,5,0,0,0
DEVICE,1655359357623,1655359357624,4,1655359357624,43,4,5,0,0,0
