DeviceName,PTPTime,UnixTime,protocool,CurrentDeviceTime,DistanceMM,DistanceCM,Weight,Count,DistanceADC,WeightADCDeviceName(Current)
DEVICE,1655361570814,1655361570816,4,1655361570816,43,4,5,0,0,0
DEVICE,1655361570846,1655361570848,4,1655361570848,42,4,5,0,0,0
DEVICE,1655361570878,1655361570880,4,1655361570880,43,4,5,0,0,0
DEVICE,1655361570910,1655361570912,4,1655361570912,42,4,5,0,0,0
DEVICE,1655361570942,1655361570944,4,1655361570944,42,4,5,0,0,0
DEVICE,1655361570973,1655361570975,4,1655361570975,42,4,5,0,0,0
DEVICE,1655361571006,1655361571008,4,1655361571008,43,4,5,0,0,0
DEVICE,1655361571038,1655361571040,4,1655361571040,43,4,5,0,0,0
DEVICE,1655361571070,1655361571072,4,1655361571072,42,4,5,0,0,0
DEVICE,1655361571102,1655361571104,4,1655361571104,44,4,5,0,0,0
DEVICE,1655361571134,1655361571136,4,1655361571136,42,4,5,0,0,0
DEVICE,1655361571165,1655361571167,4,1655361571167,41,4,5,0,0,0
DEVICE,1655361571198,1655361571200,4,1655361571200,43,4,5,0,0,0
DEVICE,1655361571230,1655361571232,4,1655361571232,43,4,5,0,0,0
DEVICE,1655361571261,1655361571263,4,1655361571263,40,4,5,0,0,0
DEVICE,1655361571294,1655361571296,4,1655361571296,41,4,5,0,0,0
DEVICE,1655361571326,1655361571328,4,1655361571328,44,4,5,0,0,0
DEVICE,1655361571357,1655361571359,4,1655361571359,41,4,5,0,0,0
DEVICE,1655361571390,1655361571392,4,1655361571392,40,4,5,0,0,0
DEVICE,1655361571421,1655361571423,4,1655361571423,41,4,5,0,0,0
DEVICE,1655361571453,1655361571455,4,1655361571455,43,4,5,0,0,0
DEVICE,1655361571486,1655361571488,4,1655361571488,42,4,5,0,0,0
DEVICE,1655361571517,1655361571519,4,1655361571519,41,4,5,0,0,0
DEVICE,1655361571549,1655361571551,4,1655361571551,44,4,5,0,0,0
DEVICE,1655361571581,1655361571583,4,1655361571583,42,4,5,0,0,0
DEVICE,1655361571613,1655361571615,4,1655361571615,43,4,5,0,0,0
DEVICE,1655361571645,1655361571647,4,1655361571647,43,4,5,0,0,0
DEVICE,1655361571678,1655361571680,4,1655361571680,43,4,5,0,0,0
DEVICE,1655361571710,1655361571712,4,1655361571712,44,4,5,0,0,0
DEVICE,1655361571742,1655361571744,4,1655361571744,41,4,5,0,0,0
DEVICE,1655361571774,1655361571776,4,1655361571776,44,4,5,0,0,0
DEVICE,1655361571805,1655361571807,4,1655361571807,44,4,5,0,0,0
DEVICE,1655361571838,1655361571840,4,1655361571840,41,4,5,0,0,0
DEVICE,1655361571870,1655361571872,4,1655361571872,41,4,5,0,0,0
DEVICE,1655361571902,1655361571904,4,1655361571904,44,4,5,0,0,0
DEVICE,1655361571933,1655361571935,4,1655361571935,43,4,5,0,0,0
DEVICE,1655361571965,1655361571967,4,1655361571967,43,4,5,0,0,0
DEVICE,1655361571997,1655361571999,4,1655361571999,40,4,5,0,0,0
DEVICE,1655361572029,1655361572031,4,1655361572031,41,4,5,0,0,0
DEVICE,1655361572045,1655361572047,4,1655361572047,40,4,5,0,0,0
DEVICE,1655361572077,1655361572079,4,1655361572079,41,4,5,0,0,0
DEVICE,1655361572109,1655361572111,4,1655361572111,44,4,5,0,0,0
DEVICE,1655361572142,1655361572144,4,1655361572144,41,4,5,0,0,0
DEVICE,1655361572173,1655361572175,4,1655361572175,42,4,5,0,0,0
DEVICE,1655361572205,1655361572207,4,1655361572207,44,4,5,0,0,0
DEVICE,1655361572237,1655361572239,4,1655361572239,43,4,5,0,0,0
DEVICE,1655361572269,1655361572271,4,1655361572271,43,4,5,0,0,0
DEVICE,1655361572301,1655361572303,4,1655361572303,41,4,5,0,0,0
DEVICE,1655361572333,1655361572335,4,1655361572335,42,4,5,0,0,0
DEVICE,1655361572365,1655361572367,4,1655361572367,42,4,5,0,0,0
DEVICE,1655361572397,1655361572399,4,1655361572399,42,4,5,0,0,0
