DeviceName,PTPTime,UnixTime,protocool,CurrentDeviceTime,DistanceMM,DistanceCM,Weight,Count,DistanceADC,WeightADCDeviceName(Current)
DEVICE,1655362974022,1655362974024,4,1655362974024,44,4,5,0,0,0
DEVICE,1655362974053,1655362974055,4,1655362974055,42,4,5,0,0,0
DEVICE,1655362974086,1655362974088,4,1655362974088,43,4,5,0,0,0
DEVICE,1655362974118,1655362974120,4,1655362974120,45,4,5,0,0,0
DEVICE,1655362974149,1655362974151,4,1655362974151,42,4,5,0,0,0
DEVICE,1655362974182,1655362974184,4,1655362974184,42,4,5,0,0,0
DEVICE,1655362974214,1655362974216,4,1655362974216,41,4,5,0,0,0
DEVICE,1655362974246,1655362974248,4,1655362974248,43,4,5,0,0,0
DEVICE,1655362974277,1655362974279,4,1655362974279,41,4,5,0,0,0
DEVICE,1655362974309,1655362974311,4,1655362974311,43,4,5,0,0,0
DEVICE,1655362974342,1655362974344,4,1655362974344,41,4,5,0,0,0
DEVICE,1655362974374,1655362974376,4,1655362974376,42,4,5,0,0,0
DEVICE,1655362974406,1655362974408,4,1655362974408,41,4,5,0,0,0
DEVICE,1655362974437,1655362974439,4,1655362974439,44,4,5,0,0,0
DEVICE,1655362974470,1655362974472,4,1655362974472,42,4,5,0,0,0
DEVICE,1655362974502,1655362974504,4,1655362974504,43,4,5,0,0,0
DEVICE,1655362974533,1655362974535,4,1655362974535,44,4,5,0,0,0
DEVICE,1655362974565,1655362974567,4,1655362974567,41,4,5,0,0,0
DEVICE,1655362974598,1655362974600,4,1655362974600,43,4,5,0,0,0
DEVICE,1655362974630,1655362974632,4,1655362974632,43,4,5,0,0,0
DEVICE,1655362974662,1655362974664,4,1655362974664,42,4,5,0,0,0
DEVICE,1655362974693,1655362974695,4,1655362974695,43,4,5,0,0,0
DEVICE,1655362974726,1655362974728,4,1655362974728,42,4,5,0,0,0
DEVICE,1655362974758,1655362974760,4,1655362974760,41,4,5,0,0,0
DEVICE,1655362974790,1655362974792,4,1655362974792,43,4,5,0,0,0
DEVICE,1655362974821,1655362974823,4,1655362974823,43,4,5,0,0,0
DEVICE,1655362974853,1655362974855,4,1655362974855,44,4,5,0,0,0
DEVICE,1655362974885,1655362974887,4,1655362974887,44,4,5,0,0,0
DEVICE,1655362974917,1655362974919,4,1655362974919,43,4,5,0,0,0
DEVICE,1655362974950,1655362974952,4,1655362974952,43,4,5,0,0,0
DEVICE,1655362974981,1655362974983,4,1655362974983,42,4,5,0,0,0
DEVICE,1655362975013,1655362975015,4,1655362975015,41,4,5,0,0,0
DEVICE,1655362975045,1655362975047,4,1655362975047,43,4,5,0,0,0
DEVICE,1655362975078,1655362975080,4,1655362975080,43,4,5,0,0,0
DEVICE,1655362975110,1655362975112,4,1655362975112,46,4,5,0,0,0
DEVICE,1655362975141,1655362975143,4,1655362975143,44,4,5,0,0,0
DEVICE,1655362975173,1655362975175,4,1655362975175,43,4,5,0,0,0
DEVICE,1655362975189,1655362975191,4,1655362975191,45,4,5,0,0,0
DEVICE,1655362975221,1655362975223,4,1655362975223,43,4,5,0,0,0
DEVICE,1655362975253,1655362975255,4,1655362975255,42,4,5,0,0,0
DEVICE,1655362975285,1655362975287,4,1655362975287,41,4,5,0,0,0
DEVICE,1655362975317,1655362975319,4,1655362975319,42,4,5,0,0,0
DEVICE,1655362975349,1655362975351,4,1655362975351,42,4,5,0,0,0
DEVICE,1655362975381,1655362975383,4,1655362975383,42,4,5,0,0,0
DEVICE,1655362975413,1655362975415,4,1655362975415,41,4,5,0,0,0
DEVICE,1655362975445,1655362975447,4,1655362975447,43,4,5,0,0,0
DEVICE,1655362975477,1655362975479,4,1655362975479,42,4,5,0,0,0
DEVICE,1655362975509,1655362975511,4,1655362975511,43,4,5,0,0,0
DEVICE,1655362975541,1655362975543,4,1655362975543,44,4,5,0,0,0
DEVICE,1655362975573,1655362975575,4,1655362975575,42,4,5,0,0,0
DEVICE,1655362975606,1655362975608,4,1655362975608,42,4,5,0,0,0
