1,659,602,936,922,-0.001,0.006,0.006,-0.060,-0.006,0.014
1,659,602,936,934,0.003,-0.005,-0.005,0.061,0.027,-0.146
1,659,602,936,942,-0.003,0.001,0.001,-0.013,-0.000,-0.051
1,659,602,936,952,0.004,0.002,0.002,0.022,0.014,-0.092
1,659,602,936,962,-0.002,-0.002,-0.002,0.012,0.001,-0.095
1,659,602,936,971,0.001,0.001,0.001,0.005,0.004,-0.068
1,659,602,936,984,-0.002,0.001,0.001,0.018,0.013,-0.103
1,659,602,936,992,-0.000,0.002,0.002,0.007,0.005,-0.066
1,659,602,937,002,0.001,-0.004,-0.004,0.011,0.007,-0.094
1,659,602,937,011,-0.001,0.001,0.001,0.009,0.005,-0.072
1,659,602,937,023,0.001,-0.000,-0.000,0.013,0.015,-0.079
1,659,602,937,031,-0.003,0.001,0.001,0.012,0.018,-0.074
1,659,602,937,041,0.001,0.000,0.000,-0.002,0.010,-0.071
1,659,602,937,051,-0.001,-0.000,-0.000,0.013,0.004,-0.090
1,659,602,937,061,0.001,0.001,0.001,0.012,0.006,-0.069
1,659,602,937,071,0.004,-0.000,-0.000,0.017,0.005,-0.077
1,659,602,937,081,-0.003,0.002,0.002,0.013,0.014,-0.068
1,659,602,937,091,-0.000,-0.001,-0.001,0.002,0.008,-0.083
1,659,602,937,101,-0.000,0.002,0.002,0.014,0.011,-0.082
1,659,602,937,111,0.002,0.001,0.001,0.008,0.006,-0.087
1,659,602,937,121,0.000,0.000,0.000,0.011,0.011,-0.072
1,659,602,937,131,0.001,-0.000,-0.000,0.008,0.008,-0.085
1,659,602,937,141,-0.002,-0.000,-0.000,0.010,0.010,-0.087
1,659,602,937,151,0.003,-0.001,-0.001,0.003,0.018,-0.091
1,659,602,937,161,0.001,-0.000,-0.000,0.011,0.008,-0.087
1,659,602,937,171,0.001,0.001,0.001,0.013,0.014,-0.083
1,659,602,937,180,-0.002,-0.001,-0.001,0.012,0.010,-0.087
1,659,602,937,191,-0.002,-0.001,-0.001,0.003,0.009,-0.080
1,659,602,937,203,-0.002,0.001,0.001,0.019,0.008,-0.086
1,659,602,937,210,0.001,-0.000,-0.000,0.011,0.010,-0.091
1,659,602,937,220,0.002,-0.001,-0.001,0.004,0.004,-0.074
1,659,602,937,230,0.000,0.001,0.001,0.010,0.006,-0.091
1,659,602,937,241,-0.002,0.000,0.000,0.008,0.008,-0.071
1,659,602,937,252,-0.001,0.000,0.000,0.010,0.008,-0.082
1,659,602,937,260,-0.001,-0.001,-0.001,0.011,0.008,-0.084
1,659,602,937,271,-0.000,0.005,0.005,0.009,0.015,-0.083
1,659,602,937,280,-0.002,0.001,0.001,0.010,0.006,-0.087
1,659,602,937,290,0.001,0.000,0.000,0.007,0.008,-0.076
1,659,602,937,303,-0.000,0.003,0.003,0.008,0.011,-0.086
1,659,602,937,310,0.000,-0.001,-0.001,0.012,0.007,-0.070
1,659,602,937,320,0.003,0.002,0.002,0.016,0.012,-0.087
1,659,602,937,330,0.000,0.001,0.001,0.009,0.013,-0.084
1,659,602,937,340,-0.003,-0.001,-0.001,0.011,0.009,-0.094
1,659,602,937,353,0.002,-0.000,-0.000,0.017,0.006,-0.081
1,659,602,937,360,0.001,0.000,0.000,0.009,0.007,-0.076
1,659,602,937,370,-0.002,0.002,0.002,0.019,0.004,-0.081
1,659,602,937,380,0.000,-0.001,-0.001,0.002,0.001,-0.079
1,659,602,937,390,0.002,-0.001,-0.001,0.007,0.011,-0.086
1,659,602,937,399,0.001,-0.001,-0.001,0.012,0.011,-0.083
1,659,602,937,409,-0.002,-0.000,-0.000,0.011,0.004,-0.085
1,659,602,937,419,0.002,-0.001,-0.001,0.008,0.006,-0.078
1,659,602,937,429,-0.000,0.003,0.003,0.010,0.003,-0.076
1,659,602,937,439,-0.000,0.000,0.000,0.007,0.004,-0.081
1,659,602,937,449,0.000,0.001,0.001,0.007,-0.005,-0.084
1,659,602,937,459,0.002,0.000,0.000,0.017,-0.004,-0.087
1,659,602,937,470,-0.002,-0.002,-0.002,0.019,0.010,-0.079
1,659,602,937,479,0.001,0.000,0.000,0.018,0.015,-0.087
1,659,602,937,489,-0.002,-0.000,-0.000,0.015,0.002,-0.079
1,659,602,937,499,-0.000,-0.000,-0.000,0.010,0.002,-0.082
1,659,602,937,509,-0.001,-0.001,-0.001,0.010,0.005,-0.082
1,659,602,937,520,-0.001,0.001,0.001,0.005,0.017,-0.084
1,659,602,937,529,0.000,0.002,0.002,0.015,0.007,-0.071
1,659,602,937,539,0.001,0.001,0.001,0.012,0.011,-0.096
1,659,602,937,549,-0.001,0.002,0.002,0.010,0.013,-0.080
1,659,602,937,559,-0.002,0.000,0.000,0.013,0.008,-0.079
1,659,602,937,570,-0.000,-0.000,-0.000,0.011,0.008,-0.085
1,659,602,937,579,0.000,-0.001,-0.001,0.015,0.006,-0.077
1,659,602,937,589,0.000,0.001,0.001,0.012,0.011,-0.086
1,659,602,937,598,0.004,-0.001,-0.001,0.014,0.006,-0.083
1,659,602,937,608,0.000,-0.000,-0.000,0.016,0.005,-0.079
1,659,602,937,621,-0.001,-0.000,-0.000,0.014,0.006,-0.085
1,659,602,937,628,-0.000,-0.002,-0.002,0.011,0.011,-0.084
1,659,602,937,638,-0.001,-0.001,-0.001,0.010,0.011,-0.085
1,659,602,937,648,-0.000,-0.001,-0.001,0.007,0.003,-0.081
1,659,602,937,658,-0.001,-0.002,-0.002,0.010,0.008,-0.090
1,659,602,937,671,-0.001,-0.002,-0.002,0.016,0.009,-0.086
1,659,602,937,678,0.000,0.001,0.001,0.013,0.013,-0.081
1,659,602,937,688,0.001,0.000,0.000,0.015,0.013,-0.084
1,659,602,937,698,0.001,-0.001,-0.001,0.019,0.001,-0.088
1,659,602,937,708,-0.001,-0.000,-0.000,0.017,-0.002,-0.094
1,659,602,937,721,-0.001,0.003,0.003,0.016,0.009,-0.089
1,659,602,937,728,-0.002,0.000,0.000,0.012,0.002,-0.085
1,659,602,937,738,-0.001,-0.001,-0.001,0.012,0.005,-0.088
1,659,602,937,748,-0.002,-0.003,-0.003,0.007,-0.001,-0.073
1,659,602,937,758,-0.001,0.000,0.000,0.009,0.013,-0.070
1,659,602,937,767,-0.000,-0.000,-0.000,0.011,0.010,-0.087
1,659,602,937,777,-0.001,0.003,0.003,0.011,0.004,-0.075
1,659,602,937,788,-0.000,0.000,0.000,0.007,0.006,-0.075
1,659,602,937,797,-0.002,-0.000,-0.000,0.010,-0.000,-0.086
1,659,602,937,808,-0.002,-0.002,-0.002,0.013,0.009,-0.078
1,659,602,937,817,-0.001,0.001,0.001,0.006,0.012,-0.079
1,659,602,937,827,-0.001,-0.001,-0.001,0.011,0.001,-0.084
1,659,602,937,838,-0.001,0.001,0.001,0.004,0.006,-0.083
1,659,602,937,847,-0.000,0.002,0.002,0.002,0.005,-0.083
1,659,602,937,857,-0.002,-0.000,-0.000,0.013,0.005,-0.090
1,659,602,937,867,-0.001,0.000,0.000,0.015,0.010,-0.071
1,659,602,937,877,-0.002,-0.000,-0.000,0.011,0.001,-0.073
1,659,602,937,888,-0.001,-0.001,-0.001,0.017,0.009,-0.084
1,659,602,937,897,-0.001,-0.001,-0.001,0.020,0.012,-0.078
1,659,602,937,907,-0.001,0.000,0.000,0.007,0.008,-0.092
1,659,602,937,917,-0.001,0.001,0.001,0.009,0.001,-0.082
1,659,602,937,927,0.001,-0.001,-0.001,0.007,0.012,-0.085
1,659,602,937,939,-0.003,-0.001,-0.001,0.016,0.008,-0.074
1,659,602,937,947,-0.001,-0.001,-0.001,0.011,0.001,-0.082
1,659,602,937,957,-0.001,-0.000,-0.000,0.006,-0.001,-0.086
1,659,602,937,966,0.000,0.000,0.000,0.016,0.002,-0.077
1,659,602,937,976,-0.001,0.001,0.001,0.012,0.002,-0.081
1,659,602,937,989,-0.002,-0.001,-0.001,0.012,0.010,-0.084
1,659,602,937,996,0.001,0.000,0.000,0.016,0.005,-0.082
1,659,602,938,006,-0.003,0.003,0.003,0.019,0.003,-0.087
1,659,602,938,016,0.001,0.001,0.001,0.018,0.012,-0.080
1,659,602,938,026,0.003,0.001,0.001,0.009,0.004,-0.078
1,659,602,938,039,0.002,0.001,0.001,0.011,0.008,-0.077
1,659,602,938,046,0.001,0.001,0.001,0.020,0.006,-0.074
1,659,602,938,056,-0.001,-0.002,-0.002,0.015,0.008,-0.076
1,659,602,938,066,-0.001,-0.001,-0.001,0.020,0.003,-0.088
1,659,602,938,076,-0.002,-0.001,-0.001,0.006,0.001,-0.069
1,659,602,938,089,-0.001,-0.001,-0.001,-0.000,0.007,-0.080
1,659,602,938,096,0.000,-0.001,-0.001,0.010,0.007,-0.090
1,659,602,938,106,-0.000,0.001,0.001,0.015,0.006,-0.087
1,659,602,938,116,-0.001,-0.001,-0.001,0.018,0.002,-0.083
1,659,602,938,126,0.005,-0.001,-0.001,0.013,-0.002,-0.076
1,659,602,938,136,0.000,0.001,0.001,0.012,-0.005,-0.084
1,659,602,938,146,0.003,-0.000,-0.000,0.011,-0.004,-0.084
1,659,602,938,156,0.001,0.000,0.000,0.019,0.000,-0.089
1,659,602,938,165,-0.002,0.001,0.001,0.012,0.006,-0.087
1,659,602,938,175,0.001,-0.000,-0.000,0.016,0.012,-0.083
1,659,602,938,185,-0.002,0.002,0.002,0.017,0.011,-0.083
1,659,602,938,195,0.002,0.001,0.001,0.019,0.001,-0.084
1,659,602,938,207,-0.000,0.004,0.004,0.007,0.014,-0.097
1,659,602,938,215,0.001,-0.001,-0.001,0.005,0.004,-0.073
1,659,602,938,225,-0.002,0.001,0.001,0.013,0.009,-0.078
1,659,602,938,235,-0.002,-0.000,-0.000,0.018,0.008,-0.085
1,659,602,938,245,-0.000,-0.001,-0.001,0.016,0.003,-0.073
1,659,602,938,256,-0.001,0.001,0.001,0.006,0.005,-0.080
1,659,602,938,265,-0.002,0.002,0.002,0.015,0.008,-0.079
1,659,602,938,275,-0.001,0.000,0.000,0.015,0.002,-0.080
1,659,602,938,285,-0.000,-0.000,-0.000,0.006,0.014,-0.082
1,659,602,938,295,-0.001,0.001,0.001,0.014,0.011,-0.091
1,659,602,938,307,-0.002,0.001,0.001,0.011,0.002,-0.086
1,659,602,938,315,-0.001,-0.001,-0.001,0.009,0.003,-0.089
1,659,602,938,325,-0.002,0.000,0.000,0.016,-0.004,-0.086
1,659,602,938,335,-0.001,0.000,0.000,0.010,0.005,-0.081
1,659,602,938,345,0.000,0.000,0.000,0.008,0.008,-0.081
1,659,602,938,357,-0.000,0.001,0.001,0.016,0.005,-0.084
1,659,602,938,365,-0.000,0.001,0.001,0.017,0.005,-0.076
1,659,602,938,374,-0.002,0.002,0.002,0.006,0.007,-0.087
1,659,602,938,384,-0.001,-0.001,-0.001,0.010,0.010,-0.086
1,659,602,938,394,0.001,0.002,0.002,0.022,0.002,-0.086
1,659,602,938,407,0.003,-0.001,-0.001,0.015,0.008,-0.090
1,659,602,938,414,0.002,-0.000,-0.000,0.005,0.013,-0.081
1,659,602,938,424,0.001,0.001,0.001,0.010,0.012,-0.072
1,659,602,938,434,-0.000,-0.000,-0.000,0.016,0.006,-0.080
1,659,602,938,444,0.000,0.000,0.000,0.013,0.004,-0.070
1,659,602,938,457,0.000,-0.000,-0.000,0.012,0.007,-0.078
1,659,602,938,464,0.001,0.001,0.001,0.009,0.007,-0.087
1,659,602,938,474,-0.001,0.001,0.001,0.013,0.006,-0.080
1,659,602,938,484,0.001,-0.001,-0.001,0.011,0.004,-0.088
1,659,602,938,494,0.000,0.000,0.000,0.010,0.006,-0.060
1,659,602,938,507,0.002,-0.002,-0.002,0.008,0.008,-0.080
1,659,602,938,514,-0.001,-0.001,-0.001,0.009,0.006,-0.083
1,659,602,938,524,-0.000,-0.001,-0.001,0.014,0.003,-0.082
1,659,602,938,534,-0.001,-0.001,-0.001,0.011,0.008,-0.088
1,659,602,938,544,-0.001,0.001,0.001,0.015,0.013,-0.079
1,659,602,938,553,-0.002,0.000,0.000,0.016,0.005,-0.089
1,659,602,938,563,0.002,0.001,0.001,0.013,0.013,-0.077
1,659,602,938,574,0.002,0.000,0.000,0.006,0.010,-0.089
1,659,602,938,583,-0.003,0.000,0.000,0.005,0.003,-0.081
1,659,602,938,593,-0.002,-0.002,-0.002,0.015,0.001,-0.089
1,659,602,938,603,-0.000,-0.001,-0.001,0.012,0.011,-0.091
1,659,602,938,613,-0.002,0.000,0.000,0.021,0.006,-0.082
1,659,602,938,624,-0.001,0.001,0.001,0.020,0.006,-0.089
1,659,602,938,633,0.000,0.001,0.001,0.018,0.000,-0.082
1,659,602,938,643,-0.001,0.001,0.001,0.021,0.008,-0.076
1,659,602,938,653,0.002,0.001,0.001,0.017,0.017,-0.077
1,659,602,938,663,-0.001,-0.000,-0.000,0.011,0.006,-0.079
1,659,602,938,675,-0.001,-0.000,-0.000,0.012,0.000,-0.079
1,659,602,938,683,0.000,0.001,0.001,0.015,0.008,-0.086
1,659,602,938,693,-0.002,0.001,0.001,0.008,0.000,-0.073
1,659,602,938,703,0.000,-0.000,-0.000,0.005,0.005,-0.086
1,659,602,938,713,-0.000,0.001,0.001,0.012,0.009,-0.076
1,659,602,938,725,-0.003,-0.004,-0.004,0.019,0.008,-0.079
1,659,602,938,732,-0.002,0.000,0.000,0.013,0.008,-0.073
1,659,602,938,743,0.001,0.001,0.001,0.010,0.004,-0.085
1,659,602,938,752,-0.002,0.001,0.001,0.015,0.005,-0.082
1,659,602,938,762,-0.003,0.000,0.000,0.011,0.008,-0.075
1,659,602,938,775,0.000,0.000,0.000,0.008,0.006,-0.076
1,659,602,938,782,0.000,-0.001,-0.001,0.016,0.007,-0.079
1,659,602,938,792,-0.002,-0.001,-0.001,0.012,0.012,-0.083
1,659,602,938,802,0.001,-0.000,-0.000,0.018,0.005,-0.069
1,659,602,938,812,0.000,0.002,0.002,0.007,0.010,-0.075
1,659,602,938,825,0.002,0.000,0.000,0.009,0.007,-0.071
1,659,602,938,832,0.001,-0.002,-0.002,0.016,-0.002,-0.087
1,659,602,938,842,-0.002,-0.001,-0.001,0.008,0.003,-0.083
1,659,602,938,852,-0.002,-0.001,-0.001,0.014,0.008,-0.081
1,659,602,938,862,-0.002,0.002,0.002,0.015,0.007,-0.102
1,659,602,938,876,-0.002,-0.003,-0.003,0.018,0.003,-0.076
1,659,602,938,882,-0.002,0.001,0.001,0.024,-0.001,-0.082
1,659,602,938,892,0.001,0.000,0.000,0.009,0.009,-0.068
1,659,602,938,902,0.001,0.001,0.001,0.019,0.006,-0.083
1,659,602,938,912,0.001,-0.003,-0.003,0.020,0.014,-0.082
1,659,602,938,922,-0.002,0.001,0.001,0.010,0.015,-0.078
1,659,602,938,931,-0.002,0.002,0.002,0.015,0.009,-0.079
1,659,602,938,942,0.001,-0.001,-0.001,0.020,0.000,-0.083
1,659,602,938,951,-0.002,-0.000,-0.000,0.020,0.003,-0.090
1,659,602,938,961,-0.001,0.001,0.001,0.022,0.010,-0.077
1,659,602,938,971,0.003,0.000,0.000,0.013,0.008,-0.069
1,659,602,938,981,-0.001,-0.001,-0.001,0.014,0.005,-0.096
1,659,602,938,993,-0.001,-0.000,-0.000,0.019,0.004,-0.079
1,659,602,939,001,0.001,-0.001,-0.001,0.015,0.010,-0.074
1,659,602,939,011,0.000,0.002,0.002,0.015,0.004,-0.091
1,659,602,939,021,0.003,-0.001,-0.001,0.017,0.003,-0.075
1,659,602,939,031,-0.000,-0.001,-0.001,0.009,0.007,-0.087
1,659,602,939,042,0.002,-0.001,-0.001,0.010,0.008,-0.086
1,659,602,939,051,-0.001,-0.001,-0.001,0.018,0.006,-0.078
1,659,602,939,061,0.001,0.001,0.001,0.021,-0.003,-0.097
1,659,602,939,071,0.002,-0.001,-0.001,0.013,0.002,-0.082
1,659,602,939,081,-0.000,-0.004,-0.004,-0.005,0.009,-0.094
1,659,602,939,093,0.000,-0.001,-0.001,0.022,-0.010,-0.072
1,659,602,939,101,0.002,0.000,0.000,0.037,-0.001,-0.076
1,659,602,939,111,0.001,-0.001,-0.001,0.007,0.008,-0.093
1,659,602,939,120,-0.000,0.002,0.002,0.010,0.004,-0.081
1,659,602,939,130,0.002,-0.001,-0.001,0.025,-0.008,-0.073
1,659,602,939,143,0.001,-0.002,-0.002,0.014,0.006,-0.082
1,659,602,939,150,-0.003,-0.001,-0.001,0.006,0.013,-0.099
1,659,602,939,160,-0.002,0.000,0.000,0.016,-0.009,-0.114
1,659,602,939,170,-0.002,0.000,0.000,0.013,-0.010,-0.095
1,659,602,939,180,0.000,0.000,0.000,0.012,0.006,-0.086
1,659,602,939,193,0.000,-0.000,-0.000,0.010,0.014,-0.056
1,659,602,939,200,-0.001,-0.003,-0.003,0.023,0.002,-0.059
1,659,602,939,210,0.003,-0.001,-0.001,0.013,0.008,-0.058
1,659,602,939,220,0.003,-0.001,-0.001,0.006,0.008,-0.089
1,659,602,939,230,0.003,-0.001,-0.001,0.013,0.003,-0.099
