Device,PTPTime,UnixTime,Protocool,CurrentDeviceTime,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,HeartRate
WATCH,1642673131874,1642673132234,4,1642673132000,0.014,-0.000,-0.001,-0.003,0.002,-0.009,0
WATCH,1642673131875,1642673132235,4,1642673132010,-0.008,-0.001,-0.001,-0.001,0.005,0.002,0
WATCH,1642673131876,1642673132236,4,1642673132020,-0.001,0.001,0.001,-0.001,0.002,-0.003,0
WATCH,1642673131876,1642673132236,4,1642673132030,-0.014,0.001,0.000,-0.000,0.002,-0.003,0
WATCH,1642673131876,1642673132236,4,1642673132040,-0.011,0.006,-0.004,0.001,0.000,-0.002,0
WATCH,1642673131876,1642673132236,4,1642673132050,-0.003,-0.002,-0.001,-0.000,0.002,-0.001,0
WATCH,1642673131876,1642673132236,4,1642673132060,0.001,-0.002,0.001,-0.001,0.004,-0.002,0
WATCH,1642673131876,1642673132236,4,1642673132070,-0.027,0.001,-0.001,-0.002,0.002,0.001,0
WATCH,1642673131876,1642673132236,4,1642673132080,0.050,-0.002,-0.002,0.001,-0.005,-0.015,0
WATCH,1642673131960,1642673132320,4,1642673132089,-0.034,-0.001,0.001,0.001,0.003,0.006,0
WATCH,1642673131961,1642673132321,4,1642673132099,0.020,-0.004,-0.004,-0.003,0.001,-0.005,0
WATCH,1642673131961,1642673132321,4,1642673132110,0.003,0.004,0.003,-0.002,0.003,-0.004,0
WATCH,1642673131961,1642673132321,4,1642673132119,-0.009,0.006,-0.000,-0.001,0.004,0.001,0
WATCH,1642673131961,1642673132321,4,1642673132129,0.018,-0.003,-0.002,-0.002,0.002,-0.001,0
WATCH,1642673131961,1642673132321,4,1642673132140,-0.007,-0.004,-0.001,0.000,0.001,-0.006,0
WATCH,1642673131961,1642673132321,4,1642673132149,-0.003,-0.003,-0.000,0.001,-0.000,-0.002,0
WATCH,1642673131961,1642673132321,4,1642673132159,0.014,-0.003,0.002,-0.001,0.001,-0.006,0
WATCH,1642673131961,1642673132321,4,1642673132169,-0.013,-0.001,-0.000,-0.002,0.004,0.001,0
WATCH,1642673131961,1642673132321,4,1642673132179,0.007,-0.002,0.001,-0.001,0.002,-0.003,0
WATCH,1642673132054,1642673132414,4,1642673132189,0.006,0.001,-0.001,-0.002,0.003,-0.002,0
WATCH,1642673132054,1642673132414,4,1642673132199,-0.007,0.003,-0.000,-0.000,0.002,-0.001,0
WATCH,1642673132054,1642673132414,4,1642673132209,0.004,-0.003,-0.001,-0.001,0.001,-0.004,0
WATCH,1642673132054,1642673132414,4,1642673132219,-0.003,-0.001,0.000,-0.000,0.001,-0.003,0
WATCH,1642673132054,1642673132414,4,1642673132229,-0.001,-0.003,-0.000,-0.001,0.002,-0.002,0
WATCH,1642673132054,1642673132414,4,1642673132239,0.005,-0.004,-0.002,-0.001,0.002,-0.001,0
WATCH,1642673132054,1642673132414,4,1642673132248,-0.010,-0.006,0.001,-0.000,0.002,-0.003,0
WATCH,1642673132054,1642673132414,4,1642673132258,0.025,0.003,0.003,-0.001,0.000,-0.000,0
WATCH,1642673132054,1642673132414,4,1642673132269,-0.057,0.001,-0.002,-0.001,0.006,-0.002,0
WATCH,1642673132055,1642673132415,4,1642673132278,0.020,0.001,0.002,-0.000,-0.000,-0.005,0
WATCH,1642673132107,1642673132467,4,1642673132288,-0.010,0.002,0.001,0.000,0.002,-0.004,0
WATCH,1642673132107,1642673132467,4,1642673132298,-0.008,-0.003,0.002,0.001,0.002,0.000,0
WATCH,1642673132107,1642673132467,4,1642673132308,0.012,-0.004,0.001,-0.001,0.001,-0.003,0
WATCH,1642673132107,1642673132467,4,1642673132318,-0.008,0.004,-0.001,-0.000,0.003,-0.002,0
WATCH,1642673132107,1642673132467,4,1642673132328,-0.004,0.000,0.001,-0.001,0.003,0.000,0
WATCH,1642673132137,1642673132497,4,1642673132338,0.011,0.001,-0.004,-0.002,0.000,-0.007,0
WATCH,1642673132137,1642673132497,4,1642673132348,-0.014,-0.000,0.003,-0.000,0.001,-0.002,0
WATCH,1642673132137,1642673132497,4,1642673132358,0.006,-0.001,0.003,-0.001,0.001,-0.006,0
WATCH,1642673132137,1642673132497,4,1642673132368,-0.003,-0.000,0.001,0.000,0.004,-0.004,0
WATCH,1642673132137,1642673132497,4,1642673132378,0.000,0.002,0.002,-0.001,0.004,0.001,0
WATCH,1642673132167,1642673132527,4,1642673132388,0.005,0.002,-0.001,-0.001,0.002,-0.002,0
WATCH,1642673132167,1642673132527,4,1642673132398,-0.000,0.003,-0.002,-0.002,0.002,-0.003,0
WATCH,1642673132169,1642673132529,4,1642673132408,0.003,0.003,0.001,-0.002,0.001,-0.001,0
WATCH,1642673132169,1642673132529,4,1642673132418,0.002,0.003,0.002,-0.001,0.001,-0.005,0
WATCH,1642673132169,1642673132529,4,1642673132428,0.001,0.000,-0.002,-0.001,0.002,-0.002,0
WATCH,1642673132195,1642673132555,4,1642673132438,0.002,0.005,0.004,-0.001,0.002,-0.003,0
WATCH,1642673132195,1642673132555,4,1642673132448,0.001,0.008,-0.000,-0.001,0.000,-0.001,0
WATCH,1642673132195,1642673132555,4,1642673132458,0.005,0.000,0.003,0.001,0.002,-0.003,0
WATCH,1642673132195,1642673132555,4,1642673132468,0.001,0.002,0.000,-0.000,0.003,-0.004,0
WATCH,1642673132195,1642673132555,4,1642673132477,0.002,0.001,-0.001,-0.000,0.001,-0.001,0
WATCH,1642673132228,1642673132588,4,1642673132488,0.005,-0.001,-0.003,-0.001,0.002,-0.001,0
WATCH,1642673132228,1642673132588,4,1642673132497,0.006,0.001,-0.003,-0.002,0.002,-0.002,0
WATCH,1642673132229,1642673132589,4,1642673132507,-0.001,-0.001,0.003,-0.000,0.002,-0.002,0
WATCH,1642673132229,1642673132589,4,1642673132518,0.001,-0.003,0.001,-0.001,0.002,-0.002,0
WATCH,1642673132229,1642673132589,4,1642673132527,0.000,-0.004,-0.001,-0.001,0.002,-0.003,0
WATCH,1642673132291,1642673132651,4,1642673132537,0.005,-0.003,0.005,-0.001,0.001,-0.003,0
WATCH,1642673132291,1642673132651,4,1642673132548,-0.001,0.002,-0.004,-0.000,0.000,-0.002,0
WATCH,1642673132291,1642673132651,4,1642673132557,-0.004,0.001,0.001,-0.002,0.003,-0.002,0
WATCH,1642673132291,1642673132651,4,1642673132567,-0.001,-0.002,0.000,-0.002,0.002,-0.003,0
WATCH,1642673132291,1642673132651,4,1642673132577,0.002,0.004,0.001,-0.001,0.001,-0.003,0
WATCH,1642673132348,1642673132708,4,1642673132587,0.000,0.001,-0.001,-0.001,0.002,-0.003,0
WATCH,1642673132348,1642673132708,4,1642673132597,-0.003,0.003,-0.002,0.001,0.000,-0.002,0
WATCH,1642673132348,1642673132708,4,1642673132607,-0.001,0.004,-0.001,-0.002,0.003,-0.003,0
WATCH,1642673132348,1642673132708,4,1642673132617,-0.000,0.003,0.001,-0.000,0.002,-0.002,0
WATCH,1642673132348,1642673132708,4,1642673132627,0.005,-0.005,-0.006,-0.001,0.001,-0.001,0
WATCH,1642673132410,1642673132770,4,1642673132637,-0.003,0.002,-0.001,0.001,0.000,-0.004,0
WATCH,1642673132410,1642673132770,4,1642673132646,-0.001,0.002,0.002,-0.002,0.002,-0.002,0
WATCH,1642673132410,1642673132770,4,1642673132656,-0.002,-0.003,-0.000,0.000,0.003,-0.002,0
WATCH,1642673132410,1642673132770,4,1642673132667,0.002,0.001,-0.002,-0.001,0.001,-0.002,0
WATCH,1642673132410,1642673132770,4,1642673132676,-0.002,-0.001,-0.001,-0.001,0.001,-0.002,0
WATCH,1642673132468,1642673132828,4,1642673132686,0.001,0.003,-0.000,-0.001,0.001,-0.003,0
WATCH,1642673132468,1642673132828,4,1642673132696,-0.002,-0.000,0.000,-0.000,0.002,-0.002,0
WATCH,1642673132468,1642673132828,4,1642673132706,-0.001,-0.003,-0.002,-0.000,0.003,-0.003,0
WATCH,1642673132468,1642673132828,4,1642673132716,-0.002,0.006,0.002,-0.001,0.002,-0.001,0
WATCH,1642673132468,1642673132828,4,1642673132727,0.001,-0.002,0.004,-0.001,0.001,-0.002,0
WATCH,1642673132531,1642673132891,4,1642673132736,0.001,0.003,0.001,-0.000,0.002,-0.002,0
WATCH,1642673132533,1642673132893,4,1642673132746,0.000,-0.002,0.003,-0.001,0.001,-0.004,0
WATCH,1642673132533,1642673132893,4,1642673132756,0.003,-0.002,-0.004,-0.000,0.003,-0.002,0
WATCH,1642673132533,1642673132893,4,1642673132766,0.000,0.008,-0.001,-0.001,0.001,-0.003,0
WATCH,1642673132533,1642673132893,4,1642673132776,-0.005,-0.002,-0.001,-0.002,0.001,-0.001,0
WATCH,1642673132533,1642673132893,4,1642673132786,0.001,-0.002,-0.002,-0.002,0.002,-0.003,0
WATCH,1642673132533,1642673132893,4,1642673132796,-0.002,-0.001,0.002,-0.001,0.001,-0.003,0
WATCH,1642673132533,1642673132893,4,1642673132806,-0.002,0.001,-0.000,-0.000,0.001,-0.004,0
WATCH,1642673132533,1642673132893,4,1642673132816,0.003,-0.002,-0.001,-0.002,0.002,-0.002,0
WATCH,1642673132533,1642673132893,4,1642673132826,0.003,-0.001,0.002,-0.001,0.003,-0.003,0
WATCH,1642673132591,1642673132951,4,1642673132835,-0.000,-0.002,-0.001,-0.001,0.003,-0.001,0
WATCH,1642673132591,1642673132951,4,1642673132846,-0.001,0.005,0.000,-0.000,0.002,-0.003,0
