Device,PTPTime,UnixTime,Protocool,CurrentDeviceTime,GyroX,GyroY,GyroZ,AccX,AccY,AccZ,HeartRate
WATCH,1644910002565,1644910002101,4,1644910001992,-0.025,0.254,0.034,0.008,-0.005,0.009,80
WATCH,1644910002565,1644910002101,4,1644910002002,0.004,0.225,0.026,0.020,-0.023,-0.023,80
WATCH,1644910002565,1644910002101,4,1644910002012,0.020,0.236,0.031,-0.025,0.014,0.018,80
WATCH,1644910002565,1644910002101,4,1644910002022,0.116,0.213,0.027,-0.018,0.023,0.002,80
WATCH,1644910002625,1644910002161,4,1644910002032,0.140,0.219,0.019,-0.009,0.012,0.029,80
WATCH,1644910002625,1644910002161,4,1644910002042,0.122,0.210,0.026,-0.004,-0.003,0.043,80
WATCH,1644910002625,1644910002161,4,1644910002052,0.080,0.202,0.027,0.001,-0.023,0.049,80
WATCH,1644910002625,1644910002161,4,1644910002062,0.046,0.184,0.031,-0.004,-0.023,0.049,80
WATCH,1644910002625,1644910002161,4,1644910002072,0.042,0.168,0.033,-0.003,-0.015,0.034,80
WATCH,1644910002680,1644910002216,4,1644910002081,0.054,0.148,0.036,0.004,-0.004,0.027,80
WATCH,1644910002681,1644910002217,4,1644910002091,0.065,0.114,0.031,0.007,0.007,0.020,80
WATCH,1644910002681,1644910002217,4,1644910002101,0.068,0.085,0.027,0.003,0.012,0.015,80
WATCH,1644910002681,1644910002217,4,1644910002111,0.072,0.066,0.030,0.001,0.014,0.020,80
WATCH,1644910002681,1644910002217,4,1644910002121,0.052,0.046,0.032,0.007,0.009,0.030,80
WATCH,1644910002745,1644910002281,4,1644910002131,0.020,0.024,0.037,0.012,-0.006,0.039,80
WATCH,1644910002746,1644910002282,4,1644910002141,-0.016,0.007,0.039,0.013,-0.011,0.040,80
WATCH,1644910002746,1644910002282,4,1644910002151,-0.040,-0.008,0.038,0.010,-0.011,0.040,80
WATCH,1644910002747,1644910002283,4,1644910002161,-0.063,-0.031,0.034,0.007,-0.011,0.036,80
WATCH,1644910002747,1644910002283,4,1644910002171,-0.085,-0.060,0.029,0.009,-0.008,0.029,80
WATCH,1644910002747,1644910002283,4,1644910002181,-0.081,-0.081,0.027,0.003,-0.003,0.015,80
WATCH,1644910002748,1644910002284,4,1644910002191,-0.067,-0.103,0.020,-0.008,0.007,0.009,80
WATCH,1644910002748,1644910002284,4,1644910002201,-0.050,-0.119,0.027,-0.007,0.008,0.009,80
WATCH,1644910002748,1644910002284,4,1644910002210,-0.052,-0.130,0.028,-0.001,-0.001,0.016,80
WATCH,1644910002748,1644910002284,4,1644910002220,-0.080,-0.136,0.030,0.005,-0.008,0.022,80
WATCH,1644910002801,1644910002337,4,1644910002230,-0.110,-0.139,0.029,0.009,-0.013,0.026,80
WATCH,1644910002802,1644910002338,4,1644910002241,-0.128,-0.145,0.033,0.007,-0.012,0.018,80
WATCH,1644910002802,1644910002338,4,1644910002250,-0.127,-0.150,0.034,0.005,-0.008,0.009,80
WATCH,1644910002802,1644910002338,4,1644910002260,-0.123,-0.149,0.031,-0.002,-0.001,0.001,80
WATCH,1644910002802,1644910002338,4,1644910002270,-0.104,-0.154,0.026,-0.004,0.005,-0.007,80
WATCH,1644910002863,1644910002399,4,1644910002280,-0.086,-0.160,0.027,-0.011,0.011,-0.013,80
WATCH,1644910002863,1644910002399,4,1644910002290,-0.070,-0.163,0.025,-0.012,0.014,-0.013,80
WATCH,1644910002863,1644910002399,4,1644910002300,-0.057,-0.166,0.023,-0.005,0.011,-0.011,80
