Device,PTPTime,UnixTime,Protocool,CurrentDeviceTime,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,HeartRate
WATCH,1642571273824,1642571273826,4,1642571273826,0.000,-0.000,0.000,-0.006,0.000,0.001,71
WATCH,1642571273833,1642571273835,4,1642571273835,-0.000,0.002,0.001,-0.006,-0.000,0.000,71
WATCH,1642571273843,1642571273845,4,1642571273845,-0.001,0.004,-0.001,-0.001,0.002,0.000,71
WATCH,1642571273853,1642571273855,4,1642571273855,-0.000,0.008,0.002,0.002,0.001,-0.006,71
WATCH,1642571273863,1642571273865,4,1642571273865,-0.000,-0.000,0.003,0.005,0.004,-0.004,71
WATCH,1642571273873,1642571273875,4,1642571273875,-0.004,0.006,0.001,0.004,0.004,0.001,71
WATCH,1642571273883,1642571273885,4,1642571273885,0.004,0.002,-0.002,0.003,0.005,-0.001,71
WATCH,1642571273893,1642571273895,4,1642571273895,0.001,-0.002,-0.002,0.004,0.007,-0.003,71
WATCH,1642571273903,1642571273905,4,1642571273905,0.003,-0.005,-0.003,0.002,0.006,-0.005,71
WATCH,1642571273913,1642571273915,4,1642571273915,-0.004,-0.001,-0.002,-0.001,0.003,-0.004,71
WATCH,1642571273923,1642571273925,4,1642571273925,0.002,-0.007,-0.001,-0.003,0.001,0.001,71
WATCH,1642571273933,1642571273935,4,1642571273935,-0.000,-0.005,-0.001,-0.002,-0.002,0.002,71
WATCH,1642571273943,1642571273945,4,1642571273945,0.001,0.001,0.004,-0.002,-0.004,-0.003,71
WATCH,1642571273953,1642571273955,4,1642571273955,-0.001,-0.005,-0.002,-0.001,-0.006,-0.002,71
WATCH,1642571273963,1642571273965,4,1642571273965,0.000,-0.001,0.000,0.000,-0.005,-0.001,71
WATCH,1642571273973,1642571273975,4,1642571273975,0.002,0.004,0.002,0.002,-0.004,-0.000,71
WATCH,1642571273983,1642571273985,4,1642571273985,-0.002,-0.002,0.002,0.001,-0.002,-0.002,71
WATCH,1642571273993,1642571273995,4,1642571273995,-0.002,0.001,-0.002,0.002,-0.000,-0.002,71
WATCH,1642571274003,1642571274005,4,1642571274005,-0.001,0.001,-0.002,-0.001,0.001,-0.004,71
WATCH,1642571274013,1642571274015,4,1642571274015,0.002,-0.000,0.000,-0.001,0.003,-0.001,71
WATCH,1642571274023,1642571274025,4,1642571274025,0.004,-0.001,0.000,-0.003,0.004,0.000,71
WATCH,1642571274032,1642571274034,4,1642571274034,-0.001,-0.003,0.001,-0.001,0.002,-0.000,71
WATCH,1642571274042,1642571274044,4,1642571274044,0.010,0.001,-0.002,-0.001,0.002,-0.002,71
WATCH,1642571274053,1642571274055,4,1642571274055,0.005,0.001,0.001,0.000,-0.000,-0.003,71
WATCH,1642571274062,1642571274064,4,1642571274064,0.001,-0.001,0.001,0.000,-0.002,-0.002,71
WATCH,1642571274072,1642571274074,4,1642571274074,0.003,-0.001,-0.003,-0.001,-0.002,-0.001,71
WATCH,1642571274082,1642571274084,4,1642571274084,0.006,-0.006,-0.001,-0.001,-0.002,0.003,71
WATCH,1642571274092,1642571274094,4,1642571274094,0.006,0.003,-0.002,-0.002,-0.001,-0.003,71
WATCH,1642571274102,1642571274104,4,1642571274104,-0.001,0.002,0.001,-0.000,0.002,-0.003,71
WATCH,1642571274112,1642571274114,4,1642571274114,-0.000,-0.001,-0.002,-0.001,0.003,-0.003,71
WATCH,1642571274122,1642571274124,4,1642571274124,0.005,-0.004,-0.001,-0.000,0.005,-0.000,71
WATCH,1642571274132,1642571274134,4,1642571274134,0.002,0.003,-0.003,0.000,0.004,-0.001,71
WATCH,1642571274142,1642571274144,4,1642571274144,-0.002,0.003,0.002,0.001,0.002,-0.002,71
WATCH,1642571274152,1642571274154,4,1642571274154,-0.002,-0.001,-0.001,0.001,0.002,-0.003,71
WATCH,1642571274162,1642571274164,4,1642571274164,-0.001,0.000,-0.002,0.001,-0.000,-0.000,71
