DeviceName,PTPTime,UnixTime,DistanceMM,DistanceCM,Weight,Count,DistanceADC,WeightADC,DeviceName(Current)
DEVICE,1642573683171,1642573682996,0,0,0,0,0,0,DKU006#
DEVICE,1642573683219,1642573683044,779,77,0,0,0,0,DKU006#
DEVICE,1642573683251,1642573683076,778,77,0,0,0,0,DKU006#
DEVICE,1642573683283,1642573683108,770,77,0,0,0,0,DKU006#
DEVICE,1642573683315,1642573683140,775,77,0,0,0,0,DKU006#
DEVICE,1642573683347,1642573683172,795,79,0,0,0,0,DKU006#
DEVICE,1642573683379,1642573683204,791,79,0,0,0,0,DKU006#
DEVICE,1642573683411,1642573683236,786,78,0,0,0,0,DKU006#
DEVICE,1642573683443,1642573683268,794,79,0,0,0,0,DKU006#
DEVICE,1642573683474,1642573683299,790,79,0,0,0,0,DKU006#
DEVICE,1642573683507,1642573683332,784,78,0,0,0,0,DKU006#
DEVICE,1642573683539,1642573683364,781,78,0,0,0,0,DKU006#
DEVICE,1642573683570,1642573683395,786,78,0,0,0,0,DKU006#
DEVICE,1642573683603,1642573683428,786,78,0,0,0,0,DKU006#
DEVICE,1642573683635,1642573683460,778,77,0,0,0,0,DKU006#
DEVICE,1642573683667,1642573683492,792,79,0,0,0,0,DKU006#
DEVICE,1642573683698,1642573683523,772,77,0,0,0,0,DKU006#
DEVICE,1642573683730,1642573683555,794,79,0,0,0,0,DKU006#
DEVICE,1642573683762,1642573683587,774,77,0,0,0,0,DKU006#
DEVICE,1642573683794,1642573683619,791,79,0,0,0,0,DKU006#
DEVICE,1642573683826,1642573683651,794,79,0,0,0,0,DKU006#
DEVICE,1642573683858,1642573683683,795,79,0,0,0,0,DKU006#
DEVICE,1642573683890,1642573683715,764,76,0,0,0,0,DKU006#
DEVICE,1642573683922,1642573683747,767,76,0,0,0,0,DKU006#
DEVICE,1642573683954,1642573683779,794,79,0,0,0,0,DKU006#
DEVICE,1642573683986,1642573683811,789,78,0,0,0,0,DKU006#
DEVICE,1642573684019,1642573683844,787,78,0,0,0,0,DKU006#
DEVICE,1642573684051,1642573683876,793,79,0,0,0,0,DKU006#
DEVICE,1642573684082,1642573683907,785,78,0,0,0,0,DKU006#
DEVICE,1642573684114,1642573683939,782,78,0,0,0,0,DKU006#
DEVICE,1642573684146,1642573683971,774,77,0,0,0,0,DKU006#
DEVICE,1642573684178,1642573684003,795,79,0,0,0,0,DKU006#
DEVICE,1642573684210,1642573684035,768,76,0,0,34762,0,DKU006#
DEVICE,1642573684242,1642573684067,784,78,0,0,34762,0,DKU006#
DEVICE,1642573684274,1642573684099,778,77,0,0,34762,0,DKU006#
DEVICE,1642573684306,1642573684131,789,78,0,0,34762,0,DKU006#
DEVICE,1642573684338,1642573684163,768,76,0,0,34762,0,DKU006#
DEVICE,1642573684370,1642573684195,788,78,0,0,34762,0,DKU006#
DEVICE,1642573684402,1642573684227,777,77,0,0,34762,0,DKU006#
DEVICE,1642573684434,1642573684259,776,77,0,0,34762,0,DKU006#
DEVICE,1642573684466,1642573684291,788,78,0,0,34762,0,DKU006#
DEVICE,1642573684499,1642573684324,762,76,0,0,34762,0,DKU006#
DEVICE,1642573684530,1642573684355,779,77,0,0,34762,0,DKU006#
DEVICE,1642573684562,1642573684387,790,79,0,0,34762,0,DKU006#
DEVICE,1642573684593,1642573684418,773,77,0,0,34762,0,DKU006#
