Device,PTPTime,UnixTime,Protocool,CurrentDeviceTime,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,HeartRate
WATCH,1642673343818,1642673344186,4,1642673343983,0.009,-0.009,0.000,0.003,0.002,0.007,0
WATCH,1642673343818,1642673344186,4,1642673343993,-0.008,0.006,-0.000,0.005,0.003,-0.010,0
WATCH,1642673343822,1642673344190,4,1642673344003,0.003,0.001,0.003,0.004,0.004,0.007,0
WATCH,1642673343822,1642673344190,4,1642673344013,-0.001,-0.004,0.000,0.003,0.005,-0.010,0
WATCH,1642673343822,1642673344190,4,1642673344023,-0.007,-0.005,-0.002,0.004,0.003,-0.003,0
WATCH,1642673343822,1642673344190,4,1642673344033,0.001,0.001,0.000,0.004,0.003,-0.000,0
WATCH,1642673343822,1642673344190,4,1642673344043,0.005,0.002,0.002,0.004,0.004,-0.003,0
WATCH,1642673343822,1642673344190,4,1642673344053,-0.000,0.006,-0.001,0.004,0.006,-0.003,0
WATCH,1642673343822,1642673344190,4,1642673344063,0.004,-0.001,0.003,0.005,0.004,-0.000,0
WATCH,1642673343822,1642673344190,4,1642673344073,-0.002,0.001,-0.001,0.004,0.007,-0.003,0
WATCH,1642673343839,1642673344207,4,1642673344083,0.003,-0.003,-0.001,0.007,0.003,-0.001,0
WATCH,1642673343839,1642673344207,4,1642673344093,0.000,-0.002,-0.001,0.005,0.004,-0.002,0
WATCH,1642673343839,1642673344207,4,1642673344103,-0.003,-0.002,-0.001,0.004,0.003,-0.003,0
WATCH,1642673343901,1642673344269,4,1642673344143,0.003,0.003,-0.001,0.005,0.004,-0.000,0
WATCH,1642673343901,1642673344269,4,1642673344152,0.001,0.005,-0.000,0.005,0.003,-0.007,0
WATCH,1642673343901,1642673344269,4,1642673344162,0.006,-0.007,0.002,0.005,0.003,0.001,0
WATCH,1642673343901,1642673344269,4,1642673344172,0.000,-0.001,0.001,0.006,0.003,-0.003,0
WATCH,1642673343966,1642673344334,4,1642673344182,0.001,0.001,-0.001,0.005,0.002,-0.002,0
WATCH,1642673343966,1642673344334,4,1642673344192,0.001,0.000,-0.001,0.005,0.004,-0.003,0
WATCH,1642673343966,1642673344334,4,1642673344202,0.004,-0.001,0.000,0.006,0.003,-0.002,0
WATCH,1642673343967,1642673344335,4,1642673344212,-0.000,-0.001,-0.002,0.006,0.004,-0.003,0
WATCH,1642673343967,1642673344335,4,1642673344222,-0.002,0.001,0.001,0.005,0.003,-0.003,0
WATCH,1642673344054,1642673344422,4,1642673344232,0.002,-0.002,-0.000,0.005,0.003,-0.003,0
WATCH,1642673344054,1642673344422,4,1642673344242,0.002,-0.002,-0.003,0.004,0.003,-0.002,0
WATCH,1642673344054,1642673344422,4,1642673344252,-0.001,-0.003,-0.001,0.005,0.004,-0.002,0
WATCH,1642673344054,1642673344422,4,1642673344262,0.002,0.002,-0.002,0.004,0.004,-0.002,0
WATCH,1642673344054,1642673344422,4,1642673344272,-0.002,-0.003,-0.001,0.005,0.004,-0.002,0
WATCH,1642673344055,1642673344423,4,1642673344282,0.001,0.002,-0.001,0.005,0.004,-0.001,0
WATCH,1642673344055,1642673344423,4,1642673344292,0.007,0.001,0.002,0.006,0.003,-0.001,0
WATCH,1642673344055,1642673344423,4,1642673344302,0.001,-0.002,-0.001,0.004,0.004,-0.001,0
WATCH,1642673344055,1642673344423,4,1642673344312,-0.000,0.001,0.003,0.005,0.004,-0.003,0
