DeviceName,PTPTime,UnixTime,DistanceMM,DistanceCM,Weight,Count,DistanceADC,WeightADC,DeviceName(Current)
DEVICE,1642571554540,1642571554378,790,79,0,0,36168,0,DKU006#
DEVICE,1642571554572,1642571554410,781,78,0,0,36168,0,DKU006#
DEVICE,1642571554604,1642571554442,767,76,0,0,36168,0,DKU006#
DEVICE,1642571554636,1642571554474,779,77,0,0,36168,0,DKU006#
DEVICE,1642571554668,1642571554506,789,78,0,0,36168,0,DKU006#
DEVICE,1642571554700,1642571554538,777,77,0,0,36168,0,DKU006#
DEVICE,1642571554732,1642571554570,790,79,0,0,36168,0,DKU006#
DEVICE,1642571554764,1642571554602,772,77,0,0,36168,0,DKU006#
DEVICE,1642571554796,1642571554634,765,76,0,0,36168,0,DKU006#
DEVICE,1642571554828,1642571554666,775,77,0,0,36168,0,DKU006#
DEVICE,1642571554860,1642571554698,763,76,0,0,36168,0,DKU006#
DEVICE,1642571554892,1642571554730,765,76,0,0,36168,0,DKU006#
DEVICE,1642571554924,1642571554762,758,75,0,0,36168,0,DKU006#
DEVICE,1642571554956,1642571554794,738,73,0,0,36168,0,DKU006#
DEVICE,1642571554988,1642571554826,738,73,5,0,36168,0,DKU006#
DEVICE,1642571555020,1642571554858,733,73,5,0,36168,0,DKU006#
DEVICE,1642571555052,1642571554890,724,72,5,0,36168,0,DKU006#
DEVICE,1642571555084,1642571554922,722,72,5,0,36168,0,DKU006#
DEVICE,1642571555116,1642571554954,718,71,5,0,36168,0,DKU006#
DEVICE,1642571555148,1642571554986,693,69,5,0,36168,0,DKU006#
DEVICE,1642571555180,1642571555018,695,69,5,0,36168,0,DKU006#
DEVICE,1642571555212,1642571555050,671,67,5,0,36168,0,DKU006#
DEVICE,1642571555244,1642571555082,664,66,5,0,36168,0,DKU006#
DEVICE,1642571555276,1642571555114,661,66,5,0,36168,0,DKU006#
DEVICE,1642571555308,1642571555146,663,66,5,0,36168,0,DKU006#
DEVICE,1642571555340,1642571555178,656,65,5,0,36168,0,DKU006#
DEVICE,1642571555372,1642571555210,642,64,5,0,36168,0,DKU006#
DEVICE,1642571555404,1642571555242,632,63,5,0,36168,0,DKU006#
DEVICE,1642571555436,1642571555274,635,63,5,0,36168,0,DKU006#
DEVICE,1642571555468,1642571555306,631,63,5,0,36168,0,DKU006#
DEVICE,1642571555500,1642571555338,628,62,5,0,36168,0,DKU006#
DEVICE,1642571555532,1642571555370,624,62,5,0,36168,0,DKU006#
DEVICE,1642571555564,1642571555402,627,62,5,0,36168,0,DKU006#
DEVICE,1642571555596,1642571555434,624,62,5,0,36168,0,DKU006#
DEVICE,1642571555628,1642571555466,628,62,5,0,36168,0,DKU006#
DEVICE,1642571555660,1642571555498,628,62,5,0,36168,0,DKU006#
DEVICE,1642571555692,1642571555530,621,62,5,0,36168,0,DKU006#
DEVICE,1642571555723,1642571555561,622,62,5,0,36168,0,DKU006#
DEVICE,1642571555756,1642571555594,630,63,5,0,36168,0,DKU006#
DEVICE,1642571555788,1642571555626,634,63,5,0,36168,0,DKU006#
DEVICE,1642571555820,1642571555658,625,62,5,0,36168,0,DKU006#
DEVICE,1642571555852,1642571555690,621,62,5,0,36168,0,DKU006#
DEVICE,1642571555884,1642571555722,633,63,5,0,36168,0,DKU006#
DEVICE,1642571555916,1642571555754,633,63,5,0,36168,0,DKU006#
DEVICE,1642571555948,1642571555786,623,62,5,0,36168,0,DKU006#
DEVICE,1642571555980,1642571555818,628,62,5,0,36168,0,DKU006#
DEVICE,1642571556012,1642571555850,633,63,5,0,36168,0,DKU006#
DEVICE,1642571556044,1642571555882,646,64,5,0,36168,0,DKU006#
DEVICE,1642571556076,1642571555914,644,64,5,0,36168,0,DKU006#
DEVICE,1642571556108,1642571555946,655,65,5,0,36168,0,DKU006#
DEVICE,1642571556140,1642571555978,661,66,5,0,36168,0,DKU006#
DEVICE,1642571556172,1642571556010,666,66,5,0,36168,0,DKU006#
DEVICE,1642571556204,1642571556042,671,67,5,0,36168,0,DKU006#
DEVICE,1642571556235,1642571556073,683,68,5,0,36168,0,DKU006#
DEVICE,1642571556268,1642571556106,682,68,5,0,36168,0,DKU006#
DEVICE,1642571556299,1642571556137,698,69,5,0,36168,0,DKU006#
DEVICE,1642571556331,1642571556169,694,69,5,0,36168,0,DKU006#
DEVICE,1642571556363,1642571556201,715,71,5,0,36168,0,DKU006#
DEVICE,1642571556395,1642571556233,723,72,5,0,36168,0,DKU006#
DEVICE,1642571556428,1642571556266,714,71,5,0,36168,0,DKU006#
DEVICE,1642571556459,1642571556297,728,72,5,0,36168,0,DKU006#
DEVICE,1642571556491,1642571556329,730,73,5,0,36168,0,DKU006#
DEVICE,1642571556523,1642571556361,740,74,5,0,36168,0,DKU006#
DEVICE,1642571556555,1642571556393,740,74,5,0,36168,0,DKU006#
DEVICE,1642571556587,1642571556425,746,74,5,0,36168,0,DKU006#
DEVICE,1642571556619,1642571556457,739,73,5,0,36168,0,DKU006#
DEVICE,1642571556651,1642571556489,761,76,0,0,36168,0,DKU006#
DEVICE,1642571556684,1642571556522,765,76,0,0,36168,0,DKU006#
DEVICE,1642571556715,1642571556553,775,77,0,0,36168,0,DKU006#
DEVICE,1642571556747,1642571556585,785,78,0,0,36168,0,DKU006#
DEVICE,1642571556779,1642571556617,770,77,0,0,36168,0,DKU006#
DEVICE,1642571556811,1642571556649,769,76,0,0,36168,0,DKU006#
DEVICE,1642571556843,1642571556681,778,77,0,0,36168,0,DKU006#
DEVICE,1642571556875,1642571556713,782,78,0,0,36168,0,DKU006#
