DeviceName,realTimeStamp,PTPtimeStamp,Data
lsg_14_50DEVICE,1642407740200,1642407740117,@45,4.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407740232,1642407740149,@42,4.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407740264,1642407740181,@42,4.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407740297,1642407740214,@44,4.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407740327,1642407740244,@40,4.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407740360,1642407740277,@44,4.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407740392,1642407740309,@36,3.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407740424,1642407740341,@38,3.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407740456,1642407740373,@43,4.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407740488,1642407740405,@41,4.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407740520,1642407740437,@39,3.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407740551,1642407740468,@45,4.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407740583,1642407740500,@39,3.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407740616,1642407740533,@40,4.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407740648,1642407740565,@40,4.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407740679,1642407740596,@46,4.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407740712,1642407740629,@45,4.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407740743,1642407740660,@42,4.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407740775,1642407740692,@39,3.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407740807,1642407740724,@43,4.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407740839,1642407740756,@44,4.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407740871,1642407740788,@40,4.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407740904,1642407740821,@42,4.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407740935,1642407740852,@41,4.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407740968,1642407740885,@43,4.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407740999,1642407740916,@42,4.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407741031,1642407740948,@42,4.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407741063,1642407740980,@40,4.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407741079,1642407740996,@44,4.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407741111,1642407741028,@41,4.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407741143,1642407741060,@43,4.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407741175,1642407741092,@41,4.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407741207,1642407741124,@41,4.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407741240,1642407741157,@46,4.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407741271,1642407741188,@45,4.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407741303,1642407741220,@39,3.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407741335,1642407741252,@41,4.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407741367,1642407741284,@41,4.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407741399,1642407741316,@42,4.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407741431,1642407741348,@44,4.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407741463,1642407741380,@47,4.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407741495,1642407741412,@42,4.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407741527,1642407741444,@44,4.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407741559,1642407741476,@42,4.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407741591,1642407741508,@41,4.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407741622,1642407741539,@42,4.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407741655,1642407741572,@45,4.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407741686,1642407741603,@44,4.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407741718,1642407741635,@44,4.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407741750,1642407741667,@43,4.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407741782,1642407741699,@37,3.10,0,0,0,ELT003#;
