DeviceName,realTimeStamp,PTPtimeStamp,Data
lsg_14_50DEVICE,1642407739208,1642407739125,@44,4.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407739241,1642407739158,@44,4.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407739272,1642407739189,@43,4.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407739304,1642407739221,@46,4.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407739336,1642407739253,@45,4.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407739369,1642407739286,@42,4.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407739401,1642407739318,@42,4.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407739433,1642407739350,@42,4.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407739464,1642407739381,@40,4.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407739497,1642407739414,@44,4.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407739528,1642407739445,@44,4.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407739560,1642407739477,@41,4.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407739592,1642407739509,@44,4.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407739624,1642407739541,@40,4.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407739656,1642407739573,@43,4.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407739688,1642407739605,@39,3.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407739720,1642407739637,@42,4.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407739752,1642407739669,@45,4.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407739784,1642407739701,@45,4.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407739816,1642407739733,@40,4.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407739848,1642407739765,@45,4.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407739880,1642407739797,@43,4.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407739912,1642407739829,@40,4.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407739945,1642407739862,@45,4.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407739976,1642407739893,@41,4.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407740007,1642407739924,@39,3.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407740040,1642407739957,@38,3.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407740072,1642407739989,@47,4.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407740104,1642407740021,@44,4.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407740135,1642407740052,@41,4.10,0,0,0,ELT003#;
lsg_14_50DEVICE,1642407740168,1642407740085,@45,4.10,0,0,0,ELT003#;
