DeviceName,PTPTime,UnixTime,protocool,CurrentDeviceTime,DistanceMM,DistanceCM,Weight,Count,DistanceADC,WeightADC,DeviceName(Current)
DEVICE,1643266726937,1643266727338,4,1643266727338,14,5,0,0,0,DKU003#
DEVICE,1643266727416,1643266727817,4,1643266727817,14,5,0,0,0,DKU003#
DEVICE,1643266727879,1643266728280,4,1643266728280,20,5,0,0,0,DKU003#
DEVICE,1643266728360,1643266728761,4,1643266728761,20,5,0,0,0,DKU003#
DEVICE,1643266728838,1643266729239,4,1643266729239,20,5,0,0,0,DKU003#
DEVICE,1643266729318,1643266729719,4,1643266729719,20,5,0,0,0,DKU003#
DEVICE,1643266729942,1643266730343,4,1643266730343,20,5,0,0,0,DKU003#
DEVICE,1643266730421,1643266730822,4,1643266730822,20,5,0,0,0,DKU003#
DEVICE,1643266730900,1643266731301,4,1643266731301,20,5,0,0,0,DKU003#
DEVICE,1643266731381,1643266731782,4,1643266731782,20,5,0,0,0,DKU003#
DEVICE,1643266731844,1643266732245,4,1643266732245,20,5,0,0,0,DKU003#
DEVICE,1643266732323,1643266732724,4,1643266732724,17,5,0,0,0,DKU003#
