DeviceName,PTPTime,UnixTime,DistanceMM,DistanceCM,Weight,Count,DistanceADC,WeightADC,DeviceName(Current)
DEVICE,1642571182621,1642571182471,55,5,10,0,0,0,ELT003#
DEVICE,1642571182653,1642571182503,55,5,10,0,0,0,ELT003#
DEVICE,1642571182685,1642571182535,54,5,10,0,0,0,ELT003#
DEVICE,1642571182716,1642571182566,53,5,10,0,0,0,ELT003#
DEVICE,1642571182748,1642571182598,53,5,10,0,0,0,ELT003#
DEVICE,1642571182780,1642571182630,56,5,10,0,0,0,ELT003#
DEVICE,1642571182812,1642571182662,53,5,10,0,0,0,ELT003#
DEVICE,1642571182845,1642571182695,55,5,10,0,0,0,ELT003#
DEVICE,1642571182876,1642571182726,54,5,10,0,0,0,ELT003#
DEVICE,1642571182908,1642571182758,55,5,10,0,0,0,ELT003#
DEVICE,1642571182940,1642571182790,54,5,10,0,0,0,ELT003#
DEVICE,1642571182972,1642571182822,55,5,10,0,0,0,ELT003#
DEVICE,1642571183004,1642571182854,54,5,10,0,0,0,ELT003#
DEVICE,1642571183036,1642571182886,58,5,10,0,0,0,ELT003#
DEVICE,1642571183069,1642571182919,54,5,10,0,0,0,ELT003#
DEVICE,1642571183100,1642571182950,56,5,10,0,0,0,ELT003#
DEVICE,1642571183132,1642571182982,53,5,10,0,0,0,ELT003#
DEVICE,1642571183164,1642571183014,54,5,10,0,0,0,ELT003#
DEVICE,1642571183196,1642571183046,56,5,10,0,0,0,ELT003#
DEVICE,1642571183228,1642571183078,55,5,10,0,0,0,ELT003#
DEVICE,1642571183259,1642571183109,52,5,10,0,0,0,ELT003#
DEVICE,1642571183292,1642571183142,52,5,10,0,0,0,ELT003#
DEVICE,1642571183324,1642571183174,53,5,10,0,0,0,ELT003#
DEVICE,1642571183355,1642571183205,57,5,10,0,0,0,ELT003#
DEVICE,1642571183388,1642571183238,54,5,10,0,0,0,ELT003#
DEVICE,1642571183419,1642571183269,54,5,10,0,0,0,ELT003#
DEVICE,1642571183452,1642571183302,53,5,10,0,0,0,ELT003#
DEVICE,1642571183483,1642571183333,54,5,10,0,0,0,ELT003#
DEVICE,1642571183515,1642571183365,54,5,10,0,0,0,ELT003#
DEVICE,1642571183547,1642571183397,54,5,10,0,0,0,ELT003#
