Device,PTPTime,UnixTime,Protocool,CurrentDeviceTime,GyroX,GyroY,GyroZ,AccX,AccY,AccZ,HeartRate
WATCH,1646989430677
WATCH,1646989430677
WATCH,1646989430677
WATCH,1646989430677
WATCH,1646989430554
WATCH,1646989430554
WATCH,1646989430555
WATCH,1646989430555
WATCH,1646989430555
WATCH,1646989430614
WATCH,1646989430616
WATCH,1646989430616
WATCH,1646989430616
WATCH,1646989430616
WATCH,1646989430616
WATCH,1646989430616
WATCH,1646989430616
WATCH,1646989430734
WATCH,1646989430734
WATCH,1646989430734
WATCH,1646989430734
WATCH,1646989430734
WATCH,1646989430794
WATCH,1646989430795
WATCH,1646989430795
WATCH,1646989430795
WATCH,1646989430795
WATCH,1646989430884
WATCH,1646989430884
WATCH,1646989430884
WATCH,1646989430885
WATCH,1646989430885
WATCH,1646989430886
WATCH,1646989430886
WATCH,1646989430886
WATCH,1646989430886
WATCH,1646989430887
WATCH,1646989430977
WATCH,1646989430977
WATCH,1646989430977
WATCH,1646989430977
WATCH,1646989430977
WATCH,1646989430978
WATCH,1646989430978
WATCH,1646989430978
WATCH,1646989430978
WATCH,1646989430978
WATCH,1646989431034
WATCH,1646989431035
WATCH,1646989431035
WATCH,1646989431035
WATCH,1646989431129
WATCH,1646989431129
WATCH,1646989431129
WATCH,1646989431129
WATCH,1646989431190
WATCH,1646989431190
WATCH,1646989431190
WATCH,1646989431190
WATCH,1646989431190
WATCH,1646989431191
WATCH,1646989431191
WATCH,1646989431191
WATCH,1646989431191
WATCH,1646989431191
WATCH,1646989431303
WATCH,1646989431303
WATCH,1646989431303
WATCH,1646989431303
WATCH,1646989431304
WATCH,1646989431305
WATCH,1646989431305
WATCH,1646989431305
WATCH,1646989431305
WATCH,1646989431305
WATCH,1646989431367
WATCH,1646989431367
WATCH,1646989431367
WATCH,1646989431367
WATCH,1646989431367
WATCH,1646989431367
WATCH,1646989431367
WATCH,1646989431367
WATCH,1646989431368
WATCH,1646989431368
WATCH,1646989431426
WATCH,1646989431426
WATCH,1646989431426
WATCH,1646989431426
WATCH,1646989431426
WATCH,1646989431485
WATCH,1646989431485
WATCH,1646989431485
WATCH,1646989431485
WATCH,1646989431486
WATCH,1646989431545
WATCH,1646989431545
WATCH,1646989431545
WATCH,1646989431545
WATCH,1646989431546
WATCH,1646989431546
WATCH,1646989431546
WATCH,1646989431546
WATCH,1646989431546
WATCH,1646989431546
WATCH,1646989431605
WATCH,1646989431605
WATCH,1646989431605
WATCH,1646989431605
WATCH,1646989431605
WATCH,1646989431816
WATCH,1646989431816
WATCH,1646989431816
WATCH,1646989431816
WATCH,1646989431816
WATCH,1646989431667
WATCH,1646989431667
WATCH,1646989431667
WATCH,1646989431667
WATCH,1646989431667
WATCH,1646989431726
WATCH,1646989431727
WATCH,1646989431727
WATCH,1646989431727
WATCH,1646989431727
WATCH,1646989431874
WATCH,1646989431874
WATCH,1646989431874
WATCH,1646989431874
WATCH,1646989431874
WATCH,1646989431878
WATCH,1646989431878
WATCH,1646989431878
WATCH,1646989431878
WATCH,1646989431878
WATCH,1646989431936
