Device,PTPTime,UnixTime,Protocool,CurrentDeviceTime,GyroX,GyroY,GyroZ,AccX,AccY,AccZ
AIRPOT,1646991740370,1646991740672,0,-0.411,-0.552,-0.725,0.022,0.003,-0.005
AIRPOT,1646991740417,1646991740719,0,-0.404,-0.550,-0.731,0.027,0.018,-0.002
AIRPOT,1646991740448,1646991740750,0,-0.396,-0.545,-0.739,0.018,0.008,-0.015
AIRPOT,1646991740488,1646991740790,0,-0.388,-0.538,-0.748,0.022,-0.008,0.012
AIRPOT,1646991740529,1646991740831,0,-0.379,-0.531,-0.758,0.019,-0.007,-0.004
AIRPOT,1646991740569,1646991740871,0,-0.368,-0.526,-0.766,0.011,-0.005,-0.020
AIRPOT,1646991740608,1646991740910,0,-0.359,-0.520,-0.775,0.012,0.004,-0.017
AIRPOT,1646991740649,1646991740951,0,-0.349,-0.511,-0.786,-0.001,0.038,-0.026
AIRPOT,1646991740690,1646991740992,0,-0.339,-0.486,-0.805,-0.036,0.070,-0.072
AIRPOT,1646991740728,1646991741030,0,-0.341,-0.431,-0.835,-0.023,-0.042,-0.057
AIRPOT,1646991740769,1646991741071,0,-0.367,-0.349,-0.862,0.035,-0.037,-0.021
AIRPOT,1646991740806,1646991741108,0,-0.409,-0.261,-0.875,0.090,-0.078,0.045
AIRPOT,1646991740849,1646991741151,0,-0.454,-0.185,-0.872,0.086,-0.112,0.050
AIRPOT,1646991740890,1646991741192,0,-0.498,-0.135,-0.857,0.059,-0.084,0.015
AIRPOT,1646991740929,1646991741231,0,-0.534,-0.109,-0.838,0.030,-0.034,0.005
AIRPOT,1646991740970,1646991741272,0,-0.558,-0.096,-0.824,-0.011,-0.037,0.006
AIRPOT,1646991741010,1646991741312,0,-0.570,-0.090,-0.817,-0.006,-0.013,0.004
AIRPOT,1646991741049,1646991741351,0,-0.572,-0.087,-0.816,-0.005,0.007,-0.004
AIRPOT,1646991741087,1646991741389,0,-0.570,-0.087,-0.817,0.002,0.004,-0.005
AIRPOT,1646991741130,1646991741432,0,-0.566,-0.091,-0.819,0.002,0.013,-0.007
AIRPOT,1646991741167,1646991741469,0,-0.562,-0.093,-0.822,-0.002,0.007,-0.005
AIRPOT,1646991741207,1646991741509,0,-0.560,-0.093,-0.823,-0.003,0.014,-0.002
