Device,PTPTime,UnixTime,Protocool,CurrentDeviceTime,GyroX,GyroY,GyroZ,AccX,AccY,AccZ
AIRPOT,1646993770990,1646993771332,4,0,-0.073,-0.254,-0.965,-0.017,-0.008,0.004
AIRPOT,1646993771028,1646993771370,4,0,-0.076,-0.250,-0.965,-0.019,-0.004,-0.002
AIRPOT,1646993771069,1646993771411,4,0,-0.078,-0.246,-0.966,-0.017,0.005,-0.003
AIRPOT,1646993771108,1646993771450,4,0,-0.081,-0.236,-0.968,-0.018,0.022,-0.012
AIRPOT,1646993771148,1646993771490,4,0,-0.085,-0.219,-0.972,-0.023,0.051,-0.028
AIRPOT,1646993771191,1646993771533,4,0,-0.094,-0.190,-0.977,-0.025,0.059,-0.035
AIRPOT,1646993771230,1646993771572,4,0,-0.108,-0.149,-0.983,-0.011,0.021,-0.033
AIRPOT,1646993771267,1646993771609,4,0,-0.130,-0.105,-0.986,0.018,-0.038,0.006
AIRPOT,1646993771307,1646993771649,4,0,-0.149,-0.072,-0.986,0.026,-0.080,0.036
AIRPOT,1646993771349,1646993771691,4,0,-0.161,-0.052,-0.986,0.008,-0.037,0.019
AIRPOT,1646993771389,1646993771731,4,0,-0.167,-0.041,-0.985,-0.003,-0.018,0.009
AIRPOT,1646993771429,1646993771771,4,0,-0.169,-0.036,-0.985,-0.006,-0.020,0.003
AIRPOT,1646993771469,1646993771811,4,0,-0.170,-0.037,-0.985,-0.008,-0.014,0.006
AIRPOT,1646993771507,1646993771849,4,0,-0.168,-0.039,-0.985,-0.000,-0.010,0.010
AIRPOT,1646993771550,1646993771892,4,0,-0.165,-0.040,-0.985,-0.001,-0.012,0.008
AIRPOT,1646993771588,1646993771930,4,0,-0.162,-0.042,-0.986,0.006,-0.058,0.021
AIRPOT,1646993771630,1646993771972,4,0,-0.153,-0.051,-0.987,0.020,-0.071,0.028
AIRPOT,1646993771669,1646993772011,4,0,-0.138,-0.065,-0.988,0.014,-0.034,0.006
AIRPOT,1646993771710,1646993772052,4,0,-0.119,-0.078,-0.990,-0.001,0.016,-0.022
AIRPOT,1646993771748,1646993772090,4,0,-0.104,-0.091,-0.990,-0.004,0.053,-0.034
AIRPOT,1646993771797,1646993772139,4,0,-0.095,-0.101,-0.990,-0.006,0.046,-0.036
