Unixtime,Distancemm,Distancecm,Weight,Count,DistanceADC,WeightADC,
1638417761621,143,14,5,2,0,0
1638417761653,147,14,5,2,0,0
1638417761684,142,14,5,2,0,0
1638417761716,141,14,5,2,0,0
1638417761749,142,14,5,2,0,0
1638417761781,142,14,5,2,0,0
1638417761813,141,14,5,2,0,0
1638417761845,139,13,5,2,0,0
1638417761876,143,14,5,2,0,0
1638417761908,143,14,5,2,0,0
1638417761940,144,14,5,2,0,0
1638417761972,144,14,5,2,0,0
1638417762004,142,14,5,2,0,0
1638417762036,142,14,5,2,0,0
1638417762068,141,14,5,2,0,0
1638417762100,138,13,5,2,0,0
1638417762132,144,14,5,2,0,0
1638417762164,144,14,5,2,0,0
1638417762196,143,14,5,2,0,0
1638417762228,145,14,5,2,0,0
1638417762261,144,14,5,2,0,0
1638417762293,144,14,5,2,0,0
1638417762325,137,13,5,2,0,0
1638417762356,144,14,5,2,0,0
1638417762388,139,13,5,2,0,0
1638417762420,144,14,5,2,0,0
1638417762452,145,14,5,2,0,0
1638417762484,143,14,5,2,0,0
1638417762516,144,14,5,2,0,0
1638417762548,142,14,5,2,0,0
1638417762580,143,14,5,2,0,0
1638417762612,142,14,5,2,0,0
1638417762644,141,14,5,2,0,0
1638417762676,141,14,5,2,0,0
1638417762708,142,14,5,2,0,0
1638417762740,141,14,5,2,0,0
1638417762772,141,14,5,2,0,0
1638417762804,145,14,5,2,0,0
1638417762836,140,14,5,2,0,0
1638417762868,141,14,5,2,0,0
1638417762899,140,14,5,2,0,0
1638417762932,143,14,5,2,0,0
1638417762964,140,14,5,2,0,0
1638417762995,140,14,5,2,0,0
1638417763027,147,14,5,2,0,0
1638417763060,139,13,5,2,0,0
1638417763091,145,14,5,2,0,0
1638417763124,145,14,5,2,0,0
1638417763156,143,14,5,2,0,0
1638417763188,144,14,5,2,0,0
1638417763220,139,13,5,2,0,0
1638417763252,142,14,5,2,0,0
1638417763284,142,14,5,2,0,0
1638417763316,144,14,5,2,0,0
1638417763348,142,14,5,2,0,0
1638417763380,144,14,5,2,0,0
1638417763411,145,14,5,2,0,0
1638417763444,143,14,5,2,0,0
1638417763475,142,14,5,2,0,0
1638417763507,141,14,5,2,0,0
1638417763540,142,14,5,2,0,0
1638417763572,140,14,5,2,0,0
1638417763604,141,14,5,2,0,0
1638417763635,145,14,5,2,0,0
1638417763668,141,14,5,2,0,0
1638417763700,143,14,5,2,0,0
1638417763731,143,14,5,2,0,0
1638417763764,143,14,5,2,0,0
1638417763795,144,14,5,2,0,0
1638417763828,143,14,5,2,0,0
1638417763860,143,14,5,2,0,0
1638417763876,139,13,5,2,0,0
1638417763907,138,13,5,2,0,0
1638417763940,141,14,5,2,0,0
1638417763971,143,14,5,2,0,0
1638417764004,145,14,5,2,0,0
1638417764035,142,14,5,2,0,0
1638417764067,142,14,5,2,0,0
1638417764099,140,14,5,2,0,0
1638417764131,136,13,5,2,0,0
1638417764164,143,14,5,2,0,0
1638417764195,143,14,5,2,0,0
1638417764228,141,14,5,2,0,0
1638417764259,145,14,5,2,0,0
1638417764291,142,14,5,2,0,0
1638417764323,142,14,5,2,0,0
1638417764355,143,14,5,2,0,0
1638417764387,142,14,5,2,0,0
1638417764419,145,14,5,2,0,0
1638417764451,139,13,5,2,0,0
1638417764484,142,14,5,2,0,0
1638417764516,144,14,5,2,0,0
1638417764547,142,14,5,2,0,0
1638417764579,141,14,5,2,0,0
1638417764611,143,14,5,2,0,0
1638417764643,142,14,5,2,0,0
1638417764676,140,14,5,2,0,0
1638417764707,141,14,5,2,0,0
1638417764739,143,14,5,2,0,0
1638417764771,143,14,5,2,0,0
1638417764804,142,14,5,2,0,0
1638417764835,143,14,5,2,0,0
1638417764867,141,14,5,2,0,0
1638417764899,146,14,5,2,0,0
1638417764931,142,14,5,2,0,0
1638417764963,142,14,5,2,0,0
1638417764995,142,14,5,2,0,0
1638417765027,138,13,5,2,0,0
1638417765059,147,14,5,2,0,0
1638417765091,142,14,5,2,0,0
1638417765123,145,14,5,2,0,0
1638417765155,145,14,5,2,0,0
1638417765186,144,14,5,2,0,0
1638417765219,139,13,5,2,0,0
1638417765251,139,13,5,2,0,0
1638417765283,140,14,5,2,0,0
1638417765315,141,14,5,2,0,0
1638417765347,143,14,5,2,0,0
1638417765378,139,13,5,2,0,0
1638417765411,144,14,5,2,0,0
1638417765443,142,14,5,2,0,0
1638417765475,144,14,5,2,0,0
1638417765506,141,14,5,2,0,0
1638417765538,139,13,5,2,0,0
1638417765571,141,14,5,2,0,0
1638417765602,141,14,5,2,0,0
1638417765634,143,14,5,2,0,0
1638417765667,144,14,5,2,0,0
1638417765699,140,14,5,2,0,0
1638417765731,140,14,5,2,0,0
1638417765763,143,14,5,2,0,0
1638417765795,142,14,5,2,0,0
1638417765826,144,14,5,2,0,0
1638417765858,140,14,5,2,0,0
1638417765891,142,14,5,2,0,0
1638417765923,141,14,5,2,0,0
1638417765954,144,14,5,2,0,0
1638417765986,141,14,5,2,0,0
1638417766018,142,14,5,2,0,0
1638417766050,144,14,5,2,0,0
1638417766083,145,14,5,2,0,0
1638417766115,139,13,5,2,0,0
1638417766147,144,14,5,2,0,0
1638417766178,140,14,5,2,0,0
1638417766211,145,14,5,2,0,0
1638417766242,142,14,5,2,0,0
1638417766274,141,14,5,2,0,0
1638417766306,143,14,5,2,0,0
1638417766338,140,14,5,2,0,0
1638417766370,141,14,5,2,0,0
1638417766402,142,14,5,2,0,0
1638417766418,140,14,5,2,0,0
1638417766450,141,14,5,2,0,0
