Unixtime,Distancemm,Distancecm,Weight,Count,DistanceADC,WeightADC,
1638417496556,142,14,5,2,0,0
1638417496585,145,14,5,2,0,0
1638417496618,144,14,5,2,0,0
1638417496650,142,14,5,2,0,0
1638417496681,141,14,5,2,0,0
1638417496714,148,14,5,2,0,0
1638417496745,146,14,5,2,0,0
1638417496777,142,14,5,2,0,0
1638417496809,143,14,5,2,0,0
1638417496842,141,14,5,2,0,0
1638417496874,146,14,5,2,0,0
1638417496905,140,14,5,2,0,0
1638417496937,147,14,5,2,0,0
1638417496969,142,14,5,2,0,0
1638417497002,145,14,5,2,0,0
1638417497033,140,14,5,2,0,0
1638417497066,140,14,5,2,0,0
1638417497098,143,14,5,2,0,0
1638417497129,139,13,5,2,0,0
1638417497161,146,14,5,2,0,0
1638417497193,143,14,5,2,0,0
1638417497226,142,14,5,2,0,0
1638417497257,148,14,5,2,0,0
1638417497289,145,14,5,2,0,0
1638417497321,146,14,5,2,0,0
1638417497353,142,14,5,2,0,0
1638417497385,140,14,5,2,0,0
1638417497417,143,14,5,2,0,0
1638417497449,144,14,5,2,0,0
1638417497481,143,14,5,2,0,0
1638417497514,140,14,5,2,0,0
1638417497545,145,14,5,2,0,0
1638417497577,142,14,5,2,0,0
1638417497609,144,14,5,2,0,0
1638417497641,141,14,5,2,0,0
1638417497673,143,14,5,2,0,0
1638417497705,141,14,5,2,0,0
1638417497737,142,14,5,2,0,0
1638417497769,142,14,5,2,0,0
1638417497801,140,14,5,2,0,0
1638417497833,144,14,5,2,0,0
1638417497865,142,14,5,2,0,0
1638417497896,139,13,5,2,0,0
1638417497929,140,14,5,2,0,0
1638417497961,143,14,5,2,0,0
1638417497993,142,14,5,2,0,0
1638417498025,145,14,5,2,0,0
1638417498057,144,14,5,2,0,0
1638417498089,140,14,5,2,0,0
1638417498121,143,14,5,2,0,0
1638417498153,143,14,5,2,0,0
1638417498185,143,14,5,2,0,0
1638417498217,139,13,5,2,0,0
1638417498249,141,14,5,2,0,0
1638417498281,142,14,5,2,0,0
1638417498297,144,14,5,2,0,0
