Device,PTPTime,UnixTime,Protocool,CurrentDeviceTime,GyroX,GyroY,GyroZ,AccX,AccY,AccZ
AIRPOT,1648115152262,1648115152854,4,0,0.597,-0.306,-0.742,-0.022,-0.027,0.011
AIRPOT,1648115152303,1648115152895,4,0,0.590,-0.310,-0.745,-0.025,-0.040,0.005
AIRPOT,1648115152336,1648115152928,4,0,0.583,-0.315,-0.749,-0.030,-0.039,0.009
AIRPOT,1648115152382,1648115152974,4,0,0.575,-0.320,-0.753,-0.032,-0.030,0.011
AIRPOT,1648115152417,1648115153009,4,0,0.568,-0.325,-0.756,-0.031,-0.025,0.006
AIRPOT,1648115152463,1648115153055,4,0,0.561,-0.331,-0.759,-0.036,-0.003,-0.024
AIRPOT,1648115152498,1648115153090,4,0,0.559,-0.341,-0.756,-0.043,-0.033,0.060
AIRPOT,1648115152543,1648115153135,4,0,0.557,-0.343,-0.756,-0.050,-0.046,0.027
AIRPOT,1648115152577,1648115153169,4,0,0.557,-0.334,-0.760,-0.042,-0.004,0.021
AIRPOT,1648115152622,1648115153214,4,0,0.556,-0.319,-0.768,-0.024,-0.001,0.012
AIRPOT,1648115152661,1648115153253,4,0,0.551,-0.306,-0.776,0.020,-0.016,-0.063
AIRPOT,1648115152702,1648115153294,4,0,0.547,-0.301,-0.781,0.008,0.002,-0.036
AIRPOT,1648115152748,1648115153340,4,0,0.545,-0.298,-0.784,-0.046,-0.016,0.041
AIRPOT,1648115152783,1648115153375,4,0,0.546,-0.288,-0.786,-0.099,-0.105,0.044
AIRPOT,1648115152818,1648115153410,4,0,0.557,-0.261,-0.788,-0.116,-0.038,0.038
AIRPOT,1648115152862,1648115153454,4,0,0.569,-0.225,-0.791,-0.046,0.037,0.022
AIRPOT,1648115152899,1648115153491,4,0,0.573,-0.199,-0.795,0.044,0.060,-0.075
AIRPOT,1648115152942,1648115153534,4,0,0.576,-0.189,-0.795,0.040,0.064,-0.084
AIRPOT,1648115152977,1648115153569,4,0,0.575,-0.191,-0.795,-0.010,0.019,-0.037
AIRPOT,1648115153023,1648115153615,4,0,0.573,-0.194,-0.796,-0.038,0.003,-0.027
AIRPOT,1648115153046,1648115153638,4,0,0.572,-0.194,-0.797,-0.049,-0.002,-0.004
AIRPOT,1648115153102,1648115153694,4,0,0.571,-0.193,-0.798,-0.041,-0.007,-0.007
AIRPOT,1648115153139,1648115153731,4,0,0.571,-0.192,-0.798,-0.033,0.007,0.002
AIRPOT,1648115153188,1648115153780,4,0,0.572,-0.193,-0.797,-0.007,0.018,-0.011
AIRPOT,1648115153219,1648115153811,4,0,0.573,-0.193,-0.796,0.005,0.022,-0.007
AIRPOT,1648115153263,1648115153855,4,0,0.573,-0.194,-0.796,0.009,0.028,-0.019
AIRPOT,1648115153300,1648115153892,4,0,0.572,-0.195,-0.797,-0.006,0.017,-0.014
AIRPOT,1648115153343,1648115153935,4,0,0.570,-0.197,-0.798,-0.020,0.015,-0.012
AIRPOT,1648115153378,1648115153970,4,0,0.567,-0.200,-0.799,-0.023,-0.004,-0.017
AIRPOT,1648115153423,1648115154015,4,0,0.567,-0.201,-0.799,-0.023,-0.000,-0.013
AIRPOT,1648115153462,1648115154054,4,0,0.567,-0.202,-0.798,-0.019,0.003,-0.011
AIRPOT,1648115153510,1648115154102,4,0,0.568,-0.202,-0.798,-0.011,0.003,-0.010
AIRPOT,1648115153536,1648115154128,4,0,0.570,-0.200,-0.797,-0.009,0.009,0.002
AIRPOT,1648115153582,1648115154174,4,0,0.571,-0.199,-0.796,0.000,0.006,-0.001
AIRPOT,1648115153618,1648115154210,4,0,0.571,-0.200,-0.796,0.001,0.003,0.000
AIRPOT,1648115153662,1648115154254,4,0,0.571,-0.201,-0.796,0.004,-0.002,-0.003
AIRPOT,1648115153700,1648115154292,4,0,0.569,-0.204,-0.796,-0.003,0.002,0.001
AIRPOT,1648115153743,1648115154335,4,0,0.568,-0.206,-0.797,-0.004,-0.013,-0.005
AIRPOT,1648115153777,1648115154369,4,0,0.568,-0.208,-0.796,-0.013,-0.006,0.009
AIRPOT,1648115153829,1648115154421,4,0,0.568,-0.210,-0.796,-0.005,-0.007,0.002
AIRPOT,1648115153861,1648115154453,4,0,0.568,-0.211,-0.795,-0.009,-0.012,0.009
AIRPOT,1648115153902,1648115154494,4,0,0.567,-0.212,-0.796,-0.006,-0.016,0.004
AIRPOT,1648115153938,1648115154530,4,0,0.567,-0.212,-0.796,-0.006,-0.010,0.003
AIRPOT,1648115153983,1648115154575,4,0,0.567,-0.212,-0.796,-0.010,-0.008,0.006
AIRPOT,1648115154022,1648115154614,4,0,0.569,-0.210,-0.795,-0.007,-0.012,0.002
AIRPOT,1648115154062,1648115154654,4,0,0.571,-0.208,-0.794,-0.007,-0.011,0.009
AIRPOT,1648115154098,1648115154690,4,0,0.572,-0.206,-0.794,0.002,-0.001,-0.000
AIRPOT,1648115154145,1648115154737,4,0,0.572,-0.206,-0.794,0.007,0.007,-0.007
AIRPOT,1648115154176,1648115154768,4,0,0.571,-0.207,-0.794,0.003,0.008,0.004
AIRPOT,1648115154223,1648115154815,4,0,0.569,-0.208,-0.796,0.001,-0.000,0.000
AIRPOT,1648115154261,1648115154853,4,0,0.566,-0.209,-0.798,-0.005,0.013,0.005
AIRPOT,1648115154302,1648115154894,4,0,0.563,-0.210,-0.799,0.002,-0.004,-0.009
AIRPOT,1648115154341,1648115154933,4,0,0.561,-0.210,-0.800,0.002,0.009,-0.004
AIRPOT,1648115154383,1648115154975,4,0,0.559,-0.210,-0.802,-0.001,0.006,0.005
AIRPOT,1648115154418,1648115155010,4,0,0.556,-0.211,-0.804,0.005,0.011,-0.003
AIRPOT,1648115154471,1648115155063,4,0,0.552,-0.211,-0.806,0.008,0.011,-0.006
AIRPOT,1648115154497,1648115155089,4,0,0.549,-0.212,-0.809,0.016,0.015,-0.005
AIRPOT,1648115154542,1648115155134,4,0,0.546,-0.211,-0.811,0.035,0.009,-0.011
AIRPOT,1648115154560,1648115155152,4,0,0.542,-0.208,-0.814,0.047,0.008,0.005
AIRPOT,1648115154623,1648115155215,4,0,0.535,-0.202,-0.820,0.068,-0.010,0.006
AIRPOT,1648115154657,1648115155249,4,0,0.526,-0.191,-0.829,0.072,0.010,0.011
AIRPOT,1648115154703,1648115155295,4,0,0.511,-0.178,-0.841,0.087,0.039,-0.000
AIRPOT,1648115154721,1648115155313,4,0,0.493,-0.166,-0.854,0.084,0.083,-0.012
AIRPOT,1648115154783,1648115155375,4,0,0.471,-0.157,-0.868,0.087,0.093,-0.026
AIRPOT,1648115154817,1648115155409,4,0,0.447,-0.154,-0.881,0.077,0.105,-0.017
AIRPOT,1648115154841,1648115155433,4,0,0.424,-0.156,-0.892,0.067,0.091,-0.012
AIRPOT,1648115154897,1648115155489,4,0,0.400,-0.163,-0.902,0.074,0.082,-0.017
AIRPOT,1648115154942,1648115155534,4,0,0.378,-0.172,-0.910,0.072,0.060,0.012
AIRPOT,1648115154978,1648115155570,4,0,0.354,-0.185,-0.917,0.076,0.050,0.027
AIRPOT,1648115155023,1648115155615,4,0,0.328,-0.202,-0.923,0.066,0.060,0.033
AIRPOT,1648115155040,1648115155632,4,0,0.298,-0.220,-0.929,0.062,0.054,0.032
AIRPOT,1648115155104,1648115155696,4,0,0.267,-0.233,-0.935,0.032,0.073,0.049
AIRPOT,1648115155137,1648115155729,4,0,0.235,-0.240,-0.942,0.027,0.009,0.050
AIRPOT,1648115155183,1648115155775,4,0,0.206,-0.244,-0.948,0.023,-0.018,0.030
AIRPOT,1648115155198,1648115155790,4,0,0.185,-0.247,-0.951,-0.026,-0.072,0.009
AIRPOT,1648115155238,1648115155830,4,0,0.168,-0.243,-0.955,-0.102,-0.057,0.075
AIRPOT,1648115155286,1648115155878,4,0,0.151,-0.231,-0.961,-0.122,-0.109,0.066
AIRPOT,1648115155345,1648115155937,4,0,0.134,-0.214,-0.967,-0.172,-0.026,0.098
AIRPOT,1648115155477,1648115156069,4,0,0.082,-0.209,-0.974,-0.167,-0.131,-0.015
AIRPOT,1648115155517,1648115156109,4,0,0.075,-0.213,-0.974,-0.146,-0.134,-0.005
AIRPOT,1648115155358,1648115155950,4,0,0.112,-0.199,-0.973,-0.128,-0.160,0.006
AIRPOT,1648115155422,1648115156014,4,0,0.099,-0.197,-0.975,-0.161,-0.163,0.002
AIRPOT,1648115155442,1648115156034,4,0,0.090,-0.202,-0.975,-0.166,-0.129,0.003
AIRPOT,1648115155616,1648115156208,4,0,0.067,-0.224,-0.972,-0.090,-0.060,-0.007
AIRPOT,1648115155663,1648115156255,4,0,0.063,-0.225,-0.972,-0.039,0.003,0.030
AIRPOT,1648115155678,1648115156270,4,0,0.055,-0.219,-0.974,0.038,0.002,0.035
AIRPOT,1648115155763,1648115156355,4,0,0.064,-0.203,-0.977,0.128,-0.041,0.050
AIRPOT,1648115155800,1648115156392,4,0,0.079,-0.204,-0.976,0.158,-0.092,0.012
AIRPOT,1648115155859,1648115156451,4,0,0.096,-0.209,-0.973,0.125,-0.007,0.052
AIRPOT,1648115155902,1648115156494,4,0,0.106,-0.209,-0.972,0.115,0.029,-0.015
AIRPOT,1648115155937,1648115156529,4,0,0.118,-0.204,-0.972,0.120,-0.005,-0.050
AIRPOT,1648115156017,1648115156609,4,0,0.148,-0.182,-0.972,0.045,0.084,0.136
AIRPOT,1648115156081,1648115156673,4,0,0.138,-0.085,-0.987,-0.002,0.164,0.039
AIRPOT,1648115156118,1648115156710,4,0,0.119,-0.029,-0.992,-0.013,0.172,-0.015
AIRPOT,1648115156178,1648115156770,4,0,0.100,0.019,-0.995,-0.047,0.270,-0.054
AIRPOT,1648115156237,1648115156829,4,0,0.074,0.071,-0.995,-0.066,0.144,-0.089
AIRPOT,1648115156276,1648115156868,4,0,0.070,0.078,-0.994,-0.083,0.042,-0.165
AIRPOT,1648115156337,1648115156929,4,0,0.073,0.074,-0.995,-0.079,-0.044,-0.128
AIRPOT,1648115156383,1648115156975,4,0,0.080,0.058,-0.995,-0.074,-0.053,-0.037
AIRPOT,1648115156398,1648115156990,4,0,0.086,0.037,-0.996,-0.042,-0.030,0.031
AIRPOT,1648115156435,1648115157027,4,0,0.089,0.022,-0.996,0.009,0.008,0.011
AIRPOT,1648115156497,1648115157089,4,0,0.092,0.022,-0.996,0.033,0.036,-0.038
AIRPOT,1648115156557,1648115157149,4,0,0.105,0.019,-0.994,-0.015,-0.045,0.008
AIRPOT,1648115156598,1648115157190,4,0,0.105,-0.001,-0.995,0.011,-0.031,-0.003
AIRPOT,1648115156657,1648115157249,4,0,0.102,-0.042,-0.994,-0.016,0.032,0.138
AIRPOT,1648115156702,1648115157294,4,0,0.092,-0.102,-0.991,0.010,0.023,0.181
AIRPOT,1648115156736,1648115157328,4,0,0.081,-0.169,-0.982,-0.008,-0.006,0.169
AIRPOT,1648115156798,1648115157390,4,0,0.043,-0.282,-0.958,-0.018,-0.078,-0.161
AIRPOT,1648115156837,1648115157429,4,0,0.029,-0.316,-0.948,-0.039,-0.039,-0.059
AIRPOT,1648115156897,1648115157489,4,0,0.020,-0.338,-0.941,-0.025,0.081,-0.002
AIRPOT,1648115156943,1648115157535,4,0,0.014,-0.350,-0.937,-0.002,0.103,-0.034
AIRPOT,1648115156958,1648115157550,4,0,0.015,-0.358,-0.933,0.001,0.049,-0.012
AIRPOT,1648115156997,1648115157589,4,0,0.019,-0.367,-0.930,0.001,-0.005,0.017
AIRPOT,1648115157038,1648115157630,4,0,0.023,-0.381,-0.924,0.008,-0.014,0.026
AIRPOT,1648115157077,1648115157669,4,0,0.027,-0.394,-0.919,0.012,0.021,0.092
AIRPOT,1648115157135,1648115157727,4,0,0.025,-0.406,-0.914,0.014,0.010,0.084
AIRPOT,1648115157160,1648115157752,4,0,0.021,-0.414,-0.910,-0.008,-0.019,0.033
AIRPOT,1648115157217,1648115157809,4,0,0.013,-0.420,-0.907,-0.024,0.005,-0.054
AIRPOT,1648115157239,1648115157831,4,0,0.004,-0.422,-0.907,-0.019,0.040,-0.064
AIRPOT,1648115157278,1648115157870,4,0,-0.004,-0.420,-0.907,-0.002,0.043,-0.032
AIRPOT,1648115157357,1648115157949,4,0,-0.007,-0.419,-0.908,-0.003,0.026,-0.037
AIRPOT,1648115157398,1648115157990,4,0,-0.003,-0.421,-0.907,-0.007,0.031,-0.006
AIRPOT,1648115157438,1648115158030,4,0,0.000,-0.424,-0.906,-0.010,0.014,-0.012
AIRPOT,1648115157476,1648115158068,4,0,0.003,-0.426,-0.905,-0.006,0.023,0.003
AIRPOT,1648115157557,1648115158149,4,0,0.005,-0.427,-0.904,-0.005,0.013,-0.020
AIRPOT,1648115157584,1648115158176,4,0,0.006,-0.426,-0.905,0.001,-0.002,-0.049
AIRPOT,1648115157618,1648115158210,4,0,0.010,-0.424,-0.905,0.010,-0.010,-0.053
AIRPOT,1648115157662,1648115158254,4,0,0.016,-0.424,-0.906,0.013,-0.010,-0.028
AIRPOT,1648115157713,1648115158305,4,0,0.029,-0.424,-0.905,0.027,-0.008,0.017
AIRPOT,1648115157757,1648115158349,4,0,0.034,-0.424,-0.905,0.019,0.009,0.034
AIRPOT,1648115157797,1648115158389,4,0,0.035,-0.423,-0.906,0.023,0.013,0.018
AIRPOT,1648115157841,1648115158433,4,0,0.032,-0.421,-0.907,0.014,0.013,0.005
AIRPOT,1648115157879,1648115158471,4,0,0.028,-0.418,-0.908,0.004,0.013,-0.003
AIRPOT,1648115157920,1648115158512,4,0,0.023,-0.416,-0.909,0.003,0.011,-0.013
AIRPOT,1648115157957,1648115158549,4,0,0.020,-0.415,-0.910,0.003,0.012,-0.011
AIRPOT,1648115157999,1648115158591,4,0,0.018,-0.414,-0.910,0.001,0.009,-0.008
AIRPOT,1648115158036,1648115158628,4,0,0.017,-0.414,-0.910,-0.001,0.000,-0.003
AIRPOT,1648115158078,1648115158670,4,0,0.016,-0.413,-0.911,-0.001,-0.003,0.001
AIRPOT,1648115158119,1648115158711,4,0,0.016,-0.412,-0.911,-0.005,-0.005,0.007
AIRPOT,1648115158160,1648115158752,4,0,0.016,-0.409,-0.912,-0.002,-0.015,0.009
AIRPOT,1648115158197,1648115158789,4,0,0.018,-0.406,-0.914,-0.013,-0.026,0.015
AIRPOT,1648115158237,1648115158829,4,0,0.023,-0.401,-0.916,-0.028,-0.038,0.029
AIRPOT,1648115158277,1648115158869,4,0,0.029,-0.393,-0.919,-0.066,-0.074,0.047
AIRPOT,1648115158321,1648115158913,4,0,0.039,-0.384,-0.922,-0.084,-0.086,0.052
AIRPOT,1648115158357,1648115158949,4,0,0.053,-0.372,-0.927,-0.090,-0.065,0.061
AIRPOT,1648115158397,1648115158989,4,0,0.070,-0.355,-0.932,-0.067,-0.069,0.076
AIRPOT,1648115158437,1648115159029,4,0,0.092,-0.333,-0.938,-0.057,-0.075,0.077
AIRPOT,1648115158478,1648115159070,4,0,0.117,-0.309,-0.944,-0.057,-0.036,0.057
AIRPOT,1648115158517,1648115159109,4,0,0.144,-0.282,-0.948,-0.041,-0.031,0.021
AIRPOT,1648115158578,1648115159170,4,0,0.173,-0.255,-0.951,-0.011,-0.046,-0.011
AIRPOT,1648115158597,1648115159189,4,0,0.201,-0.229,-0.952,-0.015,-0.041,0.006
AIRPOT,1648115158644,1648115159236,4,0,0.225,-0.206,-0.952,-0.035,-0.066,0.001
AIRPOT,1648115158677,1648115159269,4,0,0.239,-0.188,-0.953,-0.066,-0.058,0.008
AIRPOT,1648115158718,1648115159310,4,0,0.247,-0.178,-0.953,-0.067,-0.157,-0.015
AIRPOT,1648115158797,1648115159389,4,0,0.264,-0.181,-0.948,-0.129,0.081,0.181
AIRPOT,1648115158836,1648115159428,4,0,0.269,-0.189,-0.944,-0.085,0.022,0.075
AIRPOT,1648115158878,1648115159470,4,0,0.285,-0.194,-0.939,-0.057,0.043,0.012
AIRPOT,1648115158916,1648115159508,4,0,0.312,-0.201,-0.929,-0.041,0.003,0.008
