Device,PTPTime,UnixTime,Protocool,CurrentDeviceTime,GyroX,GyroY,GyroZ,AccX,AccY,AccZ,HeartRate
WATCH,1648115090051,1648115090654,4,1648115090562,-0.027,0.409,-0.225,-0.001,0.077,-0.029,89
WATCH,1648115090051,1648115090654,4,1648115090571,-0.064,0.383,-0.258,0.009,0.070,-0.036,89
WATCH,1648115090051,1648115090654,4,1648115090581,-0.105,0.353,-0.283,0.013,0.056,-0.037,89
WATCH,1648115090051,1648115090654,4,1648115090591,-0.143,0.326,-0.313,0.017,0.042,-0.040,89
WATCH,1648115090116,1648115090719,4,1648115090602,-0.163,0.298,-0.337,0.018,0.036,-0.046,89
WATCH,1648115090116,1648115090719,4,1648115090612,-0.179,0.277,-0.350,0.023,0.022,-0.052,89
WATCH,1648115090116,1648115090719,4,1648115090622,-0.185,0.252,-0.362,0.023,-0.002,-0.057,89
WATCH,1648115090116,1648115090719,4,1648115090632,-0.189,0.236,-0.374,0.025,-0.011,-0.060,89
WATCH,1648115090116,1648115090719,4,1648115090642,-0.185,0.227,-0.382,0.027,-0.025,-0.063,89
WATCH,1648115090207,1648115090810,4,1648115090652,-0.183,0.218,-0.382,0.028,-0.039,-0.069,89
WATCH,1648115090207,1648115090810,4,1648115090662,-0.178,0.211,-0.378,0.030,-0.053,-0.073,89
WATCH,1648115090207,1648115090810,4,1648115090672,-0.179,0.219,-0.371,0.033,-0.052,-0.072,89
WATCH,1648115090207,1648115090810,4,1648115090682,-0.172,0.220,-0.357,0.037,-0.058,-0.077,89
WATCH,1648115090207,1648115090810,4,1648115090692,-0.166,0.227,-0.346,0.041,-0.058,-0.077,89
WATCH,1648115090265,1648115090868,4,1648115090702,-0.148,0.237,-0.328,0.046,-0.050,-0.079,89
WATCH,1648115090265,1648115090868,4,1648115090712,-0.134,0.253,-0.310,0.055,-0.048,-0.085,89
WATCH,1648115090265,1648115090868,4,1648115090722,-0.118,0.266,-0.296,0.059,-0.044,-0.086,89
WATCH,1648115090265,1648115090868,4,1648115090732,-0.106,0.279,-0.272,0.067,-0.049,-0.090,89
WATCH,1648115090266,1648115090869,4,1648115090742,-0.083,0.289,-0.250,0.071,-0.048,-0.092,89
WATCH,1648115090266,1648115090869,4,1648115090752,-0.062,0.305,-0.231,0.076,-0.043,-0.095,89
WATCH,1648115090266,1648115090869,4,1648115090762,-0.039,0.317,-0.212,0.081,-0.033,-0.094,89
WATCH,1648115090267,1648115090870,4,1648115090772,-0.017,0.318,-0.196,0.087,-0.033,-0.098,89
WATCH,1648115090267,1648115090870,4,1648115090782,0.003,0.322,-0.177,0.093,-0.019,-0.098,89
WATCH,1648115090267,1648115090870,4,1648115090792,0.024,0.315,-0.159,0.100,-0.018,-0.104,89
WATCH,1648115090325,1648115090928,4,1648115090802,0.045,0.305,-0.143,0.104,-0.005,-0.108,89
WATCH,1648115090325,1648115090928,4,1648115090812,0.061,0.285,-0.127,0.109,0.005,-0.110,89
WATCH,1648115090325,1648115090928,4,1648115090822,0.074,0.258,-0.110,0.113,0.009,-0.109,89
WATCH,1648115090325,1648115090928,4,1648115090832,0.088,0.232,-0.090,0.117,0.016,-0.110,89
WATCH,1648115090325,1648115090928,4,1648115090842,0.090,0.193,-0.076,0.119,0.026,-0.104,89
WATCH,1648115090385,1648115090988,4,1648115090852,0.094,0.154,-0.065,0.121,0.033,-0.101,89
WATCH,1648115090385,1648115090988,4,1648115090862,0.088,0.102,-0.047,0.126,0.034,-0.099,89
WATCH,1648115090385,1648115090988,4,1648115090872,0.072,0.050,-0.030,0.122,0.027,-0.097,89
WATCH,1648115090385,1648115090988,4,1648115090882,0.049,-0.003,-0.017,0.120,0.021,-0.089,89
WATCH,1648115090385,1648115090988,4,1648115090892,0.031,-0.057,-0.003,0.116,0.010,-0.084,89
WATCH,1648115090461,1648115091064,4,1648115090902,0.018,-0.111,0.006,0.107,0.003,-0.075,89
WATCH,1648115090461,1648115091064,4,1648115090912,0.006,-0.156,0.010,0.099,-0.003,-0.070,89
WATCH,1648115090461,1648115091064,4,1648115090922,-0.007,-0.205,0.016,0.092,-0.015,-0.066,89
WATCH,1648115090461,1648115091064,4,1648115090932,-0.020,-0.255,0.024,0.082,-0.032,-0.061,89
WATCH,1648115090461,1648115091064,4,1648115090942,-0.024,-0.302,0.033,0.072,-0.048,-0.053,89
WATCH,1648115090461,1648115091064,4,1648115090952,-0.028,-0.342,0.035,0.062,-0.051,-0.047,89
WATCH,1648115090462,1648115091065,4,1648115090962,-0.026,-0.380,0.038,0.057,-0.051,-0.042,89
WATCH,1648115090462,1648115091065,4,1648115090972,-0.016,-0.419,0.051,0.049,-0.051,-0.037,89
WATCH,1648115090462,1648115091065,4,1648115090982,-0.016,-0.455,0.062,0.044,-0.061,-0.032,89
WATCH,1648115090462,1648115091065,4,1648115090992,-0.020,-0.490,0.075,0.042,-0.062,-0.023,89
WATCH,1648115090536,1648115091139,4,1648115091002,-0.020,-0.523,0.090,0.040,-0.060,-0.016,89
WATCH,1648115090536,1648115091139,4,1648115091012,-0.024,-0.549,0.112,0.037,-0.058,-0.007,89
WATCH,1648115090536,1648115091139,4,1648115091022,-0.034,-0.576,0.133,0.036,-0.056,-0.002,89
WATCH,1648115090536,1648115091139,4,1648115091032,-0.044,-0.596,0.156,0.036,-0.046,0.006,89
WATCH,1648115090536,1648115091139,4,1648115091042,-0.066,-0.614,0.186,0.035,-0.042,0.011,89
WATCH,1648115090599,1648115091202,4,1648115091052,-0.087,-0.619,0.212,0.031,-0.041,0.018,89
WATCH,1648115090599,1648115091202,4,1648115091062,-0.110,-0.626,0.240,0.025,-0.039,0.022,89
WATCH,1648115090600,1648115091203,4,1648115091072,-0.131,-0.625,0.261,0.020,-0.040,0.030,89
WATCH,1648115090600,1648115091203,4,1648115091082,-0.144,-0.609,0.287,0.009,-0.039,0.040,89
WATCH,1648115090600,1648115091203,4,1648115091092,-0.153,-0.593,0.309,-0.004,-0.042,0.045,89
WATCH,1648115090600,1648115091203,4,1648115091102,-0.148,-0.564,0.323,-0.020,-0.037,0.047,89
WATCH,1648115090600,1648115091203,4,1648115091112,-0.124,-0.528,0.342,-0.031,-0.024,0.050,89
