Device,PTPTime,UnixTime,Protocool,CurrentDeviceTime,GyroX,GyroY,GyroZ,AccX,AccY,AccZ
AIRPOT,1648109943630,1648109944116,4,0,0.136,0.122,-0.983,-0.022,-0.028,-0.001
AIRPOT,1648109943671,1648109944157,4,0,0.132,0.120,-0.984,-0.019,-0.031,0.001
AIRPOT,1648109943710,1648109944196,4,0,0.127,0.120,-0.985,-0.016,-0.038,-0.009
AIRPOT,1648109943752,1648109944238,4,0,0.125,0.120,-0.985,-0.020,-0.036,-0.004
AIRPOT,1648109943791,1648109944277,4,0,0.123,0.129,-0.984,-0.007,-0.092,-0.016
AIRPOT,1648109943831,1648109944317,4,0,0.122,0.163,-0.979,-0.004,-0.196,-0.022
AIRPOT,1648109943871,1648109944357,4,0,0.112,0.239,-0.965,-0.036,-0.241,0.073
AIRPOT,1648109943912,1648109944398,4,0,0.084,0.336,-0.938,-0.050,-0.099,0.101
AIRPOT,1648109943951,1648109944437,4,0,0.044,0.425,-0.904,-0.114,0.021,0.123
AIRPOT,1648109943991,1648109944477,4,0,0.006,0.481,-0.877,-0.001,0.076,-0.075
AIRPOT,1648109944031,1648109944517,4,0,-0.012,0.509,-0.861,-0.038,0.129,-0.031
AIRPOT,1648109944071,1648109944557,4,0,-0.019,0.524,-0.852,-0.021,0.131,-0.042
AIRPOT,1648109944111,1648109944597,4,0,-0.019,0.533,-0.846,-0.013,0.100,-0.017
AIRPOT,1648109944151,1648109944637,4,0,-0.015,0.538,-0.843,-0.008,0.048,0.005
