Device,PTPTime,UnixTime,Protocool,CurrentDeviceTime,GyroX,GyroY,GyroZ,AccX,AccY,AccZ
AIRPOT,1648534638648,1648534638812,4,0,0.141,-0.057,-0.988,0.007,0.016,0.004
AIRPOT,1648534638685,1648534638849,4,0,0.141,-0.055,-0.989,0.006,0.025,0.000
AIRPOT,1648534638727,1648534638891,4,0,0.140,-0.054,-0.989,0.007,0.022,-0.001
AIRPOT,1648534638768,1648534638932,4,0,0.140,-0.052,-0.989,0.002,0.004,0.002
AIRPOT,1648534638805,1648534638969,4,0,0.141,-0.050,-0.989,-0.000,-0.014,0.003
AIRPOT,1648534638848,1648534639012,4,0,0.140,-0.050,-0.989,-0.002,-0.007,0.007
AIRPOT,1648534638889,1648534639053,4,0,0.139,-0.051,-0.989,-0.002,0.001,0.001
AIRPOT,1648534638906,1648534639070,4,0,0.137,-0.052,-0.989,-0.003,-0.005,0.003
AIRPOT,1648534638967,1648534639131,4,0,0.136,-0.053,-0.989,-0.002,-0.010,-0.001
AIRPOT,1648534639005,1648534639169,4,0,0.136,-0.054,-0.989,-0.001,-0.008,0.003
AIRPOT,1648534639046,1648534639210,4,0,0.135,-0.054,-0.989,-0.003,-0.005,0.009
AIRPOT,1648534639091,1648534639255,4,0,0.134,-0.054,-0.989,-0.001,0.002,0.002
AIRPOT,1648534639106,1648534639270,4,0,0.133,-0.055,-0.990,-0.002,0.002,0.004
AIRPOT,1648534639167,1648534639331,4,0,0.132,-0.055,-0.990,-0.000,0.002,-0.002
AIRPOT,1648534639207,1648534639371,4,0,0.131,-0.056,-0.990,-0.001,0.002,0.001
AIRPOT,1648534639245,1648534639409,4,0,0.131,-0.056,-0.990,0.001,0.016,-0.001
AIRPOT,1648534639285,1648534639449,4,0,0.132,-0.056,-0.990,0.007,0.025,-0.006
AIRPOT,1648534639326,1648534639490,4,0,0.135,-0.055,-0.989,0.007,0.010,0.001
AIRPOT,1648534639367,1648534639531,4,0,0.137,-0.054,-0.989,0.001,-0.003,0.008
AIRPOT,1648534639405,1648534639569,4,0,0.139,-0.052,-0.989,0.003,-0.006,0.006
AIRPOT,1648534639447,1648534639611,4,0,0.140,-0.052,-0.989,0.003,-0.006,0.003
AIRPOT,1648534639486,1648534639650,4,0,0.141,-0.051,-0.989,0.000,-0.002,0.008
AIRPOT,1648534639525,1648534639689,4,0,0.141,-0.051,-0.989,0.003,0.006,0.002
AIRPOT,1648534639566,1648534639730,4,0,0.142,-0.050,-0.989,-0.001,0.010,0.008
AIRPOT,1648534639605,1648534639769,4,0,0.141,-0.048,-0.989,-0.003,-0.005,0.005
AIRPOT,1648534639646,1648534639810,4,0,0.141,-0.048,-0.989,-0.002,-0.008,-0.001
AIRPOT,1648534639687,1648534639851,4,0,0.140,-0.048,-0.989,-0.004,-0.011,0.002
AIRPOT,1648534639726,1648534639890,4,0,0.140,-0.048,-0.989,-0.001,-0.003,-0.003
AIRPOT,1648534639765,1648534639929,4,0,0.140,-0.049,-0.989,-0.003,0.002,0.002
AIRPOT,1648534639807,1648534639971,4,0,0.140,-0.050,-0.989,-0.001,-0.001,0.001
AIRPOT,1648534639845,1648534640009,4,0,0.140,-0.051,-0.989,-0.002,-0.004,0.003
AIRPOT,1648534639885,1648534640049,4,0,0.139,-0.051,-0.989,-0.001,-0.002,0.003
AIRPOT,1648534639926,1648534640090,4,0,0.139,-0.051,-0.989,-0.000,0.002,0.001
AIRPOT,1648534639966,1648534640130,4,0,0.139,-0.051,-0.989,0.002,0.011,-0.000
AIRPOT,1648534640006,1648534640170,4,0,0.140,-0.050,-0.989,0.005,0.012,-0.004
AIRPOT,1648534640048,1648534640212,4,0,0.141,-0.049,-0.989,0.003,0.008,0.009
AIRPOT,1648534640089,1648534640253,4,0,0.142,-0.048,-0.989,0.009,-0.003,0.004
AIRPOT,1648534640106,1648534640270,4,0,0.143,-0.047,-0.989,0.004,-0.001,0.013
AIRPOT,1648534640146,1648534640310,4,0,0.142,-0.045,-0.989,0.007,0.003,0.007
AIRPOT,1648534640186,1648534640350,4,0,0.140,-0.042,-0.989,0.005,0.012,0.004
AIRPOT,1648534640226,1648534640390,4,0,0.139,-0.038,-0.990,0.012,0.057,-0.002
AIRPOT,1648534640265,1648534640429,4,0,0.138,-0.030,-0.990,0.015,0.055,-0.006
AIRPOT,1648534640305,1648534640469,4,0,0.141,-0.018,-0.990,0.007,0.033,-0.004
AIRPOT,1648534640344,1648534640508,4,0,0.148,-0.003,-0.989,-0.003,-0.010,-0.005
AIRPOT,1648534640408,1648534640572,4,0,0.158,0.012,-0.987,-0.010,-0.033,-0.007
AIRPOT,1648534640426,1648534640590,4,0,0.169,0.025,-0.985,-0.010,-0.043,0.002
AIRPOT,1648534640470,1648534640634,4,0,0.179,0.034,-0.983,-0.004,-0.047,0.013
AIRPOT,1648534640506,1648534640670,4,0,0.186,0.042,-0.982,-0.005,-0.035,0.016
AIRPOT,1648534640546,1648534640710,4,0,0.191,0.051,-0.980,-0.007,-0.026,0.007
AIRPOT,1648534640585,1648534640749,4,0,0.194,0.057,-0.979,-0.002,-0.024,-0.005
AIRPOT,1648534640627,1648534640791,4,0,0.197,0.061,-0.979,0.003,-0.022,-0.001
AIRPOT,1648534640666,1648534640830,4,0,0.199,0.064,-0.978,0.002,-0.003,0.007
AIRPOT,1648534640705,1648534640869,4,0,0.200,0.068,-0.977,0.006,-0.002,0.007
AIRPOT,1648534640748,1648534640912,4,0,0.200,0.073,-0.977,0.011,0.003,0.005
AIRPOT,1648534640786,1648534640950,4,0,0.198,0.077,-0.977,0.010,0.001,-0.001
AIRPOT,1648534640825,1648534640989,4,0,0.196,0.079,-0.977,0.008,-0.041,0.007
AIRPOT,1648534640868,1648534641032,4,0,0.189,0.077,-0.979,-0.012,-0.046,0.019
AIRPOT,1648534640911,1648534641075,4,0,0.176,0.072,-0.982,-0.014,-0.011,-0.002
AIRPOT,1648534640945,1648534641109,4,0,0.162,0.065,-0.985,-0.015,0.016,-0.014
AIRPOT,1648534640988,1648534641152,4,0,0.152,0.058,-0.987,-0.010,0.011,-0.015
AIRPOT,1648534641026,1648534641190,4,0,0.145,0.052,-0.988,-0.021,-0.010,0.007
AIRPOT,1648534641070,1648534641234,4,0,0.139,0.049,-0.989,-0.030,-0.015,0.005
AIRPOT,1648534641108,1648534641272,4,0,0.136,0.050,-0.990,-0.023,-0.005,-0.012
AIRPOT,1648534641148,1648534641312,4,0,0.137,0.051,-0.989,-0.025,0.021,-0.016
AIRPOT,1648534641186,1648534641350,4,0,0.144,0.053,-0.988,-0.009,0.027,-0.019
AIRPOT,1648534641227,1648534641391,4,0,0.155,0.055,-0.986,-0.005,0.023,-0.005
AIRPOT,1648534641266,1648534641430,4,0,0.166,0.059,-0.984,-0.005,0.017,0.019
AIRPOT,1648534641308,1648534641472,4,0,0.173,0.064,-0.983,0.004,0.021,0.018
AIRPOT,1648534641353,1648534641517,4,0,0.177,0.072,-0.982,0.003,0.014,0.021
AIRPOT,1648534641385,1648534641549,4,0,0.179,0.079,-0.981,0.002,0.003,0.009
AIRPOT,1648534641426,1648534641590,4,0,0.178,0.085,-0.980,0.001,0.004,0.001
AIRPOT,1648534641469,1648534641633,4,0,0.176,0.088,-0.980,-0.003,0.075,0.003
AIRPOT,1648534641505,1648534641669,4,0,0.174,0.094,-0.980,0.019,0.169,-0.001
AIRPOT,1648534641565,1648534641729,4,0,0.180,0.103,-0.978,0.034,0.135,-0.006
AIRPOT,1648534641588,1648534641752,4,0,0.196,0.111,-0.974,-0.002,0.025,0.022
