Device,PTPTime,UnixTime,Protocool,CurrentDeviceTime,GyroX,GyroY,GyroZ,AccX,AccY,AccZ
AIRPOT,1648115091091,1648115091694,4,0,0.123,-0.174,-0.977,0.008,0.003,0.002
AIRPOT,1648115091143,1648115091746,4,0,0.122,-0.174,-0.977,-0.003,0.003,0.003
AIRPOT,1648115091170,1648115091773,4,0,0.120,-0.173,-0.978,-0.015,0.009,0.001
AIRPOT,1648115091204,1648115091807,4,0,0.117,-0.174,-0.978,-0.017,0.005,-0.004
AIRPOT,1648115091250,1648115091853,4,0,0.114,-0.176,-0.978,-0.015,0.001,-0.007
AIRPOT,1648115091295,1648115091898,4,0,0.112,-0.179,-0.977,-0.010,0.002,-0.006
AIRPOT,1648115091330,1648115091933,4,0,0.112,-0.183,-0.977,-0.004,-0.000,-0.001
AIRPOT,1648115091361,1648115091964,4,0,0.112,-0.186,-0.976,-0.001,-0.004,0.003
AIRPOT,1648115091410,1648115092013,4,0,0.112,-0.190,-0.975,-0.002,-0.002,0.010
AIRPOT,1648115091443,1648115092046,4,0,0.110,-0.193,-0.975,0.003,-0.009,0.003
AIRPOT,1648115091491,1648115092094,4,0,0.109,-0.195,-0.975,-0.002,-0.000,0.005
AIRPOT,1648115091523,1648115092126,4,0,0.107,-0.197,-0.974,-0.003,0.002,0.000
AIRPOT,1648115091571,1648115092174,4,0,0.106,-0.200,-0.974,-0.001,0.001,0.001
AIRPOT,1648115091602,1648115092205,4,0,0.105,-0.202,-0.974,-0.003,-0.003,0.004
AIRPOT,1648115091655,1648115092258,4,0,0.103,-0.204,-0.974,-0.002,-0.010,0.002
AIRPOT,1648115091704,1648115092307,4,0,0.102,-0.205,-0.973,-0.004,-0.009,0.004
AIRPOT,1648115091739,1648115092342,4,0,0.102,-0.207,-0.973,-0.009,-0.011,-0.001
AIRPOT,1648115091762,1648115092365,4,0,0.101,-0.208,-0.973,-0.003,-0.006,-0.000
AIRPOT,1648115091811,1648115092414,4,0,0.102,-0.210,-0.972,-0.006,-0.010,0.002
AIRPOT,1648115091841,1648115092444,4,0,0.102,-0.213,-0.972,-0.005,-0.012,0.003
AIRPOT,1648115091890,1648115092493,4,0,0.102,-0.214,-0.971,-0.004,-0.009,0.003
AIRPOT,1648115091922,1648115092525,4,0,0.102,-0.216,-0.971,-0.006,-0.007,0.005
AIRPOT,1648115091972,1648115092575,4,0,0.102,-0.217,-0.971,-0.007,-0.003,-0.000
AIRPOT,1648115092000,1648115092603,4,0,0.103,-0.218,-0.971,-0.000,-0.010,0.000
