DeviceName,PTPTime,UnixTime,protocool,CurrentDeviceTime,DistanceMM,DistanceCM,Weight,Count,DistanceADC,WeightADCDeviceName(Current)
DEVICE,1655363010724,1655363010729,4,1655363010729,46,4,5,0,0,0
DEVICE,1655363010757,1655363010762,4,1655363010762,41,4,5,0,0,0
DEVICE,1655363010788,1655363010793,4,1655363010793,43,4,5,0,0,0
DEVICE,1655363010820,1655363010825,4,1655363010825,42,4,5,0,0,0
DEVICE,1655363010852,1655363010857,4,1655363010857,43,4,5,0,0,0
DEVICE,1655363010868,1655363010873,4,1655363010873,42,4,5,0,0,0
DEVICE,1655363010900,1655363010905,4,1655363010905,44,4,5,0,0,0
DEVICE,1655363010932,1655363010937,4,1655363010937,43,4,5,0,0,0
DEVICE,1655363010964,1655363010969,4,1655363010969,45,4,5,0,0,0
DEVICE,1655363010996,1655363011001,4,1655363011001,43,4,5,0,0,0
DEVICE,1655363011028,1655363011033,4,1655363011033,44,4,5,0,0,0
DEVICE,1655363011060,1655363011065,4,1655363011065,41,4,5,0,0,0
DEVICE,1655363011092,1655363011097,4,1655363011097,42,4,5,0,0,0
DEVICE,1655363011124,1655363011129,4,1655363011129,44,4,5,0,0,0
DEVICE,1655363011157,1655363011162,4,1655363011162,41,4,5,0,0,0
DEVICE,1655363011188,1655363011193,4,1655363011193,43,4,5,0,0,0
DEVICE,1655363011220,1655363011225,4,1655363011225,42,4,5,0,0,0
DEVICE,1655363011252,1655363011257,4,1655363011257,41,4,5,0,0,0
DEVICE,1655363011284,1655363011289,4,1655363011289,44,4,5,0,0,0
DEVICE,1655363011316,1655363011321,4,1655363011321,44,4,5,0,0,0
DEVICE,1655363011348,1655363011353,4,1655363011353,40,4,5,0,0,0
DEVICE,1655363011380,1655363011385,4,1655363011385,40,4,5,0,0,0
DEVICE,1655363011412,1655363011417,4,1655363011417,41,4,5,0,0,0
DEVICE,1655363011443,1655363011448,4,1655363011448,43,4,5,0,0,0
DEVICE,1655363011476,1655363011481,4,1655363011481,44,4,5,0,0,0
