Device,PTPTime,UnixTime,Protocool,CurrentDeviceTime,GyroX,GyroY,GyroZ,AccX,AccY,AccZ
AIRPOT,1648534335915,1648534336127,4,0,0.185,0.047,-0.982,-0.095,0.030,-0.025
AIRPOT,1648534335955,1648534336167,4,0,0.201,0.025,-0.979,-0.075,0.024,-0.015
AIRPOT,1648534335993,1648534336205,4,0,0.219,0.003,-0.976,-0.061,0.031,-0.005
AIRPOT,1648534336034,1648534336246,4,0,0.239,-0.016,-0.971,-0.038,0.034,0.007
AIRPOT,1648534336080,1648534336292,4,0,0.260,-0.030,-0.965,-0.018,0.021,0.011
AIRPOT,1648534336095,1648534336307,4,0,0.279,-0.043,-0.959,0.009,-0.007,-0.002
AIRPOT,1648534336137,1648534336349,4,0,0.299,-0.053,-0.953,0.016,-0.005,0.002
AIRPOT,1648534336176,1648534336388,4,0,0.318,-0.063,-0.946,0.017,-0.018,0.008
AIRPOT,1648534336215,1648534336427,4,0,0.334,-0.073,-0.940,0.025,-0.011,-0.005
AIRPOT,1648534336255,1648534336467,4,0,0.349,-0.081,-0.934,0.034,0.020,0.026
AIRPOT,1648534336294,1648534336506,4,0,0.364,-0.089,-0.927,0.055,0.023,0.050
AIRPOT,1648534336334,1648534336546,4,0,0.382,-0.094,-0.920,0.103,0.006,0.039
AIRPOT,1648534336376,1648534336588,4,0,0.403,-0.096,-0.910,0.122,-0.005,0.092
AIRPOT,1648534336416,1648534336628,4,0,0.424,-0.096,-0.900,0.151,0.001,0.096
AIRPOT,1648534336456,1648534336668,4,0,0.445,-0.099,-0.890,0.156,0.018,0.127
AIRPOT,1648534336497,1648534336709,4,0,0.462,-0.100,-0.881,0.167,0.028,0.110
AIRPOT,1648534336534,1648534336746,4,0,0.476,-0.099,-0.874,0.170,0.039,0.084
AIRPOT,1648534336576,1648534336788,4,0,0.489,-0.097,-0.867,0.150,0.033,0.071
AIRPOT,1648534336614,1648534336826,4,0,0.499,-0.094,-0.862,0.115,0.035,0.075
AIRPOT,1648534336655,1648534336867,4,0,0.504,-0.092,-0.859,0.103,0.044,0.049
AIRPOT,1648534336695,1648534336907,4,0,0.507,-0.092,-0.857,0.079,0.040,0.044
AIRPOT,1648534336737,1648534336949,4,0,0.509,-0.092,-0.856,0.056,0.034,0.040
AIRPOT,1648534336776,1648534336988,4,0,0.509,-0.093,-0.856,0.047,0.023,0.031
AIRPOT,1648534336814,1648534337026,4,0,0.509,-0.095,-0.855,0.049,0.025,0.025
AIRPOT,1648534336855,1648534337067,4,0,0.509,-0.096,-0.855,0.052,0.005,0.008
AIRPOT,1648534336894,1648534337106,4,0,0.509,-0.100,-0.855,0.040,-0.007,0.016
AIRPOT,1648534336934,1648534337146,4,0,0.507,-0.103,-0.856,0.027,-0.013,0.017
AIRPOT,1648534336975,1648534337187,4,0,0.504,-0.107,-0.857,0.013,-0.017,0.006
AIRPOT,1648534337036,1648534337248,4,0,0.499,-0.112,-0.859,0.001,-0.010,0.015
AIRPOT,1648534337075,1648534337287,4,0,0.492,-0.118,-0.862,-0.008,-0.016,0.004
AIRPOT,1648534337115,1648534337327,4,0,0.486,-0.123,-0.865,-0.014,-0.019,-0.003
