Device,PTPTime,UnixTime,Protocool,CurrentDeviceTime,GyroX,GyroY,GyroZ,AccX,AccY,AccZ
AIRPOT,1648110521781,1648110522275,4,0,-0.009,0.271,-0.963,-0.006,0.001,-0.007
AIRPOT,1648110521821,1648110522315,4,0,-0.008,0.284,-0.959,0.018,-0.071,-0.037
AIRPOT,1648110521861,1648110522355,4,0,-0.012,0.317,-0.948,-0.002,-0.123,0.025
AIRPOT,1648110521901,1648110522395,4,0,-0.030,0.378,-0.926,-0.002,-0.127,0.054
AIRPOT,1648110521941,1648110522435,4,0,-0.061,0.446,-0.893,-0.056,-0.076,0.118
AIRPOT,1648110521981,1648110522475,4,0,-0.101,0.495,-0.863,0.006,0.016,-0.027
AIRPOT,1648110522021,1648110522515,4,0,-0.127,0.522,-0.843,-0.019,0.075,-0.024
AIRPOT,1648110522061,1648110522555,4,0,-0.144,0.536,-0.832,-0.021,0.094,-0.025
AIRPOT,1648110522101,1648110522595,4,0,-0.152,0.541,-0.827,-0.000,0.093,-0.049
AIRPOT,1648110522141,1648110522635,4,0,-0.154,0.543,-0.826,-0.015,0.061,-0.000
AIRPOT,1648110522181,1648110522675,4,0,-0.153,0.543,-0.826,0.001,0.020,0.003
AIRPOT,1648110522221,1648110522715,4,0,-0.151,0.542,-0.827,0.003,-0.000,0.009
AIRPOT,1648110522261,1648110522755,4,0,-0.148,0.540,-0.829,0.002,-0.013,0.018
AIRPOT,1648110522302,1648110522796,4,0,-0.145,0.538,-0.830,0.008,-0.020,0.004
