DeviceName,PTPTime,UnixTime,protocool,CurrentDeviceTime,DistanceMM,DistanceCM,Weight,Count,DistanceADC,WeightADCDeviceName(Current)
DEVICE,1655361823844,1655361823847,4,1655361823847,44,4,5,0,0,0
DEVICE,1655361823875,1655361823878,4,1655361823878,42,4,5,0,0,0
DEVICE,1655361823908,1655361823911,4,1655361823911,44,4,5,0,0,0
DEVICE,1655361823939,1655361823942,4,1655361823942,42,4,5,0,0,0
DEVICE,1655361823971,1655361823974,4,1655361823974,41,4,5,0,0,0
DEVICE,1655361824003,1655361824006,4,1655361824006,43,4,5,0,0,0
DEVICE,1655361824035,1655361824038,4,1655361824038,41,4,5,0,0,0
DEVICE,1655361824067,1655361824070,4,1655361824070,41,4,5,0,0,0
DEVICE,1655361824100,1655361824103,4,1655361824103,42,4,5,0,0,0
DEVICE,1655361824132,1655361824135,4,1655361824135,42,4,5,0,0,0
DEVICE,1655361824164,1655361824167,4,1655361824167,44,4,5,0,0,0
DEVICE,1655361824195,1655361824198,4,1655361824198,45,4,5,0,0,0
DEVICE,1655361824227,1655361824230,4,1655361824230,43,4,5,0,0,0
DEVICE,1655361824243,1655361824246,4,1655361824246,42,4,5,0,0,0
DEVICE,1655361824291,1655361824294,4,1655361824294,42,4,5,0,0,0
DEVICE,1655361824307,1655361824310,4,1655361824310,42,4,5,0,0,0
DEVICE,1655361824340,1655361824343,4,1655361824343,43,4,5,0,0,0
DEVICE,1655361824371,1655361824374,4,1655361824374,41,4,5,0,0,0
DEVICE,1655361824403,1655361824406,4,1655361824406,42,4,5,0,0,0
DEVICE,1655361824435,1655361824438,4,1655361824438,41,4,5,0,0,0
DEVICE,1655361824467,1655361824470,4,1655361824470,44,4,5,0,0,0
DEVICE,1655361824499,1655361824502,4,1655361824502,43,4,5,0,0,0
DEVICE,1655361824531,1655361824534,4,1655361824534,40,4,5,0,0,0
DEVICE,1655361824563,1655361824566,4,1655361824566,44,4,5,0,0,0
DEVICE,1655361824595,1655361824598,4,1655361824598,41,4,5,0,0,0
DEVICE,1655361824627,1655361824630,4,1655361824630,42,4,5,0,0,0
DEVICE,1655361824658,1655361824661,4,1655361824661,45,4,5,0,0,0
DEVICE,1655361824691,1655361824694,4,1655361824694,43,4,5,0,0,0
DEVICE,1655361824723,1655361824726,4,1655361824726,41,4,5,0,0,0
DEVICE,1655361824755,1655361824758,4,1655361824758,41,4,5,0,0,0
DEVICE,1655361824787,1655361824790,4,1655361824790,42,4,5,0,0,0
DEVICE,1655361824819,1655361824822,4,1655361824822,43,4,5,0,0,0
DEVICE,1655361824851,1655361824854,4,1655361824854,43,4,5,0,0,0
DEVICE,1655361824883,1655361824886,4,1655361824886,42,4,5,0,0,0
DEVICE,1655361824915,1655361824918,4,1655361824918,42,4,5,0,0,0
DEVICE,1655361824947,1655361824950,4,1655361824950,43,4,5,0,0,0
DEVICE,1655361824978,1655361824981,4,1655361824981,42,4,5,0,0,0
DEVICE,1655361825011,1655361825014,4,1655361825014,43,4,5,0,0,0
DEVICE,1655361825042,1655361825045,4,1655361825045,45,4,5,0,0,0
DEVICE,1655361825075,1655361825078,4,1655361825078,43,4,5,0,0,0
DEVICE,1655361825107,1655361825110,4,1655361825110,41,4,5,0,0,0
