Device,PTPTime,UnixTime,Protocool,CurrentDeviceTime,GyroX,GyroY,GyroZ,AccX,AccY,AccZ
AIRPOT,1655187498060,1655187498186,4,0,0.368,0.040,-0.929,-0.137,-0.015,-0.010
AIRPOT,1655187498103,1655187498229,4,0,0.377,0.061,-0.924,-0.336,0.266,0.044
AIRPOT,1655187498141,1655187498267,4,0,0.372,0.079,-0.925,-0.132,0.046,-0.035
AIRPOT,1655187498183,1655187498309,4,0,0.375,0.091,-0.923,-0.050,0.101,-0.046
AIRPOT,1655187498221,1655187498347,4,0,0.380,0.109,-0.918,-0.088,0.181,-0.043
AIRPOT,1655187498259,1655187498385,4,0,0.388,0.121,-0.914,-0.101,0.172,0.014
AIRPOT,1655187498303,1655187498429,4,0,0.388,0.132,-0.912,-0.088,0.184,-0.006
AIRPOT,1655187498341,1655187498467,4,0,0.385,0.142,-0.912,-0.078,0.143,-0.016
AIRPOT,1655187498384,1655187498510,4,0,0.379,0.152,-0.913,-0.073,0.147,-0.029
AIRPOT,1655187498422,1655187498548,4,0,0.373,0.156,-0.915,-0.059,0.141,-0.030
AIRPOT,1655187498466,1655187498592,4,0,0.367,0.156,-0.917,-0.089,0.128,0.006
AIRPOT,1655187498484,1655187498610,4,0,0.362,0.153,-0.919,-0.098,0.084,0.010
AIRPOT,1655187498540,1655187498666,4,0,0.357,0.151,-0.922,-0.122,0.092,0.012
AIRPOT,1655187498580,1655187498706,4,0,0.353,0.149,-0.924,-0.124,0.081,0.002
AIRPOT,1655187498621,1655187498747,4,0,0.351,0.149,-0.925,-0.127,0.094,-0.004
AIRPOT,1655187498661,1655187498787,4,0,0.352,0.150,-0.924,-0.135,0.076,-0.008
AIRPOT,1655187498700,1655187498826,4,0,0.355,0.152,-0.923,-0.148,0.036,0.003
AIRPOT,1655187498739,1655187498865,4,0,0.359,0.153,-0.921,-0.134,0.005,0.027
AIRPOT,1655187498781,1655187498907,4,0,0.367,0.155,-0.917,-0.107,-0.045,0.072
AIRPOT,1655187498822,1655187498948,4,0,0.381,0.157,-0.911,-0.064,-0.105,0.123
AIRPOT,1655187498861,1655187498987,4,0,0.398,0.158,-0.904,-0.052,-0.089,0.173
AIRPOT,1655187498903,1655187499029,4,0,0.415,0.160,-0.896,-0.013,-0.130,0.149
AIRPOT,1655187498942,1655187499068,4,0,0.433,0.167,-0.886,0.047,-0.171,0.116
AIRPOT,1655187498980,1655187499106,4,0,0.452,0.179,-0.874,0.012,-0.125,0.204
AIRPOT,1655187499026,1655187499152,4,0,0.463,0.192,-0.865,0.014,-0.078,0.174
AIRPOT,1655187499041,1655187499167,4,0,0.472,0.211,-0.856,0.030,-0.101,0.111
AIRPOT,1655187499102,1655187499228,4,0,0.482,0.235,-0.844,0.008,-0.149,0.151
AIRPOT,1655187499141,1655187499267,4,0,0.487,0.265,-0.832,0.007,-0.155,0.154
AIRPOT,1655187499181,1655187499307,4,0,0.488,0.310,-0.816,0.012,-0.107,0.092
AIRPOT,1655187499223,1655187499349,4,0,0.490,0.370,-0.789,0.028,-0.130,0.079
AIRPOT,1655187499262,1655187499388,4,0,0.486,0.437,-0.757,0.023,-0.025,0.108
AIRPOT,1655187499300,1655187499426,4,0,0.478,0.497,-0.724,0.097,0.066,0.030
AIRPOT,1655187499341,1655187499467,4,0,0.474,0.548,-0.689,0.132,0.071,-0.027
AIRPOT,1655187499382,1655187499508,4,0,0.476,0.591,-0.651,0.105,0.126,0.003
AIRPOT,1655187499422,1655187499548,4,0,0.482,0.628,-0.612,0.108,0.116,-0.013
AIRPOT,1655187499461,1655187499587,4,0,0.484,0.658,-0.577,0.092,0.141,-0.048
AIRPOT,1655187499505,1655187499631,4,0,0.485,0.679,-0.550,0.109,0.098,-0.032
AIRPOT,1655187499521,1655187499647,4,0,0.487,0.696,-0.528,0.032,0.200,0.061
AIRPOT,1655187499583,1655187499709,4,0,0.485,0.708,-0.514,0.066,0.187,-0.014
AIRPOT,1655187499600,1655187499726,4,0,0.484,0.715,-0.505,0.072,0.165,0.011
AIRPOT,1655187499660,1655187499786,4,0,0.482,0.715,-0.506,0.069,0.187,0.020
AIRPOT,1655187499700,1655187499826,4,0,0.483,0.708,-0.515,0.056,0.171,0.032
AIRPOT,1655187499742,1655187499868,4,0,0.492,0.693,-0.527,0.067,0.103,0.036
AIRPOT,1655187499762,1655187499888,4,0,0.505,0.669,-0.545,0.019,0.189,0.053
AIRPOT,1655187499822,1655187499948,4,0,0.533,0.625,-0.571,0.065,0.283,-0.027
AIRPOT,1655187499843,1655187499969,4,0,0.583,0.559,-0.590,0.015,0.194,0.038
