Device,PTPTime,UnixTime,Protocool,CurrentDeviceTime,GyroX,GyroY,GyroZ,AccX,AccY,AccZ
AIRPOT,1648115626807,1648115627424,4,0,0.065,0.325,-0.944,-0.039,-0.044,0.015
AIRPOT,1648115626852,1648115627469,4,0,0.041,0.331,-0.943,-0.022,0.011,-0.010
AIRPOT,1648115626888,1648115627505,4,0,0.021,0.334,-0.942,-0.011,0.046,-0.014
AIRPOT,1648115626947,1648115627564,4,0,0.007,0.333,-0.943,-0.003,0.074,-0.022
AIRPOT,1648115626967,1648115627584,4,0,0.002,0.331,-0.944,0.007,0.063,-0.013
AIRPOT,1648115627011,1648115627628,4,0,0.004,0.329,-0.944,0.002,0.045,0.009
AIRPOT,1648115627048,1648115627665,4,0,0.008,0.327,-0.945,0.009,0.043,0.003
AIRPOT,1648115627091,1648115627708,4,0,0.016,0.327,-0.945,0.008,0.047,0.004
AIRPOT,1648115627131,1648115627748,4,0,0.029,0.326,-0.945,0.018,0.052,-0.019
AIRPOT,1648115627172,1648115627789,4,0,0.049,0.323,-0.945,0.010,0.002,0.008
AIRPOT,1648115627206,1648115627823,4,0,0.068,0.321,-0.944,0.002,-0.020,0.021
AIRPOT,1648115627250,1648115627867,4,0,0.083,0.319,-0.944,0.004,-0.032,0.022
AIRPOT,1648115627287,1648115627904,4,0,0.093,0.317,-0.944,0.007,-0.032,0.012
AIRPOT,1648115627331,1648115627948,4,0,0.099,0.314,-0.944,0.009,-0.026,0.008
AIRPOT,1648115627371,1648115627988,4,0,0.102,0.313,-0.944,0.005,-0.023,0.006
AIRPOT,1648115627412,1648115628029,4,0,0.103,0.311,-0.945,0.006,-0.020,0.003
AIRPOT,1648115627446,1648115628063,4,0,0.102,0.309,-0.945,0.006,-0.014,0.001
AIRPOT,1648115627493,1648115628110,4,0,0.101,0.307,-0.946,0.005,-0.010,-0.001
AIRPOT,1648115627510,1648115628127,4,0,0.101,0.305,-0.947,0.007,-0.007,-0.004
AIRPOT,1648115627558,1648115628175,4,0,0.100,0.304,-0.947,0.003,-0.016,0.002
AIRPOT,1648115627607,1648115628224,4,0,0.099,0.302,-0.948,0.000,-0.015,0.000
AIRPOT,1648115627668,1648115628285,4,0,0.097,0.299,-0.949,-0.001,-0.013,-0.002
AIRPOT,1648115627688,1648115628305,4,0,0.094,0.297,-0.950,-0.005,-0.009,-0.004
AIRPOT,1648115627732,1648115628349,4,0,0.091,0.296,-0.951,-0.002,-0.021,-0.016
AIRPOT,1648115627748,1648115628365,4,0,0.090,0.295,-0.951,-0.014,-0.072,-0.010
AIRPOT,1648115627827,1648115628444,4,0,0.084,0.295,-0.952,-0.023,-0.064,0.010
AIRPOT,1648115627852,1648115628469,4,0,0.073,0.294,-0.953,-0.022,-0.019,0.003
AIRPOT,1648115627881,1648115628498,4,0,0.061,0.294,-0.954,-0.003,0.003,-0.010
AIRPOT,1648115627926,1648115628543,4,0,0.052,0.290,-0.955,0.000,-0.001,-0.016
AIRPOT,1648115627972,1648115628589,4,0,0.045,0.280,-0.959,-0.007,0.007,-0.018
AIRPOT,1648115628008,1648115628625,4,0,0.038,0.263,-0.964,-0.003,0.027,-0.014
AIRPOT,1648115628069,1648115628686,4,0,0.032,0.244,-0.969,0.003,0.047,0.001
AIRPOT,1648115628092,1648115628709,4,0,0.030,0.226,-0.974,0.007,0.030,0.011
AIRPOT,1648115628153,1648115628770,4,0,0.029,0.212,-0.977,0.004,0.034,0.018
AIRPOT,1648115628214,1648115628831,4,0,0.029,0.188,-0.982,-0.007,0.058,0.030
AIRPOT,1648115628232,1648115628849,4,0,0.028,0.178,-0.984,-0.008,0.053,0.022
AIRPOT,1648115628307,1648115628924,4,0,0.027,0.169,-0.985,-0.004,0.052,0.002
AIRPOT,1648115628334,1648115628951,4,0,0.027,0.161,-0.987,-0.007,0.047,0.000
AIRPOT,1648115628367,1648115628984,4,0,0.026,0.152,-0.988,-0.007,0.029,-0.012
AIRPOT,1648115628454,1648115629071,4,0,0.026,0.134,-0.991,-0.016,0.006,0.012
AIRPOT,1648115628489,1648115629106,4,0,0.024,0.124,-0.992,-0.008,-0.008,-0.021
AIRPOT,1648115628532,1648115629149,4,0,0.022,0.115,-0.993,-0.022,0.004,0.010
AIRPOT,1648115628572,1648115629189,4,0,0.019,0.105,-0.994,-0.023,0.001,-0.024
AIRPOT,1648115628597,1648115629214,4,0,0.018,0.092,-0.996,-0.016,0.007,-0.015
AIRPOT,1648115628647,1648115629264,4,0,0.018,0.077,-0.997,-0.022,0.005,-0.014
AIRPOT,1648115628707,1648115629324,4,0,0.021,0.057,-0.998,-0.025,-0.019,0.008
AIRPOT,1648115628717,1648115629334,4,0,0.031,0.033,-0.999,-0.044,-0.008,0.029
AIRPOT,1648115628784,1648115629401,4,0,0.041,0.009,-0.999,0.071,0.296,-0.076
AIRPOT,1648115628810,1648115629427,4,0,0.048,0.001,-0.999,0.078,0.010,-0.044
AIRPOT,1648115628839,1648115629456,4,0,0.064,0.005,-0.998,0.027,-0.010,0.040
AIRPOT,1648115628872,1648115629489,4,0,0.071,0.015,-0.997,0.012,-0.005,0.050
AIRPOT,1648115628931,1648115629548,4,0,0.070,0.020,-0.997,0.042,-0.001,0.004
AIRPOT,1648115628998,1648115629615,4,0,0.070,0.019,-0.997,0.021,-0.008,0.050
AIRPOT,1648115629028,1648115629645,4,0,0.069,0.021,-0.997,0.028,-0.029,-0.010
AIRPOT,1648115629080,1648115629697,4,0,0.072,0.026,-0.997,0.015,-0.032,0.019
AIRPOT,1648115629113,1648115629730,4,0,0.074,0.023,-0.997,0.008,-0.049,0.044
AIRPOT,1648115629159,1648115629776,4,0,0.073,0.014,-0.997,0.016,-0.071,0.016
AIRPOT,1648115629187,1648115629804,4,0,0.070,0.002,-0.998,0.018,-0.058,0.008
AIRPOT,1648115629242,1648115629859,4,0,0.065,-0.010,-0.998,0.026,-0.047,0.001
AIRPOT,1648115629295,1648115629912,4,0,0.058,-0.021,-0.998,0.036,-0.050,-0.014
AIRPOT,1648115629329,1648115629946,4,0,0.054,-0.032,-0.998,0.055,-0.050,-0.055
AIRPOT,1648115629367,1648115629984,4,0,0.053,-0.043,-0.998,0.047,-0.048,-0.017
AIRPOT,1648115629415,1648115630032,4,0,0.053,-0.053,-0.997,0.052,-0.069,-0.013
AIRPOT,1648115629428,1648115630045,4,0,0.054,-0.064,-0.997,0.047,-0.085,0.026
AIRPOT,1648115629479,1648115630096,4,0,0.053,-0.073,-0.996,0.036,-0.088,0.044
AIRPOT,1648115629507,1648115630124,4,0,0.050,-0.082,-0.995,0.036,-0.107,0.004
AIRPOT,1648115629567,1648115630184,4,0,0.049,-0.091,-0.995,0.024,-0.111,0.021
AIRPOT,1648115629591,1648115630208,4,0,0.047,-0.099,-0.994,0.012,-0.131,0.007
AIRPOT,1648115629638,1648115630255,4,0,0.046,-0.105,-0.993,0.006,-0.108,0.008
AIRPOT,1648115629687,1648115630304,4,0,0.043,-0.110,-0.993,0.010,-0.092,-0.012
AIRPOT,1648115629719,1648115630336,4,0,0.042,-0.116,-0.992,-0.003,-0.057,-0.003
AIRPOT,1648115629748,1648115630365,4,0,0.040,-0.122,-0.992,0.001,-0.081,-0.110
AIRPOT,1648115629799,1648115630416,4,0,0.043,-0.126,-0.991,-0.015,-0.012,-0.009
AIRPOT,1648115629829,1648115630446,4,0,0.048,-0.131,-0.990,-0.042,0.003,0.103
AIRPOT,1648115629878,1648115630495,4,0,0.047,-0.136,-0.990,-0.038,0.002,0.047
AIRPOT,1648115629930,1648115630547,4,0,0.047,-0.138,-0.989,-0.036,0.004,0.009
AIRPOT,1648115629971,1648115630588,4,0,0.048,-0.135,-0.990,-0.032,0.005,-0.014
AIRPOT,1648115629988,1648115630605,4,0,0.051,-0.130,-0.990,-0.034,0.027,-0.001
AIRPOT,1648115630039,1648115630656,4,0,0.053,-0.124,-0.991,-0.032,0.007,0.037
AIRPOT,1648115630070,1648115630687,4,0,0.048,-0.118,-0.992,-0.046,-0.057,0.113
