DeviceName,PTPTime,UnixTime,protocool,CurrentDeviceTime,DistanceMM,DistanceCM,Weight,Count,DistanceADC,WeightADCDeviceName(Current)
DEVICE,1655360727249,1655360727251,4,1655360727251,43,4,5,0,0,0
DEVICE,1655360727281,1655360727283,4,1655360727283,43,4,5,0,0,0
DEVICE,1655360727313,1655360727315,4,1655360727315,43,4,5,0,0,0
DEVICE,1655360727345,1655360727347,4,1655360727347,44,4,5,0,0,0
DEVICE,1655360727378,1655360727380,4,1655360727380,42,4,5,0,0,0
DEVICE,1655360727409,1655360727411,4,1655360727411,43,4,5,0,0,0
DEVICE,1655360727440,1655360727442,4,1655360727442,42,4,5,0,0,0
DEVICE,1655360727472,1655360727474,4,1655360727474,43,4,5,0,0,0
DEVICE,1655360727505,1655360727507,4,1655360727507,41,4,5,0,0,0
DEVICE,1655360727536,1655360727538,4,1655360727538,43,4,5,0,0,0
DEVICE,1655360727569,1655360727571,4,1655360727571,41,4,5,0,0,0
DEVICE,1655360727600,1655360727602,4,1655360727602,41,4,5,0,0,0
DEVICE,1655360727632,1655360727634,4,1655360727634,41,4,5,0,0,0
DEVICE,1655360727664,1655360727666,4,1655360727666,43,4,5,0,0,0
DEVICE,1655360727696,1655360727698,4,1655360727698,42,4,5,0,0,0
DEVICE,1655360727729,1655360727731,4,1655360727731,44,4,5,0,0,0
DEVICE,1655360727761,1655360727763,4,1655360727763,41,4,5,0,0,0
DEVICE,1655360727792,1655360727794,4,1655360727794,42,4,5,0,0,0
DEVICE,1655360727824,1655360727826,4,1655360727826,42,4,5,0,0,0
DEVICE,1655360727857,1655360727859,4,1655360727859,43,4,5,0,0,0
DEVICE,1655360727889,1655360727891,4,1655360727891,38,3,5,0,0,0
DEVICE,1655360727920,1655360727922,4,1655360727922,43,4,5,0,0,0
DEVICE,1655360727952,1655360727954,4,1655360727954,42,4,5,0,0,0
DEVICE,1655360727985,1655360727987,4,1655360727987,41,4,5,0,0,0
DEVICE,1655360728016,1655360728018,4,1655360728018,40,4,5,0,0,0
