Device,PTPTime,UnixTime,Protocool,CurrentDeviceTime,GyroX,GyroY,GyroZ,AccX,AccY,AccZ
AIRPOT,1648110813892,1648110814389,4,0,-0.000,0.136,-0.991,0.003,0.006,-0.006
AIRPOT,1648110813932,1648110814429,4,0,-0.001,0.137,-0.991,-0.002,0.005,0.005
AIRPOT,1648110813972,1648110814469,4,0,-0.001,0.137,-0.991,0.002,0.004,-0.003
AIRPOT,1648110814012,1648110814509,4,0,-0.001,0.137,-0.991,-0.001,0.008,0.009
AIRPOT,1648110814052,1648110814549,4,0,-0.002,0.138,-0.990,0.003,-0.001,0.000
AIRPOT,1648110814092,1648110814589,4,0,-0.001,0.139,-0.990,0.003,-0.000,-0.003
AIRPOT,1648110814134,1648110814631,4,0,-0.001,0.141,-0.990,0.007,0.006,0.001
AIRPOT,1648110814173,1648110814670,4,0,-0.001,0.142,-0.990,0.005,-0.007,-0.005
AIRPOT,1648110814212,1648110814709,4,0,0.000,0.148,-0.989,0.009,-0.050,-0.026
AIRPOT,1648110814252,1648110814749,4,0,0.003,0.170,-0.985,0.029,-0.240,-0.051
AIRPOT,1648110814292,1648110814789,4,0,0.001,0.226,-0.974,-0.057,-0.299,0.059
AIRPOT,1648110814332,1648110814829,4,0,-0.019,0.314,-0.949,-0.094,-0.195,0.158
AIRPOT,1648110814372,1648110814869,4,0,-0.059,0.415,-0.908,-0.076,-0.159,0.155
AIRPOT,1648110814412,1648110814909,4,0,-0.102,0.490,-0.866,-0.110,0.080,0.106
AIRPOT,1648110814452,1648110814949,4,0,-0.137,0.539,-0.831,-0.117,0.139,0.084
AIRPOT,1648110814492,1648110814989,4,0,-0.159,0.562,-0.812,-0.060,0.283,-0.081
AIRPOT,1648110814532,1648110815029,4,0,-0.160,0.577,-0.801,-0.021,0.234,-0.090
AIRPOT,1648110814573,1648110815070,4,0,-0.145,0.582,-0.800,0.000,0.173,-0.065
AIRPOT,1648110814612,1648110815109,4,0,-0.124,0.578,-0.806,-0.003,0.118,-0.003
AIRPOT,1648110814652,1648110815149,4,0,-0.099,0.561,-0.822,-0.021,0.184,0.040
AIRPOT,1648110814692,1648110815189,4,0,-0.064,0.524,-0.849,-0.000,0.214,0.016
AIRPOT,1648110814734,1648110815231,4,0,-0.008,0.464,-0.886,0.001,0.110,0.020
