DeviceName,PTPTime,UnixTime,protocool,CurrentDeviceTime,DistanceMM,DistanceCM,Weight,Count,DistanceADC,WeightADCDeviceName(Current)
DEVICE,1655363840564,1655363840565,4,1655363840565,42,4,5,0,0,0
DEVICE,1655363840596,1655363840597,4,1655363840597,44,4,5,0,0,0
DEVICE,1655363840629,1655363840630,4,1655363840630,44,4,5,0,0,0
DEVICE,1655363840660,1655363840661,4,1655363840661,43,4,5,0,0,0
DEVICE,1655363840692,1655363840693,4,1655363840693,43,4,5,0,0,0
DEVICE,1655363840725,1655363840726,4,1655363840726,41,4,5,0,0,0
DEVICE,1655363840756,1655363840757,4,1655363840757,43,4,5,0,0,0
DEVICE,1655363840788,1655363840789,4,1655363840789,45,4,5,0,0,0
DEVICE,1655363840820,1655363840821,4,1655363840821,45,4,5,0,0,0
DEVICE,1655363840852,1655363840853,4,1655363840853,43,4,5,0,0,0
DEVICE,1655363840884,1655363840885,4,1655363840885,43,4,5,0,0,0
DEVICE,1655363840916,1655363840917,4,1655363840917,41,4,5,0,0,0
DEVICE,1655363840948,1655363840949,4,1655363840949,42,4,5,0,0,0
DEVICE,1655363840980,1655363840981,4,1655363840981,45,4,5,0,0,0
DEVICE,1655363841012,1655363841013,4,1655363841013,42,4,5,0,0,0
DEVICE,1655363841044,1655363841045,4,1655363841045,44,4,5,0,0,0
DEVICE,1655363841075,1655363841076,4,1655363841076,42,4,5,0,0,0
DEVICE,1655363841108,1655363841109,4,1655363841109,42,4,5,0,0,0
DEVICE,1655363841140,1655363841141,4,1655363841141,43,4,5,0,0,0
DEVICE,1655363841172,1655363841173,4,1655363841173,42,4,5,0,0,0
DEVICE,1655363841204,1655363841205,4,1655363841205,44,4,5,0,0,0
DEVICE,1655363841235,1655363841236,4,1655363841236,43,4,5,0,0,0
DEVICE,1655363841268,1655363841269,4,1655363841269,43,4,5,0,0,0
DEVICE,1655363841300,1655363841301,4,1655363841301,43,4,5,0,0,0
DEVICE,1655363841331,1655363841332,4,1655363841332,44,4,5,0,0,0
DEVICE,1655363841364,1655363841365,4,1655363841365,44,4,5,0,0,0
DEVICE,1655363841396,1655363841397,4,1655363841397,45,4,5,0,0,0
DEVICE,1655363841428,1655363841429,4,1655363841429,44,4,5,0,0,0
DEVICE,1655363841460,1655363841461,4,1655363841461,42,4,5,0,0,0
DEVICE,1655363841491,1655363841492,4,1655363841492,41,4,5,0,0,0
DEVICE,1655363841524,1655363841525,4,1655363841525,42,4,5,0,0,0
DEVICE,1655363841556,1655363841557,4,1655363841557,43,4,5,0,0,0
DEVICE,1655363841588,1655363841589,4,1655363841589,44,4,5,0,0,0
DEVICE,1655363841620,1655363841621,4,1655363841621,42,4,5,0,0,0
DEVICE,1655363841651,1655363841652,4,1655363841652,43,4,5,0,0,0
DEVICE,1655363841684,1655363841685,4,1655363841685,44,4,5,0,0,0
DEVICE,1655363841715,1655363841716,4,1655363841716,45,4,5,0,0,0
DEVICE,1655363841732,1655363841733,4,1655363841733,44,4,5,0,0,0
DEVICE,1655363841764,1655363841765,4,1655363841765,44,4,5,0,0,0
DEVICE,1655363841796,1655363841797,4,1655363841797,44,4,5,0,0,0
DEVICE,1655363841828,1655363841829,4,1655363841829,44,4,5,0,0,0
DEVICE,1655363841860,1655363841861,4,1655363841861,44,4,5,0,0,0
DEVICE,1655363841892,1655363841893,4,1655363841893,44,4,5,0,0,0
DEVICE,1655363841923,1655363841924,4,1655363841924,42,4,5,0,0,0
DEVICE,1655363841955,1655363841956,4,1655363841956,43,4,5,0,0,0
DEVICE,1655363841987,1655363841988,4,1655363841988,43,4,5,0,0,0
DEVICE,1655363842020,1655363842021,4,1655363842021,44,4,5,0,0,0
DEVICE,1655363842052,1655363842053,4,1655363842053,43,4,5,0,0,0
DEVICE,1655363842084,1655363842085,4,1655363842085,45,4,5,0,0,0
DEVICE,1655363842116,1655363842117,4,1655363842117,45,4,5,0,0,0
DEVICE,1655363842148,1655363842149,4,1655363842149,44,4,5,0,0,0
DEVICE,1655363842180,1655363842181,4,1655363842181,45,4,5,0,0,0
DEVICE,1655363842211,1655363842212,4,1655363842212,42,4,5,0,0,0
DEVICE,1655363842243,1655363842244,4,1655363842244,44,4,5,0,0,0
DEVICE,1655363842276,1655363842277,4,1655363842277,43,4,5,0,0,0
DEVICE,1655363842307,1655363842308,4,1655363842308,45,4,5,0,0,0
DEVICE,1655363842339,1655363842340,4,1655363842340,43,4,5,0,0,0
DEVICE,1655363842371,1655363842372,4,1655363842372,44,4,5,0,0,0
DEVICE,1655363842403,1655363842404,4,1655363842404,43,4,5,0,0,0
DEVICE,1655363842436,1655363842437,4,1655363842437,42,4,5,0,0,0
DEVICE,1655363842467,1655363842468,4,1655363842468,43,4,5,0,0,0
DEVICE,1655363842499,1655363842500,4,1655363842500,45,4,5,0,0,0
DEVICE,1655363842531,1655363842532,4,1655363842532,45,4,5,0,0,0
DEVICE,1655363842564,1655363842565,4,1655363842565,45,4,5,0,0,0
DEVICE,1655363842595,1655363842596,4,1655363842596,44,4,5,0,0,0
DEVICE,1655363842628,1655363842629,4,1655363842629,42,4,5,0,0,0
DEVICE,1655363842659,1655363842660,4,1655363842660,45,4,5,0,0,0
DEVICE,1655363842691,1655363842692,4,1655363842692,43,4,5,0,0,0
DEVICE,1655363842723,1655363842724,4,1655363842724,43,4,5,0,0,0
DEVICE,1655363842755,1655363842756,4,1655363842756,42,4,5,0,0,0
DEVICE,1655363842787,1655363842788,4,1655363842788,44,4,5,0,0,0
DEVICE,1655363842819,1655363842820,4,1655363842820,44,4,5,0,0,0
DEVICE,1655363842851,1655363842852,4,1655363842852,43,4,5,0,0,0
DEVICE,1655363842884,1655363842885,4,1655363842885,42,4,5,0,0,0
DEVICE,1655363842915,1655363842916,4,1655363842916,44,4,5,0,0,0
DEVICE,1655363842947,1655363842948,4,1655363842948,41,4,5,0,0,0
DEVICE,1655363842979,1655363842980,4,1655363842980,45,4,5,0,0,0
DEVICE,1655363843011,1655363843012,4,1655363843012,45,4,5,0,0,0
DEVICE,1655363843043,1655363843044,4,1655363843044,42,4,5,0,0,0
DEVICE,1655363843075,1655363843076,4,1655363843076,44,4,5,0,0,0
DEVICE,1655363843107,1655363843108,4,1655363843108,45,4,5,0,0,0
DEVICE,1655363843139,1655363843140,4,1655363843140,40,4,5,0,0,0
DEVICE,1655363843171,1655363843172,4,1655363843172,42,4,5,0,0,0
DEVICE,1655363843203,1655363843204,4,1655363843204,44,4,5,0,0,0
DEVICE,1655363843235,1655363843236,4,1655363843236,43,4,5,0,0,0
DEVICE,1655363843268,1655363843269,4,1655363843269,43,4,5,0,0,0
DEVICE,1655363843299,1655363843300,4,1655363843300,44,4,5,0,0,0
DEVICE,1655363843331,1655363843332,4,1655363843332,45,4,5,0,0,0
DEVICE,1655363843363,1655363843364,4,1655363843364,42,4,5,0,0,0
DEVICE,1655363843395,1655363843396,4,1655363843396,42,4,5,0,0,0
DEVICE,1655363843411,1655363843412,4,1655363843412,42,4,5,0,0,0
DEVICE,1655363843443,1655363843444,4,1655363843444,41,4,5,0,0,0
DEVICE,1655363843475,1655363843476,4,1655363843476,45,4,5,0,0,0
DEVICE,1655363843507,1655363843508,4,1655363843508,43,4,5,0,0,0
DEVICE,1655363843539,1655363843540,4,1655363843540,42,4,5,0,0,0
DEVICE,1655363843570,1655363843571,4,1655363843571,44,4,5,0,0,0
DEVICE,1655363843603,1655363843604,4,1655363843604,42,4,5,0,0,0
DEVICE,1655363843635,1655363843636,4,1655363843636,42,4,5,0,0,0
DEVICE,1655363843667,1655363843668,4,1655363843668,42,4,5,0,0,0
DEVICE,1655363843699,1655363843700,4,1655363843700,43,4,5,0,0,0
DEVICE,1655363843731,1655363843732,4,1655363843732,44,4,5,0,0,0
DEVICE,1655363843762,1655363843763,4,1655363843763,44,4,5,0,0,0
DEVICE,1655363843795,1655363843796,4,1655363843796,42,4,5,0,0,0
DEVICE,1655363843827,1655363843828,4,1655363843828,42,4,5,0,0,0
DEVICE,1655363843859,1655363843860,4,1655363843860,43,4,5,0,0,0
DEVICE,1655363843891,1655363843892,4,1655363843892,44,4,5,0,0,0
DEVICE,1655363843923,1655363843924,4,1655363843924,42,4,5,0,0,0
DEVICE,1655363843955,1655363843956,4,1655363843956,46,4,5,0,0,0
DEVICE,1655363843987,1655363843988,4,1655363843988,43,4,5,0,0,0
DEVICE,1655363844019,1655363844020,4,1655363844020,45,4,5,0,0,0
DEVICE,1655363844050,1655363844051,4,1655363844051,45,4,5,0,0,0
DEVICE,1655363844083,1655363844084,4,1655363844084,42,4,5,0,0,0
DEVICE,1655363844114,1655363844115,4,1655363844115,43,4,5,0,0,0
DEVICE,1655363844147,1655363844148,4,1655363844148,46,4,5,0,0,0
DEVICE,1655363844179,1655363844180,4,1655363844180,40,4,5,0,0,0
DEVICE,1655363844210,1655363844211,4,1655363844211,43,4,5,0,0,0
DEVICE,1655363844243,1655363844244,4,1655363844244,42,4,5,0,0,0
DEVICE,1655363844275,1655363844276,4,1655363844276,41,4,5,0,0,0
DEVICE,1655363844307,1655363844308,4,1655363844308,43,4,5,0,0,0
DEVICE,1655363844339,1655363844340,4,1655363844340,45,4,5,0,0,0
DEVICE,1655363844371,1655363844372,4,1655363844372,41,4,5,0,0,0
DEVICE,1655363844403,1655363844404,4,1655363844404,44,4,5,0,0,0
DEVICE,1655363844435,1655363844436,4,1655363844436,43,4,5,0,0,0
DEVICE,1655363844466,1655363844467,4,1655363844467,42,4,5,0,0,0
DEVICE,1655363844498,1655363844499,4,1655363844499,44,4,5,0,0,0
DEVICE,1655363844530,1655363844531,4,1655363844531,44,4,5,0,0,0
DEVICE,1655363844563,1655363844564,4,1655363844564,45,4,5,0,0,0
DEVICE,1655363844595,1655363844596,4,1655363844596,42,4,5,0,0,0
DEVICE,1655363844627,1655363844628,4,1655363844628,46,4,5,0,0,0
DEVICE,1655363844658,1655363844659,4,1655363844659,44,4,5,0,0,0
DEVICE,1655363844691,1655363844692,4,1655363844692,44,4,5,0,0,0
DEVICE,1655363844722,1655363844723,4,1655363844723,45,4,5,0,0,0
DEVICE,1655363844755,1655363844756,4,1655363844756,44,4,5,0,0,0
