Device,PTPTime,UnixTime,Protocool,CurrentDeviceTime,GyroX,GyroY,GyroZ,AccX,AccY,AccZ
AIRPOT,1647570431447,1647570431731,4,0,0.107,-0.094,-0.990,0.016,0.077,-0.027
AIRPOT,1647570431479,1647570431763,4,0,0.109,-0.127,-0.986,0.014,0.040,-0.003
AIRPOT,1647570431519,1647570431803,4,0,0.108,-0.153,-0.982,0.014,0.023,0.002
AIRPOT,1647570431562,1647570431846,4,0,0.105,-0.169,-0.980,0.008,0.013,-0.002
AIRPOT,1647570431601,1647570431885,4,0,0.101,-0.178,-0.979,0.006,-0.013,0.020
AIRPOT,1647570431640,1647570431924,4,0,0.099,-0.183,-0.978,-0.004,-0.034,0.025
AIRPOT,1647570431684,1647570431968,4,0,0.096,-0.185,-0.978,-0.005,-0.037,0.028
AIRPOT,1647570431716,1647570432000,4,0,0.095,-0.185,-0.978,0.000,-0.052,0.028
AIRPOT,1647570431760,1647570432044,4,0,0.094,-0.183,-0.979,0.009,-0.061,0.028
AIRPOT,1647570431808,1647570432092,4,0,0.095,-0.180,-0.979,0.008,-0.056,0.023
AIRPOT,1647570431840,1647570432124,4,0,0.098,-0.173,-0.980,0.004,-0.045,0.024
AIRPOT,1647570431881,1647570432165,4,0,0.104,-0.155,-0.982,0.001,0.081,0.023
AIRPOT,1647570431921,1647570432205,4,0,0.112,-0.121,-0.986,-0.020,0.133,-0.027
AIRPOT,1647570431960,1647570432244,4,0,0.108,-0.079,-0.991,0.027,0.059,-0.026
AIRPOT,1647570432001,1647570432285,4,0,0.091,-0.040,-0.995,0.084,-0.031,-0.020
AIRPOT,1647570432048,1647570432332,4,0,0.061,-0.006,-0.998,0.127,-0.115,-0.032
AIRPOT,1647570432081,1647570432365,4,0,0.026,0.019,-0.999,0.121,-0.182,0.035
AIRPOT,1647570432121,1647570432405,4,0,0.002,0.031,-1.000,0.070,-0.140,0.015
AIRPOT,1647570432161,1647570432445,4,0,-0.013,0.038,-0.999,0.039,-0.082,0.003
AIRPOT,1647570432199,1647570432483,4,0,-0.023,0.042,-0.999,0.007,-0.039,-0.022
AIRPOT,1647570432241,1647570432525,4,0,-0.028,0.045,-0.999,-0.019,-0.001,-0.022
AIRPOT,1647570432280,1647570432564,4,0,-0.032,0.047,-0.998,-0.039,0.007,-0.034
AIRPOT,1647570432321,1647570432605,4,0,-0.035,0.046,-0.998,-0.046,0.034,-0.014
AIRPOT,1647570432361,1647570432645,4,0,-0.035,0.043,-0.998,-0.055,0.043,-0.003
AIRPOT,1647570432405,1647570432689,4,0,-0.033,0.038,-0.999,-0.061,0.051,-0.004
AIRPOT,1647570432440,1647570432724,4,0,-0.028,0.033,-0.999,-0.061,0.037,-0.002
AIRPOT,1647570432481,1647570432765,4,0,-0.021,0.026,-0.999,-0.056,0.048,0.002
AIRPOT,1647570432521,1647570432805,4,0,-0.011,0.018,-1.000,-0.058,0.046,-0.026
AIRPOT,1647570432560,1647570432844,4,0,-0.000,0.010,-1.000,-0.046,0.035,-0.015
AIRPOT,1647570432601,1647570432885,4,0,0.012,-0.000,-1.000,-0.027,0.031,-0.006
AIRPOT,1647570432643,1647570432927,4,0,0.026,-0.011,-1.000,-0.010,0.015,-0.011
AIRPOT,1647570432681,1647570432965,4,0,0.039,-0.023,-0.999,0.008,0.004,-0.007
AIRPOT,1647570432721,1647570433005,4,0,0.053,-0.036,-0.998,0.019,-0.010,-0.008
AIRPOT,1647570432767,1647570433051,4,0,0.065,-0.048,-0.997,0.029,-0.020,-0.003
AIRPOT,1647570432802,1647570433086,4,0,0.075,-0.062,-0.995,0.043,-0.040,0.014
AIRPOT,1647570432861,1647570433145,4,0,0.085,-0.076,-0.994,0.056,-0.054,0.026
AIRPOT,1647570432882,1647570433166,4,0,0.093,-0.088,-0.992,0.066,-0.063,0.025
AIRPOT,1647570432921,1647570433205,4,0,0.100,-0.098,-0.990,0.073,-0.072,0.018
AIRPOT,1647570432966,1647570433250,4,0,0.103,-0.103,-0.989,0.079,-0.076,0.021
AIRPOT,1647570433005,1647570433289,4,0,0.104,-0.103,-0.989,0.082,-0.082,0.029
AIRPOT,1647570433040,1647570433324,4,0,0.102,-0.100,-0.990,0.084,-0.083,0.023
AIRPOT,1647570433081,1647570433365,4,0,0.097,-0.095,-0.991,0.083,-0.075,0.022
AIRPOT,1647570433141,1647570433425,4,0,0.091,-0.089,-0.992,0.079,-0.078,0.019
AIRPOT,1647570433160,1647570433444,4,0,0.085,-0.082,-0.993,0.080,-0.053,0.014
AIRPOT,1647570433201,1647570433485,4,0,0.076,-0.074,-0.994,0.068,-0.038,0.006
AIRPOT,1647570433261,1647570433545,4,0,0.066,-0.064,-0.996,0.056,-0.020,0.021
AIRPOT,1647570433301,1647570433585,4,0,0.059,-0.056,-0.997,0.040,0.004,0.007
AIRPOT,1647570433341,1647570433625,4,0,0.052,-0.049,-0.997,0.026,0.006,-0.001
AIRPOT,1647570433380,1647570433664,4,0,0.047,-0.044,-0.998,0.011,0.021,-0.014
AIRPOT,1647570433422,1647570433706,4,0,0.040,-0.039,-0.998,0.002,0.016,-0.013
AIRPOT,1647570433462,1647570433746,4,0,0.029,-0.034,-0.999,-0.002,0.007,0.000
AIRPOT,1647570433501,1647570433785,4,0,0.019,-0.031,-0.999,-0.010,0.032,-0.005
AIRPOT,1647570433546,1647570433830,4,0,0.010,-0.030,-0.999,-0.025,0.059,0.003
AIRPOT,1647570433562,1647570433846,4,0,0.005,-0.030,-1.000,-0.039,0.058,-0.005
AIRPOT,1647570433629,1647570433913,4,0,0.002,-0.029,-1.000,-0.049,0.052,-0.020
AIRPOT,1647570433662,1647570433946,4,0,-0.001,-0.029,-1.000,-0.057,0.058,-0.019
AIRPOT,1647570433701,1647570433985,4,0,-0.003,-0.031,-1.000,-0.063,0.048,-0.023
AIRPOT,1647570433740,1647570434024,4,0,-0.006,-0.035,-0.999,-0.058,0.030,-0.015
AIRPOT,1647570433786,1647570434070,4,0,-0.006,-0.042,-0.999,-0.056,0.027,-0.012
AIRPOT,1647570433821,1647570434105,4,0,-0.006,-0.050,-0.999,-0.050,0.011,-0.015
AIRPOT,1647570433860,1647570434144,4,0,-0.005,-0.057,-0.998,-0.038,-0.004,-0.009
AIRPOT,1647570433907,1647570434191,4,0,-0.003,-0.063,-0.998,-0.035,-0.012,-0.007
AIRPOT,1647570433928,1647570434212,4,0,-0.002,-0.067,-0.998,-0.020,-0.031,-0.003
AIRPOT,1647570433981,1647570434265,4,0,-0.004,-0.065,-0.998,0.003,-0.072,-0.005
AIRPOT,1647570434028,1647570434312,4,0,-0.008,-0.053,-0.999,0.026,-0.092,0.003
AIRPOT,1647570434039,1647570434323,4,0,-0.016,-0.023,-1.000,0.041,-0.106,0.024
AIRPOT,1647570434101,1647570434385,4,0,-0.022,0.025,-0.999,0.026,-0.074,0.032
AIRPOT,1647570434146,1647570434430,4,0,-0.028,0.077,-0.997,0.040,-0.087,0.053
AIRPOT,1647570434181,1647570434465,4,0,-0.027,0.117,-0.993,0.022,-0.031,0.024
AIRPOT,1647570434220,1647570434504,4,0,-0.024,0.139,-0.990,0.010,-0.000,-0.019
AIRPOT,1647570434265,1647570434549,4,0,-0.022,0.151,-0.988,0.009,0.020,-0.028
AIRPOT,1647570434299,1647570434583,4,0,-0.020,0.158,-0.987,0.006,0.007,-0.019
AIRPOT,1647570434342,1647570434626,4,0,-0.018,0.159,-0.987,0.007,0.002,-0.002
AIRPOT,1647570434386,1647570434670,4,0,-0.015,0.159,-0.987,0.011,0.000,0.005
AIRPOT,1647570434421,1647570434705,4,0,-0.012,0.159,-0.987,0.014,-0.012,0.003
AIRPOT,1647570434460,1647570434744,4,0,-0.010,0.160,-0.987,0.015,-0.018,-0.003
AIRPOT,1647570434503,1647570434787,4,0,-0.009,0.160,-0.987,0.013,-0.007,0.001
AIRPOT,1647570434541,1647570434825,4,0,-0.009,0.162,-0.987,0.008,0.003,-0.002
AIRPOT,1647570434581,1647570434865,4,0,-0.010,0.165,-0.986,-0.001,0.001,-0.003
