Unixtime,Distancemm,Distancecm,Weight,Count,DistanceADC,WeightADC,
1638424213965,176,17,5,0,0,0
1638424213997,177,17,5,0,0,0
1638424214029,176,17,5,0,0,0
1638424214062,174,17,5,0,0,0
1638424214092,179,17,5,0,0,0
1638424214124,172,17,5,0,0,0
1638424214157,177,17,5,0,0,0
1638424214188,179,17,5,0,0,0
1638424214220,176,17,5,0,0,0
1638424214252,172,17,5,0,0,0
1638424214284,175,17,5,0,0,0
1638424214316,178,17,5,0,0,0
1638424214348,176,17,5,0,0,0
1638424214381,175,17,5,0,0,0
1638424214412,180,18,5,0,0,0
1638424214444,179,17,5,0,0,0
1638424214477,176,17,5,0,0,0
1638424214508,173,17,5,0,0,0
1638424214541,174,17,5,0,0,0
1638424214573,173,17,5,0,0,0
1638424214605,174,17,5,0,0,0
1638424214620,178,17,5,0,0,0
1638424214652,177,17,5,0,0,0
1638424214684,178,17,5,0,0,0
1638424214717,174,17,5,0,0,0
1638424214748,178,17,5,0,0,0
1638424214780,175,17,5,0,0,0
1638424214813,176,17,5,0,0,0
1638424214844,176,17,5,0,0,0
1638424214877,173,17,5,0,0,0
1638424214908,178,17,5,0,0,0
1638424214941,176,17,5,0,0,0
1638424214972,171,17,5,0,0,0
1638424215003,179,17,5,0,0,0
1638424215036,172,17,5,0,0,0
1638424215067,175,17,5,0,0,0
1638424215100,180,18,5,0,0,0
1638424215131,178,17,5,0,0,0
1638424215164,175,17,5,0,0,0
1638424215196,177,17,5,0,0,0
1638424215228,174,17,5,0,0,0
1638424215260,174,17,5,0,0,0
1638424215293,174,17,5,0,0,0
1638424215324,181,18,5,0,0,0
1638424215357,175,17,5,0,0,0
1638424215387,176,17,5,0,0,0
1638424215420,180,18,5,0,0,0
1638424215452,178,17,5,0,0,0
1638424215483,179,17,5,0,0,0
1638424215516,173,17,5,0,0,0
1638424215548,179,17,5,0,0,0
1638424215580,177,17,5,0,0,0
1638424215612,172,17,5,0,0,0
1638424215644,174,17,5,0,0,0
1638424215676,174,17,5,0,0,0
1638424215707,172,17,5,0,0,0
1638424215740,179,17,5,0,0,0
1638424215772,174,17,5,0,0,0
1638424215804,181,18,5,0,0,0
1638424215836,174,17,5,0,0,0
1638424215867,172,17,5,0,0,0
1638424215899,175,17,5,0,0,0
1638424215932,181,18,5,0,0,0
1638424215964,176,17,5,0,0,0
1638424215996,180,18,5,0,0,0
1638424216028,182,18,5,0,0,0
1638424216060,170,17,5,0,0,0
1638424216092,171,17,5,0,0,0
1638424216124,177,17,5,0,0,0
1638424216155,175,17,5,0,0,0
1638424216188,177,17,5,0,0,0
1638424216220,175,17,5,0,0,0
1638424216251,174,17,5,0,0,0
1638424216283,178,17,5,0,0,0
1638424216316,179,17,5,0,0,0
1638424216348,181,18,5,0,0,0
1638424216379,177,17,5,0,0,0
1638424216412,172,17,5,0,0,0
1638424216443,176,17,5,0,0,0
1638424216475,177,17,5,0,0,0
1638424216507,178,17,5,0,0,0
1638424216539,178,17,5,0,0,0
1638424216571,170,17,5,0,0,0
1638424216603,173,17,5,0,0,0
1638424216635,173,17,5,0,0,0
